date,entity_code,default_event,source_flag
12/31/2009,B-TWSM8S,0,system
12/31/2009,B-J2ILS4,0,system
12/31/2009,B-CKUMRG,0,system
12/31/2009,B-ONZFIV,0,manual
12/31/2009,B-PL1YFZ,0,system
12/31/2009,B-QFZFP4,0,manual
12/31/2009,B-SQ4OLC,0,archive
12/31/2009,B-I67BWI,0,system
12/31/2009,B-JI444W,0,archive
12/31/2009,B-0T5M74,0,archive
12/31/2009,B-KVE4NM,0,system
12/31/2009,B-WWOGAM,0,archive
12/31/2009,B-FVUAOK,0,system
12/31/2009,B-91X6SZ,0,system
12/31/2009,B-3PXT8X,0,manual
12/31/2009,B-WMAEKB,0,system
12/31/2009,B-IOC2XD,0,manual
12/31/2009,B-BN8BND,0,system
12/31/2009,B-O2NB6I,0,system
12/31/2009,B-TB1OZ6,0,system
12/31/2009,B-6KZVQO,0,system
12/31/2009,B-QZP3T9,0,system
12/31/2009,B-4Z0VCO,0,system
12/31/2009,B-MHTAKQ,0,system
12/31/2009,B-ST9KM6,0,manual
12/31/2009,B-HVWXAK,0,manual
12/31/2009,B-CUJ2V2,0,system
12/31/2009,B-Y6J2QG,0,system
12/31/2009,B-7PFB78,0,system
12/31/2009,B-JS2LBB,0,system
12/31/2009,B-9KROIO,0,system
12/31/2009,B-JRBLOP,0,system
12/31/2009,B-6R5YMI,0,system
12/31/2009,B-GFVBLE,0,archive
12/31/2009,B-ZWRIDU,0,system
12/31/2009,B-QF6194,0,system
12/31/2009,B-CN03FL,0,system
12/31/2009,B-3C5B0M,0,system
12/31/2009,B-3LE6FV,0,system
12/31/2010,A-D1XPP4,0,system
12/31/2010,A-SE4QSN,0,system
12/31/2010,A-DT5C43,0,manual
12/31/2010,A-Y21HNQ,0,system
12/31/2010,A-OL6NCQ,0,manual
12/31/2010,A-7PF3WZ,0,manual
12/31/2010,A-IYWF3H,0,archive
12/31/2010,A-UQSUBF,0,archive
12/31/2010, A-UWUTDU,0,manual
12/31/2010,A-94BI3C,0,system
12/31/2010,A-9XOOP3,0,archive
12/31/2010,A-ZF6S7F,,system
12/31/2010,A-VN8DME,0,archive
12/31/2010,A-J2JZ2Q,0,system
12/31/2010,A-ZL3UTG,0,system
12/31/2010,A-FVDXWD,0,system
12/31/2010,A-YDGV2G,0,system
12/31/2010,A-F8PRQ2,0,system
12/31/2010,A-TR3J8L,0,system
12/31/2010,A-TFKTLD,0,system
12/31/2010,A-W69IIB,0,manual
12/31/2010,A-H8WKWS,0,manual
12/31/2010,A-89F6D0,0,system
12/31/2010,A-MXON5D,0,system
12/31/2010,A-C36F0G,0,system
12/31/2010,A-RSPF7A,0,system
12/31/2010,A-7Y1UPH,0,manual
12/31/2010,A-U7CO9K,0,system
12/31/2010,A-RAVTFW,0,system
12/31/2010,A-G702PQ,0,manual
12/31/2010,A-QIMT1V,0,manual
12/31/2010,A-EX85JQ,0,manual
12/31/2010,A-5CRVMF,0,system
12/31/2010,A-FKUFQE,0,manual
12/31/2010,A-SY2O3L,0,archive
12/31/2010,A-6IIIXU,0,system
12/31/2010,A-O7YD44,0,system
12/31/2010,A-W20E3T,0,system
12/31/2010,A-IJCFPR,0,manual
12/31/2010,A-PNGYIK,0,system
12/31/2010,A-84RXH2,0,system
12/31/2010,A-VZS47E,0,system
12/31/2010,A-0E88G2,0,system
12/31/2010,A-ZVBDSW,0,system
12/31/2010,A-0172SR,0,archive
12/31/2010,A-RX0P71,0,system
12/31/2010,A-2NTLLF,0,system
12/31/2010,A-GT87M2 ,0,system
12/31/2010,A-PEJ45W,0,system
12/31/2010,A-03PK8Q,0,archive
12/31/2010,B-O9B5YK,0,system
12/31/2010,B-5BIIQF,1,archive
12/31/2010,B-AAFB3V,0,system
12/31/2010,B-87E14Z,0,system
12/31/2010,B-QF30BG,0,system
12/31/2010,B-CWABH5,0,system
12/31/2010,B-VQT2JW,0,system
12/31/2010,B-TZJXP7,0,manual
12/31/2010,B-9E8KDK,0,system
12/31/2010,B-4H8VVL,0,system
12/31/2010,B-MUVZTX,0,archive
12/31/2010,B-TWSM8S,0,archive
12/31/2010,B-J2ILS4,0,system
12/31/2010,B-CKUMRG,1,system
12/31/2010,B-ONZFIV,1,manual
12/31/2010,B-PL1YFZ,0,manual
12/31/2010,B-QFZFP4,0,system
12/31/2010,B-SQ4OLC,0,system
12/31/2010,B-I67BWI,0,system
12/31/2010,B-JI444W,0,manual
12/31/2010,B-0T5M74,0,system
12/31/2010,B-KVE4NM,0,system
12/31/2010,B-WWOGAM,0,system
12/31/2010,B-FVUAOK,0,system
12/31/2010,B-91X6SZ,0,archive
12/31/2010,B-3PXT8X,0,system
12/31/2010,B-WMAEKB,0,manual
12/31/2010,B-IOC2XD,0,system
12/31/2010,B-BN8BND,0,system
12/31/2010,B-O2NB6I ,,system
12/31/2010,B-TB1OZ6,0,system
12/31/2010,B-6KZVQO,0,system
12/31/2010,B-QZP3T9,0,system
12/31/2010,B-4Z0VCO,0,system
12/31/2010,B-MHTAKQ,0,system
12/31/2010,B-ST9KM6,0,manual
12/31/2010,B-HVWXAK,0,system
12/31/2010,B-CUJ2V2,0,system
12/31/2010,B-Y6J2QG,0,system
12/31/2010,B-7PFB78,0,manual
12/31/2010,B-JS2LBB,0,system
12/31/2010,B-9KROIO,0,system
12/31/2010,B-JRBLOP,0,system
12/31/2010,B-6R5YMI,0,system
12/31/2010,B-GFVBLE,0,system
12/31/2010,B-ZWRIDU,0,manual
12/31/2010,B-QF6194,0,system
12/31/2010,B-CN03FL,0,system
12/31/2010,B-3C5B0M,,system
12/31/2010,B-3LE6FV,0,archive
12/31/2011,A-D1XPP4,0,system
12/31/2011,A-SE4QSN,0,system
12/31/2011,A-DT5C43,0,system
12/31/2011,A-Y21HNQ,0,archive
12/31/2011,A-OL6NCQ,0,system
12/31/2011,A-7PF3WZ,0,manual
12/31/2011,A-IYWF3H,0,system
12/31/2011,A-UQSUBF,0,system
12/31/2011,A-UWUTDU,0,system
12/31/2011,A-94BI3C,0,system
12/31/2011,A-9XOOP3,0,archive
12/31/2011,A-ZF6S7F,0,system
12/31/2011,A-VN8DME,0,system
12/31/2011,A-J2JZ2Q,0,system
12/31/2011,A-ZL3UTG,0,manual
12/31/2011,A-FVDXWD,0,archive
12/31/2011,A-YDGV2G,0,system
12/31/2011,A-F8PRQ2,0,system
12/31/2011,A-TR3J8L,0,system
12/31/2011,A-TFKTLD,0,manual
12/31/2011,A-W69IIB,0,system
12/31/2011,A-H8WKWS,0,system
12/31/2011,A-89F6D0,1,system
12/31/2011,A-MXON5D,0,system
12/31/2011,A-C36F0G,0,archive
12/31/2011,A-RSPF7A,0,system
12/31/2011,A-7Y1UPH,0,system
12/31/2011,A-U7CO9K,0,system
12/31/2011,A-RAVTFW,0,system
12/31/2011,A-G702PQ,1,system
12/31/2011,A-QIMT1V,0,system
12/31/2011,A-EX85JQ,0,system
12/31/2011,A-5CRVMF,0,system
12/31/2011,A-FKUFQE,0,system
12/31/2011,A-SY2O3L,0,system
12/31/2011,A-6IIIXU,0,manual
12/31/2011,A-O7YD44,,system
12/31/2011,A-W20E3T,0,system
12/31/2011,A-IJCFPR,0,system
12/31/2011,A-PNGYIK,0,system
12/31/2011,A-84RXH2,0,system
12/31/2011,A-VZS47E,1,system
12/31/2011,A-0E88G2,0,system
12/31/2011,A-ZVBDSW ,0,archive
12/31/2011,A-0172SR,0,manual
12/31/2011,A-RX0P71,0,system
12/31/2011,A-2NTLLF,0,system
12/31/2011,A-GT87M2,0,system
12/31/2011,A-PEJ45W,1,system
12/31/2011,A-03PK8Q,0,system
12/31/2011,B-O9B5YK,0,system
12/31/2011,B-5BIIQF,0,system
12/31/2011,B-AAFB3V,0,system
12/31/2011,B-87E14Z,0,system
12/31/2011,B-QF30BG,,system
12/31/2011,B-CWABH5,0,system
12/31/2011,B-VQT2JW,0,archive
12/31/2011,B-TZJXP7,0,system
12/31/2011,B-9E8KDK,0,system
12/31/2011,B-4H8VVL,0,system
12/31/2011,B-MUVZTX,0,manual
12/31/2011,B-TWSM8S,0,system
12/31/2011,B-J2ILS4,0,system
12/31/2011,B-CKUMRG,0,system
12/31/2011,B-ONZFIV,0,system
12/31/2011,B-PL1YFZ,0,system
12/31/2011,B-QFZFP4,0,system
12/31/2011,B-SQ4OLC,0,system
12/31/2011,B-I67BWI,0,system
12/31/2011,B-JI444W,0,system
12/31/2011,B-0T5M74,0,manual
12/31/2011,B-KVE4NM,0,archive
12/31/2011,B-WWOGAM,0,system
12/31/2011,B-FVUAOK,0,archive
12/31/2011,B-91X6SZ,0,system
12/31/2011,B-3PXT8X,0,manual
12/31/2011,B-WMAEKB,0,system
12/31/2011,B-IOC2XD,0,system
12/31/2011,B-BN8BND,0,system
12/31/2011,B-O2NB6I,0,system
12/31/2011,B-TB1OZ6,0,system
12/31/2011,B-6KZVQO,0,system
12/31/2011,B-QZP3T9,0,system
12/31/2011, B-4Z0VCO,0,system
12/31/2011,B-MHTAKQ,1,system
12/31/2011,B-ST9KM6,0,system
12/31/2011,B-HVWXAK,0,system
12/31/2011,b-cuj2v2,0,system
12/31/2011,B-Y6J2QG,0,system
12/31/2011,B-7PFB78,0,system
12/31/2011,B-JS2LBB,0,archive
12/31/2011,B-9KROIO,0,system
12/31/2011,B-JRBLOP,0,manual
12/31/2011,B-6R5YMI,0,manual
12/31/2011,B-GFVBLE,0,system
12/31/2011,B-ZWRIDU,0,system
12/31/2011,B-QF6194,,archive
12/31/2011,B-CN03FL,0,system
12/31/2011,B-3C5B0M ,0,system
12/31/2011,B-3LE6FV,0,manual
12/31/2012,A-D1XPP4,0,system
12/31/2012,A-SE4QSN,0,system
12/31/2012,A-DT5C43,0,archive
12/31/2012,A-Y21HNQ,0,system
12/31/2012,A-OL6NCQ,0,system
12/31/2012,A-7PF3WZ,0,system
12/31/2012,A-IYWF3H,0,manual
12/31/2012,A-UQSUBF,0,system
12/31/2012,A-UWUTDU,,manual
12/31/2012,A-94BI3C,0,manual
12/31/2012,A-9XOOP3,0,system
12/31/2012,A-ZF6S7F,0,system
12/31/2012,A-VN8DME,0,system
12/31/2012,A-J2JZ2Q,0,system
12/31/2012,A-ZL3UTG,1,system
12/31/2012,A-FVDXWD,0,archive
12/31/2012,A-YDGV2G,0,archive
12/31/2012,A-F8PRQ2,0,system
12/31/2012,A-TR3J8L,0,system
12/31/2012,A-TFKTLD,0,manual
12/31/2012,A-W69IIB,0,system
12/31/2012,A-H8WKWS,0,system
12/31/2012,A-89F6D0,0,manual
12/31/2012,A-MXON5D,0,system
12/31/2012,A-C36F0G,0,system
12/31/2012,A-RSPF7A,0,system
12/31/2012,A-7Y1UPH,0,archive
12/31/2012,A-U7CO9K,0,system
12/31/2012,A-RAVTFW,0,system
12/31/2012,A-G702PQ,0,archive
12/31/2012,A-QIMT1V,0,system
12/31/2012,A-EX85JQ,,manual
12/31/2012,A-5CRVMF,0,manual
12/31/2012,A-FKUFQE,0,system
12/31/2012,A-SY2O3L,0,archive
12/31/2012,A-6IIIXU,0,system
12/31/2012,A-O7YD44,0,system
12/31/2012,A-W20E3T,0,system
12/31/2012,A-IJCFPR,0,system
12/31/2012,A-PNGYIK,0,archive
12/31/2012,A-84RXH2,0,system
12/31/2012,A-VZS47E,0,system
12/31/2012,A-0E88G2,0,system
12/31/2012,A-ZVBDSW,0,system
12/31/2012,A-0172SR,0,manual
12/31/2012,A-RX0P71,0,system
12/31/2012,A-2NTLLF,0,system
12/31/2012,A-GT87M2,0,archive
12/31/2012,A-PEJ45W,0,system
12/31/2012,A-03PK8Q,0,system
12/31/2012,B-O9B5YK,0,system
12/31/2012,B-5BIIQF,0,system
12/31/2012,B-AAFB3V,0,system
12/31/2012,B-87E14Z,0,system
12/31/2012,B-QF30BG,0,system
12/31/2012,b-cwabh5,,archive
12/31/2012,B-VQT2JW,0,system
12/31/2012,B-TZJXP7,0,system
12/31/2012,B-9E8KDK,1,archive
12/31/2012,B-4H8VVL,0,system
12/31/2012,B-MUVZTX,0,system
12/31/2012,B-TWSM8S,0,system
12/31/2012,B-J2ILS4,0,system
12/31/2012,B-CKUMRG,0,system
12/31/2012,B-ONZFIV,0,manual
12/31/2012,B-PL1YFZ,0,manual
12/31/2012,B-QFZFP4,0,system
12/31/2012,B-SQ4OLC,0,archive
12/31/2012,B-I67BWI,0,system
12/31/2012,B-JI444W,0,system
12/31/2012,B-0T5M74,0,archive
12/31/2012,B-KVE4NM,0,manual
12/31/2012,B-WWOGAM,0,manual
12/31/2012,B-FVUAOK,0,archive
12/31/2012,B-91X6SZ,0,system
12/31/2012,B-3PXT8X,0,system
12/31/2012,B-WMAEKB,0,archive
12/31/2012,B-IOC2XD,0,system
12/31/2012,B-BN8BND,0,system
12/31/2012,B-O2NB6I,0,system
12/31/2012,B-TB1OZ6,0,system
12/31/2012,B-6KZVQO,0,system
12/31/2012,B-QZP3T9,0,system
12/31/2012,B-4Z0VCO,0,system
12/31/2012,B-MHTAKQ,0,system
12/31/2012,B-ST9KM6,0,system
12/31/2012,B-HVWXAK,0,system
12/31/2012,B-CUJ2V2,0,system
12/31/2012,B-Y6J2QG ,0,system
12/31/2012,B-7PFB78,0,system
12/31/2012,B-JS2LBB,0,system
12/31/2012,B-9KROIO,0,manual
12/31/2012,B-JRBLOP,0,archive
