date,entity_code,stock_return,entity_code_clean,date_clean
2023-03-24,A-D1XPP4,0.0163537154639279,A-D1XPP4,2023-03-24
2023-03-27,A-D1XPP4,-0.0266129045582369,A-D1XPP4,2023-03-27
2023-03-28,A-D1XPP4,-0.0076293184144621,A-D1XPP4,2023-03-28
2023-03-29,A-D1XPP4,0.0033281809677764,A-D1XPP4,2023-03-29
2023-03-30,A-D1XPP4,0.0045014004417166,A-D1XPP4,2023-03-30
2023-03-31,A-D1XPP4,0.0407486384083058,A-D1XPP4,2023-03-31
2023-04-03, A-D1XPP4,-0.0033830169811287,A-D1XPP4,2023-04-03
2023-04-04,A-D1XPP4,-0.0140670851975299,A-D1XPP4,2023-04-04
2023-04-05,A-D1XPP4,-0.008771800088201,A-D1XPP4,2023-04-05
06-04-2023,A-D1XPP4,0.0173919402161419,A-D1XPP4,2023-06-04
2023-04-07,A-D1XPP4,-0.0070080941338689,A-D1XPP4,2023-04-07
2023-04-10,A-D1XPP4,-0.0317350967446502,A-D1XPP4,2023-04-10
2023-04-11,A-D1XPP4,0.0338342946761057,A-D1XPP4,2023-04-11
2023-04-12,A-D1XPP4,-0.0143330173147916,A-D1XPP4,2023-04-12
2023-04-13,a-d1xpp4,0.0139602544740293,A-D1XPP4,2023-04-13
2023-04-14,A-D1XPP4,0.001272500633726,A-D1XPP4,2023-04-14
2023-04-17, A-D1XPP4,0.0120069180110507,A-D1XPP4,2023-04-17
2023-04-18,A-D1XPP4,0.0382998247878064,A-D1XPP4,2023-04-18
2023-04-19,A-D1XPP4,0.0106939829263803,A-D1XPP4,2023-04-19
2023-04-20,A-D1XPP4,-0.0092463120093815,A-D1XPP4,2023-04-20
2023-04-21,AD1XPP4,0.02192240411851,A-D1XPP4,2023-04-21
2023-04-24,A-D1XPP4,-0.01622800877479,A-D1XPP4,2023-04-24
2023-04-25,AD1XPP4,0.01336128005066,A-D1XPP4,2023-04-25
2023-04-26,A-D1XPP4,-0.0006721918002314,A-D1XPP4,2023-04-26
2023-04-27,A-D1XPP4,-0.015327805557789,A-D1XPP4,2023-04-27
2023-04-28,A-D1XPP4,-0.0022896773895242,A-D1XPP4,2023-04-28
01-05-2023,A-D1XPP4,0.0149100797526099,A-D1XPP4,2023-01-05
2023-05-02,A-D1XPP4,-0.018395528654825,A-D1XPP4,2023-05-02
03-05-2023,A-D1XPP4,0.0059223547375575,A-D1XPP4,2023-03-05
2023-05-04,A-D1XPP4,-0.0108050401441258,A-D1XPP4,2023-05-04
2023-05-05,A-D1XPP4,0.0165294521644995,A-D1XPP4,2023-05-05
2023-05-08,A-D1XPP4,0.002815706097384,A-D1XPP4,2023-05-08
2023-05-09,A-D1XPP4,-0.0188425210855974,A-D1XPP4,2023-05-09
2023-05-10,A-D1XPP4,0.0085468091594995,A-D1XPP4,2023-05-10
2023-05-11,A-D1XPP4,-0.02665772396639,A-D1XPP4,2023-05-11
2023-05-12,A-D1XPP4,0.0287702216789152,A-D1XPP4,2023-05-12
2023-05-15,A-D1XPP4,-0.0076012120637385,A-D1XPP4,2023-05-15
2023-05-16,A-D1XPP4,-0.0097112441157972,A-D1XPP4,2023-05-16
2023-05-17,A-D1XPP4,0.0017504645034269,A-D1XPP4,2023-05-17
2023-05-18,A-D1XPP4,-0.0118482071117427,A-D1XPP4,2023-05-18
2023-05-19,A-D1XPP4,-0.0110715361529457,A-D1XPP4,2023-05-19
2023-05-22,A-D1XPP4,-0.008898242167588,A-D1XPP4,2023-05-22
2023-05-23,A-D1XPP4,-0.0255493535522339,A-D1XPP4,2023-05-23
2023-05-24,A-D1XPP4,-0.0299849819444858,A-D1XPP4,2023-05-24
2023-05-25,A-D1XPP4,0.0035422128951976,A-D1XPP4,2023-05-25
2023-05-26,A-D1XPP4,0.0101074578654256,A-D1XPP4,2023-05-26
2023-05-29,A-D1XPP4,-0.0175347386284251,A-D1XPP4,2023-05-29
2023-05-30,A-D1XPP4,-0.0145691745664533,A-D1XPP4,2023-05-30
2023-05-31,A-D1XPP4,-0.0138566292888056,A-D1XPP4,2023-05-31
2023-06-01,A-D1XPP4,0.0225109402053747,A-D1XPP4,2023-06-01
02-06-2023,A-D1XPP4,0.0166346001361235,A-D1XPP4,2023-02-06
2023-06-05,A-D1XPP4,-0.0119120939279297,A-D1XPP4,2023-06-05
2023-06-06,A-D1XPP4,0.0158017399993212,A-D1XPP4,2023-06-06
2023-06-07,A-D1XPP4,-0.0331896568309991,A-D1XPP4,2023-06-07
2023-06-09,A-D1XPP4,-0.0157730522573448,A-D1XPP4,2023-06-09
2023-06-12,A-D1XPP4,0.008435245480212,A-D1XPP4,2023-06-12
2023-06-13,A-D1XPP4 ,-0.00940281221777,A-D1XPP4,2023-06-13
2023-06-14,A-D1XPP4,0.0029263949345572,A-D1XPP4,2023-06-14
2023-06-15,A-D1XPP4,0.0073760554716417,A-D1XPP4,2023-06-15
2023-06-16,A-D1XPP4,-0.0056101313822633,A-D1XPP4,2023-06-16
2023-06-19,A-D1XPP4,-0.0009691261935067,A-D1XPP4,2023-06-19
2023-06-20,A-D1XPP4,-0.0116810918674854,A-D1XPP4,2023-06-20
2023-06-21,A-D1XPP4,0.0137388944304119,A-D1XPP4,2023-06-21
2023-06-22,A-D1XPP4,0.0246265613101005,A-D1XPP4,2023-06-22
2023-06-23,A-D1XPP4,0.0038638878213311,A-D1XPP4,2023-06-23
2023-06-26,A-D1XPP4,-0.0219962531579311,A-D1XPP4,2023-06-26
2023-06-27,A-D1XPP4,-0.0320820965515956,A-D1XPP4,2023-06-27
2023-06-28,A-D1XPP4,-3.634182459475062e-05,A-D1XPP4,2023-06-28
2023-06-29,A-D1XPP4,0.0190273014117668,A-D1XPP4,2023-06-29
2023-06-30,A-D1XPP4,0.0051527425676758,A-D1XPP4,2023-06-30
2023-07-03,A-D1XPP4,-0.0016889244999049,A-D1XPP4,2023-07-03
2023-07-04,A-D1XPP4,0.006860107697594,A-D1XPP4,2023-07-04
05-07-2023,A-D1XPP4,-0.030647374362368,A-D1XPP4,2023-05-07
2023-07-07,A-D1XPP4,-0.0065031684849544,A-D1XPP4,2023-07-07
2023-07-10,A-D1XPP4,-0.0127560770062127,A-D1XPP4,2023-07-10
2023-07-11,A-D1XPP4,-0.0057700612893175,A-D1XPP4,2023-07-11
2023-07-12,A-D1XPP4,-0.0170641908219303,A-D1XPP4,2023-07-12
2023-07-13,A-D1XPP4,0.032818958343341,A-D1XPP4,2023-07-13
2023-07-14,A-D1XPP4,-0.0094373003682742,A-D1XPP4,2023-07-14
17-07-2023,A-D1XPP4,-0.0041918007917295,A-D1XPP4,2023-07-17
2023-07-18,A-D1XPP4,0.0216775282826079,A-D1XPP4,2023-07-18
2023-07-19,A-D1XPP4,-0.0139851897302719,A-D1XPP4,2023-07-19
2023-07-20,A-D1XPP4,-0.0192133960747376,A-D1XPP4,2023-07-20
2023-07-21,A-D1XPP4,-0.006251685244086,A-D1XPP4,2023-07-21
2023-07-24,A-D1XPP4,-0.025445260542108,A-D1XPP4,2023-07-24
2023-07-25,A-D1XPP4,0.0099974108545749,A-D1XPP4,2023-07-25
2023-07-26,A-D1XPP4,-0.008197597941674,A-D1XPP4,2023-07-26
2023-07-27,A-D1XPP4,0.0006275863513379,A-D1XPP4,2023-07-27
2023-07-28,A-D1XPP4,0.0083792537772593,A-D1XPP4,2023-07-28
2023-07-31,A-D1XPP4,0.0027680182645786,A-D1XPP4,2023-07-31
2023-08-01,A-D1XPP4,0.0198595580731645,A-D1XPP4,2023-08-01
2023-08-02,AD1XPP4,-0.0315394270420165,A-D1XPP4,2023-08-02
2023-08-03,A-D1XPP4,0.0027218336147585,A-D1XPP4,2023-08-03
2023-08-04,A-D1XPP4,-0.0172531513952679,A-D1XPP4,2023-08-04
2023-08-07,A-D1XPP4,0.0269240815412407,A-D1XPP4,2023-08-07
2023-08-08,A-D1XPP4,-0.0106184749818808,A-D1XPP4,2023-08-08
2023-08-09, A-D1XPP4,0.0498526035609393,A-D1XPP4,2023-08-09
2023-08-10,A-D1XPP4,0.0138732427162066,A-D1XPP4,2023-08-10
2023-08-11,A-D1XPP4,0.0240017691106498,A-D1XPP4,2023-08-11
2023-08-14,A-D1XPP4,0.0164960352467933,A-D1XPP4,2023-08-14
2023-08-15,A-D1XPP4,-0.0328836801814682,A-D1XPP4,2023-08-15
17-08-2023,A-D1XPP4,0.0088798752468139,A-D1XPP4,2023-08-17
2023-08-18,A-D1XPP4,0.0163892284226167,A-D1XPP4,2023-08-18
2023-08-21,A-D1XPP4,0.0002185080027941,A-D1XPP4,2023-08-21
2023-08-22,A-D1XPP4,-0.0066369418275638,A-D1XPP4,2023-08-22
2023-08-23,A-D1XPP4,-0.0151126463363641,A-D1XPP4,2023-08-23
2023-08-24,A-D1XPP4,-0.007250545345021,A-D1XPP4,2023-08-24
2023-08-25,AD1XPP4,0.008465628386117,A-D1XPP4,2023-08-25
2023-08-28,A-D1XPP4,0.0154215015091398,A-D1XPP4,2023-08-28
29-08-2023,A-D1XPP4,-0.0154427137318744,A-D1XPP4,2023-08-29
30-08-2023,A-D1XPP4,0.0165628849875282,A-D1XPP4,2023-08-30
2023-08-31,A-D1XPP4,-0.011015964392341,A-D1XPP4,2023-08-31
2023-09-01,A-D1XPP4,0.0121173858961793,A-D1XPP4,2023-09-01
2023-09-04,AD1XPP4,0.0005924468973521,A-D1XPP4,2023-09-04
2023-09-05,A-D1XPP4,0.0257483832421854,A-D1XPP4,2023-09-05
2023-09-06,A-D1XPP4,0.004709334606686,A-D1XPP4,2023-09-06
2023-09-07,A-D1XPP4,0.003487490746212,A-D1XPP4,2023-09-07
2023-09-08,A-D1XPP4,0.0160390238950949,A-D1XPP4,2023-09-08
2023-09-11,A-D1XPP4,-0.001459861885176,A-D1XPP4,2023-09-11
2023-09-12, A-D1XPP4,0.008445443593086,A-D1XPP4,2023-09-12
2023-09-13,A-D1XPP4,-0.0195425996668969,A-D1XPP4,2023-09-13
2023-09-14,A-D1XPP4,-0.0094112357248864,A-D1XPP4,2023-09-14
2023-09-15,A-D1XPP4,-0.0069422657316637,A-D1XPP4,2023-09-15
2023-09-18,A-D1XPP4,0.0281877080212052,A-D1XPP4,2023-09-18
2023-09-19,A-D1XPP4,-0.0025121190667737,A-D1XPP4,2023-09-19
2023-09-20,A-D1XPP4,0.0085306538282417,A-D1XPP4,2023-09-20
2023-09-21,A-D1XPP4,0.0040122831597029,A-D1XPP4,2023-09-21
2023-09-22,A-D1XPP4,-0.0342957258770578,A-D1XPP4,2023-09-22
2023-09-25,A-D1XPP4,0.0028640603588537,A-D1XPP4,2023-09-25
2023-09-26,A-D1XPP4,-0.0180884504277354,A-D1XPP4,2023-09-26
2023-09-27,A-D1XPP4,0.0174330255129342,A-D1XPP4,2023-09-27
2023-09-28,A-D1XPP4,-0.0070729092640912,A-D1XPP4,2023-09-28
2023-09-29,A-D1XPP4,-0.0206792324373893,A-D1XPP4,2023-09-29
2023-10-02,A-D1XPP4,-0.0200267326330615,A-D1XPP4,2023-10-02
2023-10-04,A-D1XPP4,0.0072640810278499,A-D1XPP4,2023-10-04
2023-10-05,a-d1xpp4,-0.0097541684639459,A-D1XPP4,2023-10-05
2023-10-06,A-D1XPP4,0.0034399448050613,A-D1XPP4,2023-10-06
2023-10-09,A-D1XPP4,0.0046204140509416,A-D1XPP4,2023-10-09
2023-10-10,a-d1xpp4,0.016366645506124,A-D1XPP4,2023-10-10
11-10-2023,A-D1XPP4,-0.045944216340764,A-D1XPP4,2023-11-10
2023-10-12,A-D1XPP4,0.0517292706036688,A-D1XPP4,2023-10-12
2023-10-13,A-D1XPP4,-0.0137428338264271,A-D1XPP4,2023-10-13
2023-10-16,A-D1XPP4,0.0059939261343556,A-D1XPP4,2023-10-16
2023-10-17,A-D1XPP4,-0.0032560931680006,A-D1XPP4,2023-10-17
2023-10-18,A-D1XPP4,-0.0256490935688072,A-D1XPP4,2023-10-18
2023-10-19,A-D1XPP4,0.0073416605429424,A-D1XPP4,2023-10-19
20-10-2023,a-d1xpp4,-0.0159085983514618,A-D1XPP4,2023-10-20
2023-10-23,A-D1XPP4,0.0163689017905647,A-D1XPP4,2023-10-23
2023-10-24,A-D1XPP4,-0.0042103732581019,A-D1XPP4,2023-10-24
2023-10-25,A-D1XPP4,0.0112220183924034,A-D1XPP4,2023-10-25
2023-10-27,A-D1XPP4,0.0045845438248579,A-D1XPP4,2023-10-27
2023-10-30,A-D1XPP4,-0.0229904792519397,A-D1XPP4,2023-10-30
2023-10-31,A-D1XPP4,0.0462318011269708,A-D1XPP4,2023-10-31
2023-11-01,A-D1XPP4,0.0498529077978157,A-D1XPP4,2023-11-01
2023-11-02,A-D1XPP4,0.0228520433550726,A-D1XPP4,2023-11-02
2023-11-03,A-D1XPP4 ,0.0073026572730857,A-D1XPP4,2023-11-03
2023-11-06,A-D1XPP4,-0.0047659109018185,A-D1XPP4,2023-11-06
2023-11-07,A-D1XPP4,0.0160149779248635,A-D1XPP4,2023-11-07
2023-11-08,A-D1XPP4,0.013555327915868,A-D1XPP4,2023-11-08
2023-11-09,A-D1XPP4,-0.0416402834378624,A-D1XPP4,2023-11-09
2023-11-10,A-D1XPP4,0.0402425517642064,A-D1XPP4,2023-11-10
2023-11-13,A-D1XPP4,0.0144108164336395,A-D1XPP4,2023-11-13
2023-11-14,A-D1XPP4,-0.0227442619884728,A-D1XPP4,2023-11-14
2023-11-15,A-D1XPP4,-0.0245883572801275,A-D1XPP4,2023-11-15
2023-11-16,A-D1XPP4,-0.0145746210248222,A-D1XPP4,2023-11-16
2023-11-17,A-D1XPP4,-0.0217362435113606,A-D1XPP4,2023-11-17
2023-11-20,A-D1XPP4,0.0116337100048997,A-D1XPP4,2023-11-20
2023-11-21,A-D1XPP4,-0.0112078312786639,A-D1XPP4,2023-11-21
2023-11-22,A-D1XPP4,0.0151877339399568,A-D1XPP4,2023-11-22
2023-11-23,A-D1XPP4,-0.014042745535844,A-D1XPP4,2023-11-23
24-11-2023,a-d1xpp4,-0.0347175733767223,A-D1XPP4,2023-11-24
2023-11-27,a-d1xpp4,0.0071039695758503,A-D1XPP4,2023-11-27
2023-11-28,A-D1XPP4,-0.0070938564862261,A-D1XPP4,2023-11-28
29-11-2023,A-D1XPP4,0.0207306749340506,A-D1XPP4,2023-11-29
2023-11-30,A-D1XPP4,-0.0155558467563526,A-D1XPP4,2023-11-30
2023-12-01,A-D1XPP4,0.0115231488494751,A-D1XPP4,2023-12-01
2023-12-04,A-D1XPP4,-0.04721514504885,A-D1XPP4,2023-12-04
2023-12-05,A-D1XPP4,-0.031294840260346,A-D1XPP4,2023-12-05
2023-12-06,A-D1XPP4,0.0286571016810847,A-D1XPP4,2023-12-06
2023-12-07,A-D1XPP4,0.0297199596827412,A-D1XPP4,2023-12-07
2023-12-08,A-D1XPP4,0.0026891622607681,A-D1XPP4,2023-12-08
2023-12-11,A-D1XPP4,-0.0204730645016408,A-D1XPP4,2023-12-11
2023-12-12,A-D1XPP4,-0.0236114163469967,A-D1XPP4,2023-12-12
2023-12-13,A-D1XPP4,0.0032779255500351,A-D1XPP4,2023-12-13
2023-12-14,A-D1XPP4,-0.0205122518313338,A-D1XPP4,2023-12-14
2023-12-15,A-D1XPP4,-0.0029938148890772,A-D1XPP4,2023-12-15
2023-12-18,A-D1XPP4,0.0126264326739594,A-D1XPP4,2023-12-18
2023-12-19,A-D1XPP4,-0.0099237856748418,A-D1XPP4,2023-12-19
2023-12-20,A-D1XPP4,-0.0134705029314346,A-D1XPP4,2023-12-20
2023-12-21,A-D1XPP4,0.0110477987945211,A-D1XPP4,2023-12-21
2023-12-22,A-D1XPP4,-0.0170737712010773,A-D1XPP4,2023-12-22
2023-12-25,A-D1XPP4,0.010323580549261,A-D1XPP4,2023-12-25
2023-12-26,A-D1XPP4,-0.0110170800917416,A-D1XPP4,2023-12-26
2023-12-27,A-D1XPP4,-0.0060072776117179,A-D1XPP4,2023-12-27
2023-12-28,A-D1XPP4,0.0247274086230408,A-D1XPP4,2023-12-28
2023-12-29,A-D1XPP4,-0.0039649496269307,A-D1XPP4,2023-12-29
2024-01-01,A-D1XPP4,0.0248568820607073,A-D1XPP4,2024-01-01
02-01-2024,A-D1XPP4,-0.0321181937531488,A-D1XPP4,2024-02-01
2024-01-03,A-D1XPP4,-0.0150434969296918,A-D1XPP4,2024-01-03
2024-01-04,A-D1XPP4,-0.0066567234493697,A-D1XPP4,2024-01-04
05-01-2024,A-D1XPP4,0.0560021046486913,A-D1XPP4,2024-05-01
08-01-2024,A-D1XPP4,-0.0561675550104291,A-D1XPP4,2024-08-01
2024-01-09,A-D1XPP4,0.0102542237751073,A-D1XPP4,2024-01-09
2024-01-10,A-D1XPP4,0.028769969863773,A-D1XPP4,2024-01-10
2024-01-11,A-D1XPP4,-0.0093196142780188,A-D1XPP4,2024-01-11
2024-01-12,A-D1XPP4,0.0051553687081489,A-D1XPP4,2024-01-12
2024-01-15,AD1XPP4,0.0095757441364997,A-D1XPP4,2024-01-15
16-01-2024,A-D1XPP4,0.0005327340653865,A-D1XPP4,2024-01-16
17-01-2024,A-D1XPP4,0.0447288379062015,A-D1XPP4,2024-01-17
2024-01-18,A-D1XPP4,0.015959382013597,A-D1XPP4,2024-01-18
2024-01-19,A-D1XPP4,0.0184293618704242,A-D1XPP4,2024-01-19
2024-01-22,A-D1XPP4,0.0074653921389916,A-D1XPP4,2024-01-22
2024-01-23,A-D1XPP4,-0.0295995997359177,A-D1XPP4,2024-01-23
2024-01-24,A-D1XPP4,0.0132070029356117,A-D1XPP4,2024-01-24
25-01-2024,A-D1XPP4,-0.0379884511212649,A-D1XPP4,2024-01-25
2024-01-26,A-D1XPP4,0.0154141786259845,A-D1XPP4,2024-01-26
2024-01-29,A-D1XPP4,-0.0103514162959822,A-D1XPP4,2024-01-29
2024-01-30,A-D1XPP4,-0.017135240841766,A-D1XPP4,2024-01-30
2024-01-31,A-D1XPP4,0.0143409261161308,A-D1XPP4,2024-01-31
2024-02-01,A-D1XPP4,-0.0190299418723154,A-D1XPP4,2024-02-01
2024-02-02,A-D1XPP4,0.0240671850034132,A-D1XPP4,2024-02-02
2024-02-05,A-D1XPP4,-0.0240205542104145,A-D1XPP4,2024-02-05
2024-02-06,A-D1XPP4,0.0270836239431399,A-D1XPP4,2024-02-06
2024-02-07,A-D1XPP4,-0.002995084059799,A-D1XPP4,2024-02-07
2024-02-08,A-D1XPP4,0.0190942079601436,A-D1XPP4,2024-02-08
2024-02-12,A-D1XPP4,0.0329483748351087,A-D1XPP4,2024-02-12
2024-02-13,A-D1XPP4,0.0069370098598969,A-D1XPP4,2024-02-13
2024-02-14,A-D1XPP4,-0.0308201934700789,A-D1XPP4,2024-02-14
2024-02-15,A-D1XPP4,-0.0016979879417684,A-D1XPP4,2024-02-15
2024-02-16,A-D1XPP4,-0.0050666580012874,A-D1XPP4,2024-02-16
2024-02-19,A-D1XPP4,0.0224311430638194,A-D1XPP4,2024-02-19
2024-02-20,A-D1XPP4,0.0268896302696865,A-D1XPP4,2024-02-20
2024-02-21,A-D1XPP4,-0.0133171785278638,A-D1XPP4,2024-02-21
22-02-2024,A-D1XPP4,-0.0001554348738903,A-D1XPP4,2024-02-22
2024-02-23,A-D1XPP4,0.0029176308446759,A-D1XPP4,2024-02-23
2024-02-26,A-D1XPP4,-0.0010791275441915,A-D1XPP4,2024-02-26
2024-02-27,A-D1XPP4,0.0215215893627563,A-D1XPP4,2024-02-27
2024-02-28,A-D1XPP4,0.0030957702201531,A-D1XPP4,2024-02-28
2024-02-29,A-D1XPP4,0.0203373574033047,A-D1XPP4,2024-02-29
2024-03-01,A-D1XPP4,0.0114396860605411,A-D1XPP4,2024-03-01
2024-03-04,A-D1XPP4,-0.0039086919105954,A-D1XPP4,2024-03-04
05-03-2024,A-D1XPP4,0.0066022849141936,A-D1XPP4,2024-05-03
06-03-2024,A-D1XPP4,0.0136364855768244,A-D1XPP4,2024-06-03
2024-03-07,A-D1XPP4,0.0248935111842568,A-D1XPP4,2024-03-07
2024-03-08,A-D1XPP4,0.0087298862380537,A-D1XPP4,2024-03-08
2024-03-11,A-D1XPP4,0.0232586951412079,A-D1XPP4,2024-03-11
2024-03-12,A-D1XPP4,0.0069866503882022,A-D1XPP4,2024-03-12
2024-03-14,A-D1XPP4,0.0380261689082023,A-D1XPP4,2024-03-14
2024-03-15,A-D1XPP4,0.0138932011371525,A-D1XPP4,2024-03-15
2024-03-18,A-D1XPP4,0.0043434234091319,A-D1XPP4,2024-03-18
19-03-2024,A-D1XPP4,0.0139877569010932,A-D1XPP4,2024-03-19
2024-03-20,A-D1XPP4,0.0010749740004989,A-D1XPP4,2024-03-20
2024-03-21,A-D1XPP4,-0.000988303646972,A-D1XPP4,2024-03-21
2024-03-22,A-D1XPP4,-0.0028867723443296,A-D1XPP4,2024-03-22
2024-03-25,A-D1XPP4,0.0135846597764224,A-D1XPP4,2024-03-25
2024-03-26,A-D1XPP4,0.000869554519307,A-D1XPP4,2024-03-26
2024-03-27,A-D1XPP4,-0.0118989421066607,A-D1XPP4,2024-03-27
28-03-2024,A-D1XPP4,0.0139803194281806,A-D1XPP4,2024-03-28
2024-03-29,A-D1XPP4,-0.0079561276465749,A-D1XPP4,2024-03-29
2024-04-01,A-D1XPP4,-0.0086742169690159,A-D1XPP4,2024-04-01
2024-04-02,A-D1XPP4,0.0401257360280065,A-D1XPP4,2024-04-02
2024-04-03,A-D1XPP4,0.0199413406460654,A-D1XPP4,2024-04-03
04-04-2024,A-D1XPP4,0.0069374631448254,A-D1XPP4,2024-04-04
2024-04-05,A-D1XPP4,0.0114290067749605,A-D1XPP4,2024-04-05
2024-04-08,A-D1XPP4,0.0280496328258063,A-D1XPP4,2024-04-08
2024-04-09,A-D1XPP4,0.024876534173861,A-D1XPP4,2024-04-09
2024-04-10,A-D1XPP4,0.0037973283968117,A-D1XPP4,2024-04-10
2024-04-11,A-D1XPP4 ,-0.0236872895335579,A-D1XPP4,2024-04-11
2024-04-12,A-D1XPP4,0.0479278197532678,A-D1XPP4,2024-04-12
2024-04-15,A-D1XPP4,0.0172878738295769,A-D1XPP4,2024-04-15
2024-04-16,A-D1XPP4,-0.014629244804609,A-D1XPP4,2024-04-16
2024-04-17,A-D1XPP4,-0.0192171535811778,A-D1XPP4,2024-04-17
2024-04-18,A-D1XPP4,6.100930362889882e-05,A-D1XPP4,2024-04-18
2024-04-19,A-D1XPP4,-0.006350326890392,A-D1XPP4,2024-04-19
2024-04-22,A-D1XPP4,0.0011690082691181,A-D1XPP4,2024-04-22
2024-04-23,A-D1XPP4,0.0365110196839838,A-D1XPP4,2024-04-23
24-04-2024,A-D1XPP4,-0.0282549731829801,A-D1XPP4,2024-04-24
2024-04-25,A-D1XPP4,-0.0278673112800915,A-D1XPP4,2024-04-25
2024-04-26,A-D1XPP4,0.0014799176013603,A-D1XPP4,2024-04-26
2024-04-29,A-D1XPP4,-0.0185661289839686,A-D1XPP4,2024-04-29
2024-04-30,A-D1XPP4,0.0071079512781258,A-D1XPP4,2024-04-30
01-05-2024,A-D1XPP4,-0.0307406825499212,A-D1XPP4,2024-01-05
