entity_code_clean,date_clean,default_event_clean
A-2NTLLF,2016-12-31,0.0
A-2NTLLF,2017-12-31,0.0
A-2NTLLF,2018-12-31,0.0
A-2NTLLF,2019-12-31,1.0
A-2NTLLF,2020-12-31,0.0
A-2NTLLF,2021-12-31,0.0
A-2NTLLF,2022-12-31,0.0
A-2NTLLF,2023-12-31,0.0
A-2NTLLF,2024-12-31,0.0
A-2NTLLF,2025-12-31,0.0
A-5CRVMF,2006-12-31,0.0
A-5CRVMF,2007-12-31,0.0
A-5CRVMF,2008-12-31,0.0
A-5CRVMF,2009-12-31,0.0
A-5CRVMF,2010-12-31,0.0
A-5CRVMF,2011-12-31,0.0
A-5CRVMF,2012-12-31,0.0
A-5CRVMF,2013-12-31,0.0
A-5CRVMF,2014-12-31,0.0
A-5CRVMF,2015-12-31,0.0
A-5CRVMF,2016-12-31,0.0
A-5CRVMF,2017-12-31,0.0
A-5CRVMF,2018-12-31,0.0
A-5CRVMF,2019-12-31,0.0
A-5CRVMF,2020-12-31,0.0
A-5CRVMF,2021-12-31,0.0
A-5CRVMF,2022-12-31,0.0
A-5CRVMF,2023-12-31,0.0
A-5CRVMF,2024-12-31,0.0
A-5CRVMF,2025-12-31,0.0
A-6IIIXU,2006-12-31,0.0
A-6IIIXU,2007-12-31,0.0
A-6IIIXU,2008-12-31,0.0
A-6IIIXU,2009-12-31,0.0
A-6IIIXU,2010-12-31,0.0
A-6IIIXU,2011-12-31,0.0
A-6IIIXU,2012-12-31,0.0
A-6IIIXU,2013-12-31,0.0
A-6IIIXU,2014-12-31,0.0
A-6IIIXU,2015-12-31,0.0
A-6IIIXU,2016-12-31,0.0
A-6IIIXU,2017-12-31,0.0
A-6IIIXU,2018-12-31,0.0
A-6IIIXU,2019-12-31,0.0
A-6IIIXU,2020-12-31,0.0
A-6IIIXU,2021-12-31,0.0
A-6IIIXU,2022-12-31,0.0
A-6IIIXU,2023-12-31,0.0
A-6IIIXU,2024-12-31,0.0
A-6IIIXU,2025-12-31,0.0
A-7PF3WZ,2006-12-31,0.0
A-7PF3WZ,2007-12-31,0.0
A-7PF3WZ,2008-12-31,0.0
A-7PF3WZ,2009-12-31,0.0
A-7PF3WZ,2010-12-31,0.0
A-7PF3WZ,2011-12-31,0.0
A-7PF3WZ,2012-12-31,0.0
A-7PF3WZ,2013-12-31,0.0
A-7PF3WZ,2014-12-31,0.0
A-7PF3WZ,2015-12-31,0.0
A-7PF3WZ,2016-12-31,0.0
A-7PF3WZ,2017-12-31,0.0
A-7PF3WZ,2018-12-31,0.0
A-7PF3WZ,2019-12-31,0.0
A-7PF3WZ,2020-12-31,0.0
A-7PF3WZ,2021-12-31,0.0
A-7PF3WZ,2022-12-31,0.0
A-7PF3WZ,2023-12-31,0.0
A-7PF3WZ,2024-12-31,0.0
A-7PF3WZ,2025-12-31,0.0
A-7Y1UPH,2006-12-31,0.0
A-7Y1UPH,2007-12-31,0.0
A-7Y1UPH,2008-12-31,0.0
A-7Y1UPH,2009-12-31,0.0
A-7Y1UPH,2010-12-31,0.0
A-7Y1UPH,2011-12-31,0.0
A-7Y1UPH,2012-12-31,0.0
A-7Y1UPH,2013-12-31,0.0
A-7Y1UPH,2014-12-31,0.0
A-7Y1UPH,2015-12-31,0.0
A-7Y1UPH,2016-12-31,0.0
A-7Y1UPH,2017-12-31,0.0
A-7Y1UPH,2018-12-31,0.0
A-7Y1UPH,2019-12-31,0.0
A-7Y1UPH,2020-12-31,0.0
A-7Y1UPH,2021-12-31,0.0
A-7Y1UPH,2022-12-31,0.0
A-7Y1UPH,2023-12-31,0.0
A-7Y1UPH,2024-12-31,0.0
A-7Y1UPH,2025-12-31,0.0
A-84RXH2,2006-12-31,0.0
A-84RXH2,2007-12-31,0.0
A-84RXH2,2008-12-31,0.0
A-84RXH2,2009-12-31,0.0
A-84RXH2,2010-12-31,0.0
A-84RXH2,2011-12-31,0.0
A-84RXH2,2012-12-31,0.0
A-84RXH2,2013-12-31,0.0
A-84RXH2,2014-12-31,0.0
A-84RXH2,2015-12-31,0.0
A-84RXH2,2016-12-31,0.0
A-84RXH2,2017-12-31,0.0
A-84RXH2,2018-12-31,0.0
A-84RXH2,2019-12-31,0.0
A-84RXH2,2020-12-31,0.0
A-84RXH2,2021-12-31,0.0
A-84RXH2,2022-12-31,0.0
A-84RXH2,2023-12-31,0.0
A-84RXH2,2024-12-31,0.0
A-84RXH2,2025-12-31,0.0
A-89F6D0,2006-12-31,0.0
A-89F6D0,2007-12-31,0.0
A-89F6D0,2008-12-31,0.0
A-89F6D0,2009-12-31,0.0
A-89F6D0,2010-12-31,0.0
A-89F6D0,2011-12-31,1.0
A-89F6D0,2012-12-31,0.0
A-89F6D0,2013-12-31,0.0
A-89F6D0,2014-12-31,0.0
A-89F6D0,2015-12-31,0.0
A-89F6D0,2016-12-31,0.0
A-89F6D0,2017-12-31,0.0
A-89F6D0,2018-12-31,0.0
A-89F6D0,2019-12-31,0.0
A-89F6D0,2020-12-31,0.0
A-89F6D0,2021-12-31,0.0
A-89F6D0,2022-12-31,0.0
A-89F6D0,2023-12-31,0.0
A-89F6D0,2024-12-31,0.0
A-89F6D0,2025-12-31,0.0
A-94BI3C,2006-12-31,0.0
A-94BI3C,2007-12-31,1.0
A-94BI3C,2008-12-31,0.0
A-94BI3C,2009-12-31,0.0
A-94BI3C,2010-12-31,0.0
A-94BI3C,2011-12-31,0.0
A-94BI3C,2012-12-31,0.0
A-94BI3C,2013-12-31,0.0
A-94BI3C,2014-12-31,0.0
A-94BI3C,2015-12-31,0.0
A-94BI3C,2016-12-31,0.0
A-94BI3C,2017-12-31,0.0
A-94BI3C,2018-12-31,0.0
A-94BI3C,2019-12-31,0.0
A-94BI3C,2020-12-31,0.0
A-94BI3C,2021-12-31,0.0
A-94BI3C,2022-12-31,0.0
A-94BI3C,2023-12-31,0.0
A-94BI3C,2024-12-31,0.0
A-94BI3C,2025-12-31,0.0
A-9XOOP3,2006-12-31,0.0
A-9XOOP3,2007-12-31,0.0
A-9XOOP3,2008-12-31,0.0
A-9XOOP3,2009-12-31,1.0
A-9XOOP3,2010-12-31,0.0
A-9XOOP3,2011-12-31,0.0
A-9XOOP3,2012-12-31,0.0
A-9XOOP3,2013-12-31,0.0
A-9XOOP3,2014-12-31,0.0
A-9XOOP3,2015-12-31,0.0
A-9XOOP3,2016-12-31,0.0
A-9XOOP3,2017-12-31,0.0
A-9XOOP3,2018-12-31,0.0
A-9XOOP3,2019-12-31,0.0
A-9XOOP3,2020-12-31,0.0
A-9XOOP3,2021-12-31,0.0
A-9XOOP3,2022-12-31,0.0
A-9XOOP3,2023-12-31,0.0
A-9XOOP3,2024-12-31,0.0
A-9XOOP3,2025-12-31,0.0
A-C36F0G,2006-12-31,0.0
A-C36F0G,2007-12-31,0.0
A-C36F0G,2008-12-31,0.0
A-C36F0G,2009-12-31,0.0
A-C36F0G,2010-12-31,0.0
A-C36F0G,2011-12-31,0.0
A-C36F0G,2012-12-31,0.0
A-C36F0G,2013-12-31,0.0
A-C36F0G,2014-12-31,1.0
A-C36F0G,2015-12-31,0.0
A-C36F0G,2016-12-31,0.0
A-C36F0G,2017-12-31,0.0
A-C36F0G,2018-12-31,0.0
A-C36F0G,2019-12-31,0.0
A-C36F0G,2020-12-31,0.0
A-C36F0G,2021-12-31,0.0
A-C36F0G,2022-12-31,0.0
A-C36F0G,2023-12-31,0.0
A-C36F0G,2024-12-31,0.0
A-C36F0G,2025-12-31,0.0
A-D1XPP4,2006-12-31,0.0
A-D1XPP4,2007-12-31,0.0
A-D1XPP4,2008-12-31,0.0
A-D1XPP4,2009-12-31,0.0
A-D1XPP4,2010-12-31,0.0
A-D1XPP4,2011-12-31,0.0
A-D1XPP4,2012-12-31,0.0
A-D1XPP4,2013-12-31,0.0
A-D1XPP4,2014-12-31,0.0
A-D1XPP4,2015-12-31,0.0
A-D1XPP4,2016-12-31,0.0
A-D1XPP4,2017-12-31,0.0
A-D1XPP4,2018-12-31,0.0
A-D1XPP4,2019-12-31,0.0
A-D1XPP4,2020-12-31,0.0
A-D1XPP4,2021-12-31,0.0
A-D1XPP4,2022-12-31,0.0
A-D1XPP4,2023-12-31,0.0
A-D1XPP4,2024-12-31,0.0
A-D1XPP4,2025-12-31,0.0
A-DT5C43,2006-12-31,0.0
A-DT5C43,2007-12-31,0.0
A-DT5C43,2008-12-31,0.0
A-DT5C43,2009-12-31,0.0
A-DT5C43,2010-12-31,0.0
A-DT5C43,2011-12-31,0.0
A-DT5C43,2012-12-31,0.0
A-DT5C43,2013-12-31,0.0
A-DT5C43,2014-12-31,0.0
A-DT5C43,2015-12-31,0.0
A-DT5C43,2016-12-31,0.0
A-DT5C43,2017-12-31,0.0
A-DT5C43,2018-12-31,0.0
A-DT5C43,2019-12-31,0.0
A-DT5C43,2020-12-31,0.0
A-DT5C43,2021-12-31,0.0
A-DT5C43,2022-12-31,0.0
A-DT5C43,2023-12-31,0.0
A-DT5C43,2024-12-31,0.0
A-DT5C43,2025-12-31,0.0
A-EX85JQ,2006-12-31,0.0
A-EX85JQ,2007-12-31,0.0
A-EX85JQ,2008-12-31,0.0
A-EX85JQ,2009-12-31,0.0
A-EX85JQ,2010-12-31,0.0
A-EX85JQ,2011-12-31,0.0
A-EX85JQ,2012-12-31,0.0
A-EX85JQ,2013-12-31,0.0
A-EX85JQ,2014-12-31,0.0
A-EX85JQ,2015-12-31,0.0
A-EX85JQ,2016-12-31,0.0
A-EX85JQ,2017-12-31,0.0
A-EX85JQ,2018-12-31,0.0
A-EX85JQ,2019-12-31,0.0
A-EX85JQ,2020-12-31,0.0
A-EX85JQ,2021-12-31,0.0
A-EX85JQ,2022-12-31,0.0
A-EX85JQ,2023-12-31,0.0
A-EX85JQ,2024-12-31,0.0
A-EX85JQ,2025-12-31,0.0
A-F8PRQ2,2006-12-31,0.0
A-F8PRQ2,2007-12-31,0.0
A-F8PRQ2,2008-12-31,0.0
A-F8PRQ2,2009-12-31,0.0
A-F8PRQ2,2010-12-31,0.0
A-F8PRQ2,2011-12-31,0.0
A-F8PRQ2,2012-12-31,0.0
A-F8PRQ2,2013-12-31,0.0
A-F8PRQ2,2014-12-31,1.0
A-F8PRQ2,2015-12-31,0.0
A-F8PRQ2,2016-12-31,0.0
A-F8PRQ2,2017-12-31,0.0
A-F8PRQ2,2018-12-31,0.0
A-F8PRQ2,2019-12-31,0.0
A-F8PRQ2,2020-12-31,0.0
A-F8PRQ2,2021-12-31,0.0
A-F8PRQ2,2022-12-31,0.0
A-F8PRQ2,2023-12-31,0.0
A-F8PRQ2,2024-12-31,0.0
A-F8PRQ2,2025-12-31,0.0
A-FKUFQE,2006-12-31,0.0
A-FKUFQE,2007-12-31,0.0
A-FKUFQE,2008-12-31,0.0
A-FKUFQE,2009-12-31,0.0
A-FKUFQE,2010-12-31,0.0
A-FKUFQE,2011-12-31,0.0
A-FKUFQE,2012-12-31,0.0
A-FKUFQE,2013-12-31,0.0
A-FKUFQE,2014-12-31,0.0
A-FKUFQE,2015-12-31,0.0
A-FKUFQE,2016-12-31,0.0
A-FKUFQE,2017-12-31,0.0
A-FKUFQE,2018-12-31,0.0
A-FKUFQE,2019-12-31,0.0
A-FKUFQE,2020-12-31,0.0
A-FKUFQE,2021-12-31,0.0
A-FKUFQE,2022-12-31,0.0
A-FKUFQE,2023-12-31,0.0
A-FKUFQE,2024-12-31,0.0
A-FKUFQE,2025-12-31,0.0
A-FVDXWD,2006-12-31,0.0
A-FVDXWD,2007-12-31,0.0
A-FVDXWD,2008-12-31,0.0
A-FVDXWD,2009-12-31,0.0
A-FVDXWD,2010-12-31,0.0
A-FVDXWD,2011-12-31,0.0
A-FVDXWD,2012-12-31,0.0
A-FVDXWD,2013-12-31,0.0
A-FVDXWD,2014-12-31,0.0
A-FVDXWD,2015-12-31,0.0
A-FVDXWD,2016-12-31,0.0
A-FVDXWD,2017-12-31,0.0
A-FVDXWD,2018-12-31,0.0
A-FVDXWD,2019-12-31,0.0
A-FVDXWD,2020-12-31,0.0
A-FVDXWD,2021-12-31,0.0
A-FVDXWD,2022-12-31,0.0
A-FVDXWD,2023-12-31,0.0
A-FVDXWD,2024-12-31,0.0
A-FVDXWD,2025-12-31,0.0
A-G702PQ,2006-12-31,0.0
A-G702PQ,2007-12-31,0.0
A-G702PQ,2008-12-31,0.0
A-G702PQ,2009-12-31,0.0
A-G702PQ,2010-12-31,0.0
A-G702PQ,2011-12-31,1.0
A-G702PQ,2012-12-31,0.0
A-G702PQ,2013-12-31,0.0
A-G702PQ,2014-12-31,0.0
A-G702PQ,2015-12-31,0.0
A-G702PQ,2016-12-31,0.0
A-G702PQ,2017-12-31,0.0
A-G702PQ,2018-12-31,0.0
A-G702PQ,2019-12-31,0.0
A-G702PQ,2020-12-31,0.0
A-G702PQ,2021-12-31,0.0
A-G702PQ,2022-12-31,0.0
A-G702PQ,2023-12-31,0.0
A-G702PQ,2024-12-31,0.0
A-G702PQ,2025-12-31,0.0
A-GT87M2,2006-12-31,0.0
A-GT87M2,2007-12-31,0.0
A-GT87M2,2008-12-31,0.0
A-GT87M2,2009-12-31,0.0
A-GT87M2,2010-12-31,0.0
A-GT87M2,2011-12-31,0.0
A-GT87M2,2012-12-31,0.0
A-GT87M2,2013-12-31,0.0
A-GT87M2,2014-12-31,0.0
A-GT87M2,2015-12-31,0.0
A-GT87M2,2016-12-31,0.0
A-GT87M2,2017-12-31,0.0
A-GT87M2,2018-12-31,0.0
A-GT87M2,2019-12-31,0.0
A-GT87M2,2020-12-31,0.0
A-GT87M2,2021-12-31,0.0
A-GT87M2,2022-12-31,0.0
A-GT87M2,2023-12-31,0.0
A-GT87M2,2024-12-31,0.0
A-GT87M2,2025-12-31,0.0
A-H8WKWS,2006-12-31,0.0
A-H8WKWS,2007-12-31,0.0
A-H8WKWS,2008-12-31,0.0
A-H8WKWS,2009-12-31,0.0
A-H8WKWS,2010-12-31,0.0
A-H8WKWS,2011-12-31,0.0
A-H8WKWS,2012-12-31,0.0
A-H8WKWS,2013-12-31,0.0
A-H8WKWS,2014-12-31,0.0
A-H8WKWS,2015-12-31,0.0
A-H8WKWS,2016-12-31,0.0
A-H8WKWS,2017-12-31,0.0
A-H8WKWS,2018-12-31,0.0
A-H8WKWS,2019-12-31,0.0
A-H8WKWS,2020-12-31,0.0
A-H8WKWS,2021-12-31,0.0
A-H8WKWS,2022-12-31,0.0
A-H8WKWS,2023-12-31,0.0
A-H8WKWS,2024-12-31,0.0
A-H8WKWS,2025-12-31,0.0
A-IJCFPR,2006-12-31,0.0
A-IJCFPR,2007-12-31,0.0
A-IJCFPR,2008-12-31,0.0
A-IJCFPR,2009-12-31,0.0
A-IJCFPR,2010-12-31,0.0
A-IJCFPR,2011-12-31,0.0
A-IJCFPR,2012-12-31,0.0
A-IJCFPR,2013-12-31,0.0
A-IJCFPR,2014-12-31,0.0
A-IJCFPR,2015-12-31,0.0
A-IJCFPR,2016-12-31,0.0
A-IJCFPR,2017-12-31,0.0
A-IJCFPR,2018-12-31,0.0
A-IJCFPR,2019-12-31,0.0
A-IJCFPR,2020-12-31,0.0
A-IJCFPR,2021-12-31,0.0
A-IJCFPR,2022-12-31,0.0
A-IJCFPR,2023-12-31,0.0
A-IJCFPR,2024-12-31,0.0
A-IJCFPR,2025-12-31,0.0
A-IYWF3H,2006-12-31,0.0
A-IYWF3H,2007-12-31,0.0
A-IYWF3H,2008-12-31,0.0
A-IYWF3H,2009-12-31,0.0
A-IYWF3H,2010-12-31,0.0
A-IYWF3H,2011-12-31,0.0
A-IYWF3H,2012-12-31,0.0
A-IYWF3H,2013-12-31,0.0
A-IYWF3H,2014-12-31,0.0
A-IYWF3H,2015-12-31,0.0
A-IYWF3H,2016-12-31,0.0
A-IYWF3H,2017-12-31,0.0
A-IYWF3H,2018-12-31,0.0
A-IYWF3H,2019-12-31,0.0
A-IYWF3H,2020-12-31,0.0
A-IYWF3H,2021-12-31,0.0
A-IYWF3H,2022-12-31,0.0
A-IYWF3H,2023-12-31,0.0
A-IYWF3H,2024-12-31,0.0
A-IYWF3H,2025-12-31,0.0
A-J2JZ2Q,2006-12-31,0.0
A-J2JZ2Q,2007-12-31,0.0
A-J2JZ2Q,2008-12-31,0.0
A-J2JZ2Q,2009-12-31,0.0
A-J2JZ2Q,2010-12-31,0.0
A-J2JZ2Q,2011-12-31,0.0
A-J2JZ2Q,2012-12-31,0.0
A-J2JZ2Q,2013-12-31,0.0
A-J2JZ2Q,2014-12-31,0.0
A-J2JZ2Q,2015-12-31,0.0
A-J2JZ2Q,2016-12-31,0.0
A-J2JZ2Q,2017-12-31,0.0
A-J2JZ2Q,2018-12-31,0.0
A-J2JZ2Q,2019-12-31,0.0
A-J2JZ2Q,2020-12-31,0.0
A-J2JZ2Q,2021-12-31,0.0
A-J2JZ2Q,2022-12-31,0.0
A-J2JZ2Q,2023-12-31,0.0
A-J2JZ2Q,2024-12-31,0.0
A-J2JZ2Q,2025-12-31,0.0
A-MXON5D,2006-12-31,0.0
A-MXON5D,2007-12-31,0.0
A-MXON5D,2008-12-31,0.0
A-MXON5D,2009-12-31,0.0
A-MXON5D,2010-12-31,0.0
A-MXON5D,2011-12-31,0.0
A-MXON5D,2012-12-31,0.0
A-MXON5D,2013-12-31,0.0
A-MXON5D,2014-12-31,0.0
A-MXON5D,2015-12-31,0.0
A-MXON5D,2016-12-31,0.0
A-MXON5D,2017-12-31,0.0
A-MXON5D,2018-12-31,0.0
A-MXON5D,2019-12-31,0.0
A-MXON5D,2020-12-31,0.0
A-MXON5D,2021-12-31,0.0
A-MXON5D,2022-12-31,0.0
A-MXON5D,2023-12-31,0.0
A-MXON5D,2024-12-31,0.0
A-MXON5D,2025-12-31,0.0
A-O7YD44,2006-12-31,1.0
A-O7YD44,2007-12-31,0.0
A-O7YD44,2008-12-31,0.0
A-O7YD44,2009-12-31,0.0
A-O7YD44,2010-12-31,0.0
A-O7YD44,2011-12-31,0.0
A-O7YD44,2012-12-31,0.0
A-O7YD44,2013-12-31,0.0
A-O7YD44,2014-12-31,0.0
A-O7YD44,2015-12-31,0.0
A-O7YD44,2016-12-31,0.0
A-O7YD44,2017-12-31,0.0
A-O7YD44,2018-12-31,0.0
A-O7YD44,2019-12-31,1.0
A-O7YD44,2020-12-31,0.0
A-O7YD44,2021-12-31,0.0
A-O7YD44,2022-12-31,0.0
A-O7YD44,2023-12-31,0.0
A-O7YD44,2024-12-31,0.0
A-O7YD44,2025-12-31,0.0
A-OL6NCQ,2006-12-31,0.0
A-OL6NCQ,2007-12-31,0.0
A-OL6NCQ,2008-12-31,0.0
A-OL6NCQ,2009-12-31,0.0
A-OL6NCQ,2010-12-31,0.0
A-OL6NCQ,2011-12-31,0.0
A-OL6NCQ,2012-12-31,0.0
A-OL6NCQ,2013-12-31,0.0
A-OL6NCQ,2014-12-31,0.0
A-OL6NCQ,2015-12-31,0.0
A-OL6NCQ,2016-12-31,0.0
A-OL6NCQ,2017-12-31,0.0
A-OL6NCQ,2018-12-31,0.0
A-OL6NCQ,2019-12-31,0.0
A-OL6NCQ,2020-12-31,0.0
A-OL6NCQ,2021-12-31,0.0
A-OL6NCQ,2022-12-31,0.0
A-OL6NCQ,2023-12-31,0.0
A-OL6NCQ,2024-12-31,0.0
A-OL6NCQ,2025-12-31,0.0
A-PEJ45W,2006-12-31,0.0
A-PEJ45W,2007-12-31,0.0
A-PEJ45W,2008-12-31,0.0
A-PEJ45W,2009-12-31,0.0
A-PEJ45W,2010-12-31,0.0
A-PEJ45W,2011-12-31,1.0
A-PEJ45W,2012-12-31,0.0
A-PEJ45W,2013-12-31,0.0
A-PEJ45W,2014-12-31,0.0
A-PEJ45W,2015-12-31,0.0
A-PEJ45W,2016-12-31,0.0
A-PEJ45W,2017-12-31,0.0
A-PEJ45W,2018-12-31,0.0
A-PEJ45W,2019-12-31,0.0
A-PEJ45W,2020-12-31,0.0
A-PEJ45W,2021-12-31,0.0
A-PEJ45W,2022-12-31,0.0
A-PEJ45W,2023-12-31,0.0
A-PEJ45W,2024-12-31,0.0
A-PEJ45W,2025-12-31,0.0
A-PNGYIK,2006-12-31,0.0
A-PNGYIK,2007-12-31,0.0
A-PNGYIK,2008-12-31,0.0
A-PNGYIK,2009-12-31,0.0
A-PNGYIK,2010-12-31,0.0
A-PNGYIK,2011-12-31,0.0
A-PNGYIK,2012-12-31,0.0
A-PNGYIK,2013-12-31,0.0
A-PNGYIK,2014-12-31,0.0
A-PNGYIK,2015-12-31,0.0
A-PNGYIK,2016-12-31,0.0
A-PNGYIK,2017-12-31,0.0
A-PNGYIK,2018-12-31,0.0
A-PNGYIK,2019-12-31,0.0
A-PNGYIK,2020-12-31,0.0
A-PNGYIK,2021-12-31,0.0
A-PNGYIK,2022-12-31,0.0
A-PNGYIK,2023-12-31,0.0
A-PNGYIK,2024-12-31,0.0
A-PNGYIK,2025-12-31,0.0
A-QIMT1V,2006-12-31,0.0
A-QIMT1V,2007-12-31,0.0
A-QIMT1V,2008-12-31,0.0
A-QIMT1V,2009-12-31,0.0
A-QIMT1V,2010-12-31,0.0
A-QIMT1V,2011-12-31,0.0
A-QIMT1V,2012-12-31,0.0
A-QIMT1V,2013-12-31,0.0
A-QIMT1V,2014-12-31,0.0
A-QIMT1V,2015-12-31,0.0
A-QIMT1V,2016-12-31,0.0
A-QIMT1V,2017-12-31,0.0
A-QIMT1V,2018-12-31,0.0
A-QIMT1V,2019-12-31,0.0
A-QIMT1V,2020-12-31,0.0
A-QIMT1V,2021-12-31,0.0
A-QIMT1V,2022-12-31,0.0
A-QIMT1V,2023-12-31,0.0
A-QIMT1V,2024-12-31,0.0
A-QIMT1V,2025-12-31,0.0
A-RAVTFW,2006-12-31,0.0
A-RAVTFW,2007-12-31,0.0
A-RAVTFW,2008-12-31,0.0
A-RAVTFW,2009-12-31,0.0
A-RAVTFW,2010-12-31,0.0
A-RAVTFW,2011-12-31,0.0
A-RAVTFW,2012-12-31,0.0
A-RAVTFW,2013-12-31,0.0
A-RAVTFW,2014-12-31,0.0
A-RAVTFW,2015-12-31,0.0
A-RAVTFW,2016-12-31,0.0
A-RAVTFW,2017-12-31,0.0
A-RAVTFW,2018-12-31,0.0
A-RAVTFW,2019-12-31,0.0
A-RAVTFW,2020-12-31,0.0
A-RAVTFW,2021-12-31,0.0
A-RAVTFW,2022-12-31,0.0
A-RAVTFW,2023-12-31,0.0
A-RAVTFW,2024-12-31,0.0
A-RAVTFW,2025-12-31,0.0
A-RSPF7A,2006-12-31,0.0
A-RSPF7A,2007-12-31,0.0
A-RSPF7A,2008-12-31,0.0
A-RSPF7A,2009-12-31,0.0
A-RSPF7A,2010-12-31,0.0
A-RSPF7A,2011-12-31,0.0
A-RSPF7A,2012-12-31,0.0
A-RSPF7A,2013-12-31,0.0
A-RSPF7A,2014-12-31,0.0
A-RSPF7A,2015-12-31,1.0
A-RSPF7A,2016-12-31,0.0
A-RSPF7A,2017-12-31,0.0
A-RSPF7A,2018-12-31,0.0
A-RSPF7A,2019-12-31,0.0
A-RSPF7A,2020-12-31,0.0
A-RSPF7A,2021-12-31,0.0
A-RSPF7A,2022-12-31,0.0
A-RSPF7A,2023-12-31,0.0
A-RSPF7A,2024-12-31,0.0
A-RSPF7A,2025-12-31,0.0
A-RX0P71,2006-12-31,0.0
A-RX0P71,2007-12-31,0.0
A-RX0P71,2008-12-31,0.0
A-RX0P71,2009-12-31,0.0
A-RX0P71,2010-12-31,0.0
A-RX0P71,2011-12-31,0.0
A-RX0P71,2012-12-31,0.0
A-RX0P71,2013-12-31,0.0
A-RX0P71,2014-12-31,0.0
A-RX0P71,2015-12-31,0.0
A-RX0P71,2016-12-31,0.0
A-RX0P71,2017-12-31,0.0
A-RX0P71,2018-12-31,0.0
A-RX0P71,2019-12-31,0.0
A-RX0P71,2020-12-31,0.0
A-RX0P71,2021-12-31,0.0
A-RX0P71,2022-12-31,0.0
A-RX0P71,2023-12-31,0.0
A-RX0P71,2024-12-31,0.0
A-RX0P71,2025-12-31,0.0
A-SE4QSN,2006-12-31,0.0
A-SE4QSN,2007-12-31,0.0
A-SE4QSN,2008-12-31,0.0
A-SE4QSN,2009-12-31,0.0
A-SE4QSN,2010-12-31,0.0
A-SE4QSN,2011-12-31,0.0
A-SE4QSN,2012-12-31,0.0
A-SE4QSN,2013-12-31,0.0
A-SE4QSN,2014-12-31,0.0
A-SE4QSN,2015-12-31,0.0
A-SE4QSN,2016-12-31,0.0
A-SE4QSN,2017-12-31,0.0
A-SE4QSN,2018-12-31,0.0
A-SE4QSN,2019-12-31,0.0
A-SE4QSN,2020-12-31,0.0
A-SE4QSN,2021-12-31,0.0
A-SE4QSN,2022-12-31,0.0
A-SE4QSN,2023-12-31,0.0
A-SE4QSN,2024-12-31,0.0
A-SE4QSN,2025-12-31,0.0
A-SY2O3L,2006-12-31,0.0
A-SY2O3L,2007-12-31,0.0
A-SY2O3L,2008-12-31,0.0
A-SY2O3L,2009-12-31,0.0
A-SY2O3L,2010-12-31,0.0
