date,entity_code,stock_return,entity_name,industry,region,lgd,base_pd_hint,size_bucket,analyst_note,region_note,irrelevant_score,industry_return,EAD,booking_date,internal_comment
2025-11-06,B-0T5M74,0.0321655405591406,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.0261796770562837,34784899.20182575,2025-10-01,check formatting
2025-11-07,B-0T5M74,0.0082964332402632,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,-0.0026152260671159,34784899.20182575,2025-10-01,check formatting
2025-11-10,B-0T5M74,-0.000958294773249,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,-0.0099451696321556,34784899.20182575,2025-10-01,check formatting
2025-11-11,B-0T5M74,0.0118009615587316,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.0071147820767182,34784899.20182575,2025-10-01,check formatting
2025-12-01,B-0T5M74,-0.0104528174288097,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.0032907517570993,34784899.20182575,2025-10-01,check formatting
2025-12-02,B-0T5M74,-0.0227198430879604,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,,34784899.20182575,2025-10-01,check formatting
2025-12-03,B-0T5M74,0.0100441988484992,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,-0.0108077946280547,34784899.20182575,2025-10-01,check formatting
2025-12-04,B-0T5M74,0.0297428266781558,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.0224254442272963,34784899.20182575,2025-10-01,check formatting
2025-12-05,B-0T5M74,-0.0313908170018943,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.0141371876711961,34784899.20182575,2025-10-01,check formatting
2025-12-08,B-0T5M74,0.0360643480305966,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.004564055137615,34784899.20182575,2025-10-01,check formatting
2025-12-09,B-0T5M74,-0.0035731276985611,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,,34784899.20182575,2025-10-01,check formatting
2025-12-10,B-0T5M74,0.0183557259507003,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.0187045985583545,34784899.20182575,2025-10-01,check formatting
2025-12-11,B-0T5M74,-0.0028801435339272,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,-0.0061635450064645,34784899.20182575,2025-10-01,check formatting
2025-12-12,B-0T5M74,-0.0103197870328865,Company_B_21,B,Asia,0.5296418000808659,0.0492455131191174,Mid,stable,satellite,91,0.0093768957427672,34784899.20182575,2025-10-01,check formatting
2025-11-03,B-4Z0VCO,-0.0022728226357547,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,-0.0005455947933683,9490264.047889208,2025-10-22,check formatting
2025-11-04,B-4Z0VCO,-0.0363389964018361,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,-0.0227663271628853,9490264.047889208,2025-10-22,check formatting
2025-11-05,B-4Z0VCO,0.0024668103700549,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0329021640544153,9490264.047889208,2025-10-22,check formatting
2025-11-06,B-4Z0VCO,-0.0037621434228569,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0261796770562837,9490264.047889208,2025-10-22,check formatting
2025-11-07,B-4Z0VCO,0.0263466690991594,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,-0.0026152260671159,9490264.047889208,2025-10-22,check formatting
2025-11-10,B-4Z0VCO,-0.0034659123045842,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,-0.0099451696321556,9490264.047889208,2025-10-22,check formatting
2025-11-11,B-4Z0VCO,-0.0330276672259668,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0071147820767182,9490264.047889208,2025-10-22,check formatting
2025-11-12,B-4Z0VCO,-0.0414203320028164,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,-0.0288607520326152,9490264.047889208,2025-10-22,check formatting
2025-12-01,B-4Z0VCO,-0.0081611050899788,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0032907517570993,9490264.047889208,2025-10-22,check formatting
2025-12-02,B-4Z0VCO,-0.0083624733460592,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,,9490264.047889208,2025-10-22,check formatting
2025-12-04,B-4Z0VCO,0.024609862356868,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0224254442272963,9490264.047889208,2025-10-22,check formatting
2025-12-05,B-4Z0VCO,0.0012091742254761,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0141371876711961,9490264.047889208,2025-10-22,check formatting
2025-12-08,B-4Z0VCO,,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.004564055137615,9490264.047889208,2025-10-22,check formatting
2025-12-09,B-4Z0VCO,0.0251702284324564,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,,9490264.047889208,2025-10-22,check formatting
2025-12-10,B-4Z0VCO,0.0193459768587223,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0187045985583545,9490264.047889208,2025-10-22,check formatting
2025-12-11,B-4Z0VCO,0.0034626716422154,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,-0.0061635450064645,9490264.047889208,2025-10-22,check formatting
2025-12-12,B-4Z0VCO,-0.0042710434590585,Company_B_34,B,Asia,0.6847825012956046,0.0337807908633653,Mid,,core,16,0.0093768957427672,9490264.047889208,2025-10-22,check formatting
2025-09-03,B-5BIIQF,-0.0391111586776815,Company_B_02,B,South America,,,Mid,,,13,-0.0130870635919819,12968140.137972496,2025-09-03,legacy
2025-09-04,B-5BIIQF,0.0424926359233442,Company_B_02,B,South America,,,Mid,,,13,0.0003558120086072,12968140.137972496,2025-09-03,legacy
2025-09-05,B-5BIIQF,0.011017314464425,Company_B_02,B,South America,,,Mid,,,13,-0.0087005818517411,12968140.137972496,2025-09-03,legacy
2025-09-08,B-5BIIQF,-0.0039637686814591,Company_B_02,B,South America,,,Mid,,,13,0.0023920822452534,12968140.137972496,2025-09-03,legacy
2025-09-09,B-5BIIQF,-0.0115983842910262,Company_B_02,B,South America,,,Mid,,,13,-0.0026480819129213,12968140.137972496,2025-09-03,legacy
2025-09-10,B-5BIIQF,-0.0429033061319147,Company_B_02,B,South America,,,Mid,,,13,-0.0320681829492234,12968140.137972496,2025-09-03,legacy
2025-09-11,B-5BIIQF,0.0032259665459496,Company_B_02,B,South America,,,Mid,,,13,-0.0042222927259599,12968140.137972496,2025-09-03,legacy
2025-09-12,B-5BIIQF,-0.013144296330795,Company_B_02,B,South America,,,Mid,,,13,0.0046539284908583,12968140.137972496,2025-09-03,legacy
2025-10-01,B-5BIIQF,0.0091953427192231,Company_B_02,B,South America,,,Mid,,,13,,12968140.137972496,2025-09-03,legacy
2025-10-02,B-5BIIQF,-0.0040356265307118,Company_B_02,B,South America,,,Mid,,,13,-0.0139835436674951,12968140.137972496,2025-09-03,legacy
2025-10-03,B-5BIIQF,-0.0218724892521814,Company_B_02,B,South America,,,Mid,,,13,0.0012570528124232,12968140.137972496,2025-09-03,legacy
2025-10-06,B-5BIIQF,0.0460263898994546,Company_B_02,B,South America,,,Mid,,,13,0.0191824545318301,12968140.137972496,2025-09-03,legacy
2025-10-07,B-5BIIQF,-0.0833247852817148,Company_B_02,B,South America,,,Mid,,,13,-0.0315562534880117,12968140.137972496,2025-09-03,legacy
2025-10-08,B-5BIIQF,0.012618604053388,Company_B_02,B,South America,,,Mid,,,13,-0.0126125562157682,12968140.137972496,2025-09-03,legacy
2025-10-09,B-5BIIQF,-0.0200400505421262,Company_B_02,B,South America,,,Mid,,,13,-0.0182787295370303,12968140.137972496,2025-09-03,legacy
2025-10-10,B-5BIIQF,0.023787263249764,Company_B_02,B,South America,,,Mid,,,13,0.0022168841621003,12968140.137972496,2025-09-03,legacy
2025-11-03,B-5BIIQF,-0.0228583953616879,Company_B_02,B,South America,,,Mid,,,13,-0.0005455947933683,12968140.137972496,2025-09-03,legacy
2025-11-04,B-5BIIQF,0.0006080822695954,Company_B_02,B,South America,,,Mid,,,13,-0.0227663271628853,12968140.137972496,2025-09-03,legacy
2025-11-05,B-5BIIQF,0.0559510546355095,Company_B_02,B,South America,,,Mid,,,13,0.0329021640544153,12968140.137972496,2025-09-03,legacy
2025-11-06,B-5BIIQF,0.0046785006233552,Company_B_02,B,South America,,,Mid,,,13,0.0261796770562837,12968140.137972496,2025-09-03,legacy
2025-11-07,B-5BIIQF,0.0222662324841011,Company_B_02,B,South America,,,Mid,,,13,-0.0026152260671159,12968140.137972496,2025-09-03,legacy
2025-11-10,B-5BIIQF,-0.0353659259564001,Company_B_02,B,South America,,,Mid,,,13,-0.0099451696321556,12968140.137972496,2025-09-03,legacy
2025-11-11,B-5BIIQF,-0.0049737888903069,Company_B_02,B,South America,,,Mid,,,13,0.0071147820767182,12968140.137972496,2025-09-03,legacy
2025-12-01,B-5BIIQF,-0.0035257381194117,Company_B_02,B,South America,,,Mid,,,13,0.0032907517570993,12968140.137972496,2025-09-03,legacy
2025-12-02,B-5BIIQF,0.0089281599984426,Company_B_02,B,South America,,,Mid,,,13,,12968140.137972496,2025-09-03,legacy
2025-12-03,B-5BIIQF,-0.0213012141913448,Company_B_02,B,South America,,,Mid,,,13,-0.0108077946280547,12968140.137972496,2025-09-03,legacy
2025-12-04,B-5BIIQF,0.0167595003329256,Company_B_02,B,South America,,,Mid,,,13,0.0224254442272963,12968140.137972496,2025-09-03,legacy
2025-12-05,B-5BIIQF,-0.0105954849717562,Company_B_02,B,South America,,,Mid,,,13,0.0141371876711961,12968140.137972496,2025-09-03,legacy
2025-12-08,B-5BIIQF,-0.0364408714311093,Company_B_02,B,South America,,,Mid,,,13,0.004564055137615,12968140.137972496,2025-09-03,legacy
2025-12-09,B-5BIIQF,-0.0119519947597858,Company_B_02,B,South America,,,Mid,,,13,,12968140.137972496,2025-09-03,legacy
2025-12-10,B-5BIIQF,0.007483763750119,Company_B_02,B,South America,,,Mid,,,13,0.0187045985583545,12968140.137972496,2025-09-03,legacy
2025-12-11,B-5BIIQF,0.003837566764574,Company_B_02,B,South America,,,Mid,,,13,-0.0061635450064645,12968140.137972496,2025-09-03,legacy
2025-12-12,B-5BIIQF,0.022847868603714,Company_B_02,B,South America,,,Mid,,,13,0.0093768957427672,12968140.137972496,2025-09-03,legacy
2025-05-01,B-6KZVQO,0.0172341831561509,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0140277458538761,31598840.929525554,2025-04-30,
2025-05-05,B-6KZVQO,-0.030222508425988,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0102126348852569,31598840.929525554,2025-04-30,
2025-05-06,B-6KZVQO,0.0007232723924561,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.030025691323182,31598840.929525554,2025-04-30,
2025-05-07,B-6KZVQO,0.0330600719754838,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0045847799145338,31598840.929525554,2025-04-30,
2025-05-08,B-6KZVQO,-0.0238422777967552,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0100549327049622,31598840.929525554,2025-04-30,
2025-05-09,B-6KZVQO,-0.0032440838259582,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0108788433685402,31598840.929525554,2025-04-30,
2025-05-12,B-6KZVQO,0.0215882253646701,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.013255782941715,31598840.929525554,2025-04-30,
2025-06-02,B-6KZVQO,0.0180079370543174,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0084439877167436,31598840.929525554,2025-04-30,
2025-06-03,B-6KZVQO,-0.0141831941434906,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0167736228582782,31598840.929525554,2025-04-30,
2025-06-04,B-6KZVQO,,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0043931427354546,31598840.929525554,2025-04-30,
2025-06-05,B-6KZVQO,0.0151023554924824,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0005637740370175,31598840.929525554,2025-04-30,
2025-06-06,B-6KZVQO,0.0339234676216269,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,,31598840.929525554,2025-04-30,
2025-06-09,B-6KZVQO,0.0412910862134055,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0184277164951934,31598840.929525554,2025-04-30,
2025-06-10,B-6KZVQO,-0.003604399497221,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0077210052577763,31598840.929525554,2025-04-30,
2025-06-11,B-6KZVQO,0.0205388816104552,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0023309390995482,31598840.929525554,2025-04-30,
2025-06-12,B-6KZVQO,0.0556691251706295,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.008891025310106,31598840.929525554,2025-04-30,
2025-07-01,B-6KZVQO,0.0100089565190901,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,,31598840.929525554,2025-04-30,
2025-07-02,B-6KZVQO,0.0064856394698023,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0047848339291268,31598840.929525554,2025-04-30,
2025-07-03,B-6KZVQO,-0.0405410805781788,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0300041296283168,31598840.929525554,2025-04-30,
2025-07-04,B-6KZVQO,-0.0001334593685076,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0056822404651326,31598840.929525554,2025-04-30,
2025-07-07,B-6KZVQO,-0.0472561027649205,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0260411084866903,31598840.929525554,2025-04-30,
2025-07-08,B-6KZVQO,-0.028566152823722,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,,31598840.929525554,2025-04-30,
2025-07-09,B-6KZVQO,,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0023271599388046,31598840.929525554,2025-04-30,
2025-07-10,B-6KZVQO,0.0369618953597044,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,,31598840.929525554,2025-04-30,
2025-07-11,B-6KZVQO,-0.0233565775655361,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0120507403461468,31598840.929525554,2025-04-30,
2025-08-01,B-6KZVQO,0.0039120609738406,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0040039417401903,31598840.929525554,2025-04-30,
2025-08-04,B-6KZVQO,-0.0304786522992149,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0114973593521953,31598840.929525554,2025-04-30,
2025-08-05,B-6KZVQO,-0.0399906805722388,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0172789147832154,31598840.929525554,2025-04-30,
2025-08-06,B-6KZVQO,0.0005231957573418,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0002102521817928,31598840.929525554,2025-04-30,
2025-08-07,B-6KZVQO,0.0167750216008033,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0187115199297718,31598840.929525554,2025-04-30,
2025-08-11,B-6KZVQO,0.0084146257416942,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0090665158126864,31598840.929525554,2025-04-30,
2025-08-12,B-6KZVQO,,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0015097488640975,31598840.929525554,2025-04-30,
2025-09-01,B-6KZVQO,0.0026545944880461,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0182440765094434,31598840.929525554,2025-04-30,
2025-09-02,B-6KZVQO,,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.000493033588286,31598840.929525554,2025-04-30,
2025-09-03,B-6KZVQO,0.0057827291212579,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0130870635919819,31598840.929525554,2025-04-30,
2025-09-04,B-6KZVQO,0.0197408864308055,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0003558120086072,31598840.929525554,2025-04-30,
2025-09-05,B-6KZVQO,-0.020282962880651,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0087005818517411,31598840.929525554,2025-04-30,
2025-09-08,B-6KZVQO,-0.0063890831977965,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0023920822452534,31598840.929525554,2025-04-30,
2025-09-09,B-6KZVQO,0.012348204196595,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0026480819129213,31598840.929525554,2025-04-30,
2025-09-10,B-6KZVQO,-0.0049458892522405,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0320681829492234,31598840.929525554,2025-04-30,
2025-09-12,B-6KZVQO,-0.0080625853611691,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0046539284908583,31598840.929525554,2025-04-30,
2025-10-01,B-6KZVQO,-0.0241332053054059,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,,31598840.929525554,2025-04-30,
2025-10-02,B-6KZVQO,-0.0304933155947336,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0139835436674951,31598840.929525554,2025-04-30,
2025-10-03,B-6KZVQO,0.0024749287964473,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0012570528124232,31598840.929525554,2025-04-30,
2025-10-06,B-6KZVQO,0.0070545107459151,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0191824545318301,31598840.929525554,2025-04-30,
2025-10-08,B-6KZVQO,-0.0209433885347967,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0126125562157682,31598840.929525554,2025-04-30,
2025-10-09,B-6KZVQO,-0.0302211149879546,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0182787295370303,31598840.929525554,2025-04-30,
2025-10-10,B-6KZVQO,-0.0364827340873252,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0022168841621003,31598840.929525554,2025-04-30,
2025-11-03,B-6KZVQO,-0.0755436360469379,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0005455947933683,31598840.929525554,2025-04-30,
2025-11-04,B-6KZVQO,-0.0589930141639371,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0227663271628853,31598840.929525554,2025-04-30,
2025-11-05,B-6KZVQO,0.0493006131822561,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0329021640544153,31598840.929525554,2025-04-30,
2025-11-06,B-6KZVQO,0.0478177702432122,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0261796770562837,31598840.929525554,2025-04-30,
2025-11-07,B-6KZVQO,-0.0304941037133509,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0026152260671159,31598840.929525554,2025-04-30,
2025-11-10,B-6KZVQO,0.0115412462010667,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0099451696321556,31598840.929525554,2025-04-30,
2025-11-12,B-6KZVQO,-0.0486674913234696,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0288607520326152,31598840.929525554,2025-04-30,
2025-12-01,B-6KZVQO,0.0168874439577964,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0032907517570993,31598840.929525554,2025-04-30,
2025-12-02,B-6KZVQO,-0.0395405480713249,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,,31598840.929525554,2025-04-30,
2025-12-03,B-6KZVQO,0.0145864008702627,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0108077946280547,31598840.929525554,2025-04-30,
2025-12-04,B-6KZVQO,0.0318199246158229,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0224254442272963,31598840.929525554,2025-04-30,
2025-12-05,B-6KZVQO,0.021488686003641,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0141371876711961,31598840.929525554,2025-04-30,
2025-12-08,B-6KZVQO,0.0047673279857611,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.004564055137615,31598840.929525554,2025-04-30,
2025-12-09,B-6KZVQO,-0.0107086081904403,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,,31598840.929525554,2025-04-30,
2025-12-10,B-6KZVQO,0.0304145534301499,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0187045985583545,31598840.929525554,2025-04-30,
2025-12-11,B-6KZVQO,0.0428876283859455,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,-0.0061635450064645,31598840.929525554,2025-04-30,
2025-12-12,B-6KZVQO,0.0504197792672355,Company_B_32,B,Europe,0.4810076158977743,0.027206283706547,Small,stable,legacy,40,0.0093768957427672,31598840.929525554,2025-04-30,
2025-03-05,B-9KROIO,-0.0119409849840247,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0075017569132821,26662073.341073405,2025-03-05,legacy
2025-03-06,B-9KROIO,0.0112337164222085,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0066686231237621,26662073.341073405,2025-03-05,legacy
2025-03-07,B-9KROIO,-0.0204777636278977,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0112572342293805,26662073.341073405,2025-03-05,legacy
2025-03-10,B-9KROIO,-0.0149516911329545,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,-0.017433239731723,26662073.341073405,2025-03-05,legacy
2025-03-11,B-9KROIO,-0.0030365215637355,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,-0.0023939118081542,26662073.341073405,2025-03-05,legacy
2025-03-12,B-9KROIO,0.0152335651105507,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0319413685846036,26662073.341073405,2025-03-05,legacy
2025-04-01,B-9KROIO,-0.0035345627260281,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0115957818789293,26662073.341073405,2025-03-05,legacy
2025-04-02,B-9KROIO,0.0286321866277132,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0186776451485401,26662073.341073405,2025-03-05,legacy
2025-04-03,B-9KROIO,-0.0219817746015059,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,-0.0037462404383459,26662073.341073405,2025-03-05,legacy
2025-04-04,B-9KROIO,-0.0323979694942883,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0147203918974813,26662073.341073405,2025-03-05,legacy
2025-04-08,B-9KROIO,0.0086970480492269,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0056866936253566,26662073.341073405,2025-03-05,legacy
2025-04-09,B-9KROIO,0.0098742855640862,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,-0.0004650774196358,26662073.341073405,2025-03-05,legacy
2025-04-10,B-9KROIO,-0.004737547064471,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,-0.0095558031349188,26662073.341073405,2025-03-05,legacy
2025-04-11,B-9KROIO,0.0200602428109039,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0326847601054619,26662073.341073405,2025-03-05,legacy
2025-05-01,B-9KROIO,0.0520903744337387,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,0.0140277458538761,26662073.341073405,2025-03-05,legacy
2025-05-02,B-9KROIO,-0.0408332053795588,Company_B_42,B,,0.5701663648089567,0.0277544532017155,Small,watchlist,core,55,-0.0237675804038153,26662073.341073405,2025-03-05,legacy
