date,entity_code,stock_return,entity_name,industry,region,lgd,base_pd_hint,size_bucket,analyst_note,region_note,irrelevant_score,industry_return
2023-03-03,A-0172SR,-0.0050041949141976,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2023-03-04,A-0172SR,0.0126668078973154,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0094543195626977
2023-03-05,A-0172SR,0.0049133662052727,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2023-03-07,A-0172SR,-0.0447103129112215,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0071513836558511
2023-03-08,A-0172SR,-0.0094364626582775,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0111007195672076
2023-03-10,A-0172SR,0.0117526106489135,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0190560297929884
2023-03-11,A-0172SR,-0.0170627114648878,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0195699555885692
2023-04-04,A-0172SR,0.0255259583742219,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0187219142721746
2023-04-05,A-0172SR,0.0082128549916969,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0049308517933043
2023-04-07,A-0172SR,0.0306301630329177,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2023-04-08,A-0172SR,-0.0014796215041739,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0365653583957487
2023-04-09,A-0172SR,0.02593942586481,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0050597878270961
2023-04-10,A-0172SR,0.0001417911351793,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0117762831195265
2023-04-12,A-0172SR,0.0172629623398763,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2023-05-01,A-0172SR,0.0179716627248159,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0205590401956502
2023-05-04,A-0172SR,-0.0120414221886392,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0203738307459534
2023-05-05,A-0172SR,-0.0372101762989781,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0081311651469768
2023-05-06,A-0172SR,-0.0263414094087241,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0054211083747934
2023-05-07,A-0172SR,0.0106209898114812,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0127307359464079
2023-05-09,A-0172SR,0.0208740672373049,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0030447633051453
2023-05-10,A-0172SR,0.0018352113411535,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0059640115505765
2023-05-12,A-0172SR,0.0052151758381556,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0100292500269456
2023-06-01,A-0172SR,0.0050667342760742,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0094382827166642
2023-06-02,A-0172SR,0.0086815881796997,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0077236013922638
2023-06-03,A-0172SR,-0.0484387049505534,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0215225598530417
2023-06-04,A-0172SR,-0.0134241133166218,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0094624915084379
2023-06-06,A-0172SR,,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0067877944889229
2023-06-07,A-0172SR,-0.0128257335857622,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.01919395336128
2023-06-09,A-0172SR,0.0152223022601583,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0152933474104333
2023-06-10,A-0172SR,0.0059231425384739,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0179611904445669
2023-06-11,A-0172SR,0.0217364060571306,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0040550505670162
2023-06-12,A-0172SR,-0.0070356836805012,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0046379521231605
2023-07-02,A-0172SR,-0.0054417958569795,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0059192356078877
2023-07-03,A-0172SR,0.0225181720053722,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0129147428931849
2023-07-04,A-0172SR,,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0059447370318295
2023-07-07,A-0172SR,-0.0155733851077014,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0123273288576237
2023-07-08,A-0172SR,0.0178982605766142,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0228342699026729
2023-07-09,A-0172SR,0.0119746097243704,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0003405970126323
2023-07-11,A-0172SR,-0.0072526213651983,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0062285784732328
2023-07-12,A-0172SR,0.0257491471526178,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0097310108888159
2023-08-02,A-0172SR,-0.0036404975638086,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0092798362464112
2023-08-03,A-0172SR,-0.0019836777755688,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0208683193039477
2023-08-05,A-0172SR,0.0337539614611599,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0114388322702814
2023-08-06,A-0172SR,0.001335995862812,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2023-08-08,A-0172SR,-0.0487782061546143,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0236097186775479
2023-08-11,A-0172SR,0.0002766229623206,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0191081311060479
2023-08-12,A-0172SR,-0.0182186229335403,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0012751132084212
2023-09-01,A-0172SR,-0.0012726203663205,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0028072778987434
2023-09-02,A-0172SR,-0.0017055018722616,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0006375854291456
2023-09-03,A-0172SR,-0.0058042209804836,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0047562509673678
2023-09-05,A-0172SR,0.0074034276491745,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0017283497078778
2023-09-06,A-0172SR,-0.0055714970148978,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0220757388053734
2023-09-11,A-0172SR,0.0078935220029924,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0170962095968086
2023-10-01,A-0172SR,0.0082506251417443,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2023-10-02,A-0172SR,-0.0249281618787177,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0174617482158902
2023-10-03,A-0172SR,-0.0074670540643598,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0018744529893212
2023-10-04,A-0172SR,-0.0137242640116034,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0123674457566057
2023-10-05,A-0172SR,0.0207962418402864,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0089779088952912
2023-10-08,A-0172SR,-0.0346978632060275,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0035235041026323
2023-10-10,A-0172SR,0.0172228838590656,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0096668946005988
2023-10-11,A-0172SR,0.0079767951395779,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0164811578895675
2023-11-01,A-0172SR,-0.0256379390302053,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0065253936256369
2023-11-04,A-0172SR,-0.0142347108589745,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0027366377005792
2023-11-05,A-0172SR,-0.0245513942013985,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0127068674337161
2023-11-07,A-0172SR,-0.0255158493576894,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0034596786245572
2023-11-09,A-0172SR,-0.0014394329297851,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0178392467712947
2023-11-10,A-0172SR,0.001669384187343,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0026612362117636
2023-11-12,A-0172SR,0.0087141697703847,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0070551833941544
2023-12-01,A-0172SR,,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0028247537848402
2023-12-04,A-0172SR,-0.0059038066916032,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0061561164120887
2023-12-05,A-0172SR,0.0102631674622096,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0074115114163987
2023-12-06,A-0172SR,0.0456359193054784,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.000368864994482
2023-12-07,A-0172SR,0.0012200912315395,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0094719233059815
2023-12-09,A-0172SR,-0.0172539023616083,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0121960882384638
2023-12-10,A-0172SR,0.0301010871569421,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0193149450694736
2023-12-12,A-0172SR,-0.0170893076601114,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0227991696102185
2024-01-01,A-0172SR,-0.010858054646876,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0103755049215643
2024-01-03,A-0172SR,0.005037460927168,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0047752566809717
2024-01-04,A-0172SR,0.0068438049006819,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0113645342914747
2024-01-05,A-0172SR,-0.0272236439780067,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0082010083557506
2024-01-07,A-0172SR,-0.0264930206798855,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0054383829906348
2024-01-10,A-0172SR,-0.0051959499381035,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0049569020264848
2024-01-11,A-0172SR,-0.0067950919344753,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0109826633617113
2024-02-02,A-0172SR,0.0055310910208343,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0127476814425111
2024-02-04,A-0172SR,0.0479734116001131,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0200885134427899
2024-02-05,A-0172SR,-0.0310500262873636,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0169457852107153
2024-02-08,A-0172SR,-0.0028365125308605,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0083072795979737
2024-02-09,A-0172SR,0.0027968954788752,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-02-10,A-0172SR,0.0010296633445995,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0109255849512254
2024-03-01,A-0172SR,-0.0391849783704628,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0082212033552013
2024-03-04,A-0172SR,-0.0082547414923304,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.007997101619022
2024-03-05,A-0172SR,-0.0110142209124868,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0016255584788348
2024-03-06,A-0172SR,-0.0724893069629107,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.034138220441208
2024-03-07,A-0172SR,-0.005058848596668,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0045236496555645
2024-03-09,A-0172SR,0.0113974713898718,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0011047945177527
2024-03-10,A-0172SR,-0.0062826449994743,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-03-12,A-0172SR,-0.0299675145273057,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0001896918870094
2024-04-01,A-0172SR,-0.0167112249877541,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-04-03,A-0172SR,-0.0164515862264879,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0113653022468126
2024-04-04,A-0172SR,0.0270803711575617,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.002737521828367
2024-04-06,A-0172SR,-0.0092619086920485,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0011602479740776
2024-04-07,A-0172SR,-0.028307323025599,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0015665023297041
2024-04-09,A-0172SR,0.042595103949156,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0133527707966861
2024-04-10,A-0172SR,0.0348454346899357,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0038416028098
2024-04-11,A-0172SR,-0.0244590204828805,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0035218367519698
2024-04-12,A-0172SR,-0.0099612622113174,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-05-01,A-0172SR,0.0234912786456637,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0267276905287188
2024-05-02,A-0172SR,0.00210503346598,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0192631015219625
2024-05-03,A-0172SR,0.0271285761416457,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0166681081143982
2024-05-04,A-0172SR,0.0006768526351889,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0016615975741671
2024-05-06,A-0172SR,-0.0030275478643949,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-05-07,A-0172SR,-0.0324410717502508,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-05-08,A-0172SR,-0.0036415663828396,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0028902543869174
2024-05-09,A-0172SR,0.0268186341210578,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0089817607318506
2024-05-11,A-0172SR,-0.0338224445402319,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0035396732073966
2024-05-12,A-0172SR,0.0084988276225082,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.006808351998664
2024-06-02,A-0172SR,0.0321077994212128,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0077748599368057
2024-06-03,A-0172SR,0.0032966979085215,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0118159856546463
2024-06-05,A-0172SR,0.0040588618066659,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-06-06,A-0172SR,-0.0064473192488714,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0134824822798138
2024-06-08,A-0172SR,-0.0180171768956068,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0075227334994077
2024-06-09,A-0172SR,0.0248641095666572,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0123431533767816
2024-06-11,A-0172SR,0.0138970513913316,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0106361090803338
2024-06-12,A-0172SR,,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0040159843329685
2024-07-02,A-0172SR,0.0238588991197519,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0050927404354164
2024-07-03,A-0172SR,-0.014690203217672,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0042777028938851
2024-07-05,A-0172SR,-0.0317682102458868,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0076689215491877
2024-07-06,A-0172SR,0.0158923709232097,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0010106658089698
2024-07-08,A-0172SR,0.0318502786253241,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0118376538487009
2024-07-10,A-0172SR,0.0022807590067761,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0018998803686923
2024-07-11,A-0172SR,-0.0333273258074715,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0128766270323705
2024-08-01,A-0172SR,0.0041611620224051,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0261105218896889
2024-08-02,A-0172SR,0.0322793752743696,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0096497924526263
2024-08-03,A-0172SR,0.027513324563612,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0121322056174918
2024-08-04,A-0172SR,0.0150605140030563,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0177944338355081
2024-08-05,A-0172SR,0.0019595749664451,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0174317374976213
2024-08-07,A-0172SR,-0.0035198156738015,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0041785003416043
2024-08-08,A-0172SR,-0.0059023539079511,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0115829181514096
2024-08-10,A-0172SR,0.0052396983126124,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0037893104120772
2024-08-11,A-0172SR,-0.0130675069693165,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0326743974674737
2024-09-01,A-0172SR,0.0271639048480891,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0149825016114716
2024-09-02,A-0172SR,0.0102002622762634,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0056453627297821
2024-09-04,A-0172SR,-0.0066265178496721,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0003092057209492
2024-09-05,A-0172SR,-0.0286798682323228,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0060223787777324
2024-09-08,A-0172SR,-0.027922940017116,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0015044258337609
2024-09-10,A-0172SR,-0.0197510117582917,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0052594019589179
2024-09-12,A-0172SR,0.0106741090127194,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0013005329903186
2024-10-01,A-0172SR,-0.0435622475687898,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-10-05,A-0172SR,0.0289029551876687,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-10-06,A-0172SR,0.0051850451666573,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0021430324074208
2024-10-07,A-0172SR,0.0078898203803146,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0192035128019793
2024-10-09,A-0172SR,0.0346339282045644,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-10-10,A-0172SR,0.00852804607276,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0077580850076411
2024-10-12,A-0172SR,0.003751216390242,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-11-01,A-0172SR,0.0552232246584142,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-11-03,A-0172SR,-0.0011702823830004,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0171219439436232
2024-11-04,A-0172SR,0.016225973154856,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0002638743254204
2024-11-06,A-0172SR,0.0258895497932153,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0128324146364097
2024-11-07,A-0172SR,0.0205692711977604,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.010869527810324
2024-11-09,A-0172SR,0.0143684480880525,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0173710282258922
2024-11-10,A-0172SR,-0.0188299869735023,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,-0.0143247847333934
2024-11-11,A-0172SR,0.0229186064539246,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0172595237369865
2024-11-12,A-0172SR,0.0045089750194442,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0187427858203587
2024-12-01,A-0172SR,0.0015968462982885,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,
2024-12-02,A-0172SR,0.0096752374972502,Company_A_45,A,Europe,0.4027117259847115,0.0229545316139667,Small,manual review,legacy,17,0.0244476763853099
