date,entity_code,stock_return,entity_name,industry,region,lgd,base_pd_hint,size_bucket,analyst_note,region_note,irrelevant_score,industry_return,EAD,booking_date,internal_comment,base_pd_hint_note
2025-06-06,A-5CRVMF,,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-06-09,A-5CRVMF,0.0808589202378395,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0090953812038202,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-06-10,A-5CRVMF,0.0101084311061408,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0136191224008954,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-06-11,A-5CRVMF,-0.0035905222396446,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0100323173756178,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-06-12,A-5CRVMF,0.0113474114461855,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0032989542439667,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-01,A-5CRVMF,-0.0204652668472679,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0096219712289246,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-02,A-5CRVMF,-0.0075400777293103,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0037149241794859,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-04,A-5CRVMF,-0.0142775356169436,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0133838372809235,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-07,A-5CRVMF,-0.0136254245980648,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0251194077625596,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-08,A-5CRVMF,-0.00951792326784,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-09,A-5CRVMF,0.0001544384038742,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0094232451859564,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-10,A-5CRVMF,-0.0031441078377467,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0158541643653866,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-11,A-5CRVMF,0.0116522888361732,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.012309197644808,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-01,A-5CRVMF,0.0230962681192244,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0105578088644496,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-04,A-5CRVMF,-0.0362353279675206,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0078399411625386,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-05,A-5CRVMF,0.0125985514658764,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0094866941709183,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-06,A-5CRVMF,-0.0105601146160853,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0035578472668993,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-07,A-5CRVMF,0.0041311128952298,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0095459566054523,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-08,A-5CRVMF,-0.0092437307012601,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0036068720141056,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-11,A-5CRVMF,-0.0163755857456985,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0009696416285378,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-08-12,A-5CRVMF,-0.0111219975559009,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.002935172692495,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-01,A-5CRVMF,0.002856025912752,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-02,A-5CRVMF,0.0263716831366506,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0021873458027918,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-03,A-5CRVMF,-0.0102692390037289,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0269105665309313,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-04,A-5CRVMF,-0.0064246972774034,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0109398895694683,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-05,A-5CRVMF,0.0170408796881087,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0151822149727439,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-08,A-5CRVMF,-0.0326951786818413,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.003197959946638,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-09,A-5CRVMF,-0.0186626109144821,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0016963673318161,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-10,A-5CRVMF,-0.0229483199199704,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0182352677685309,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-11,A-5CRVMF,0.0201025060310436,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0068066432691066,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-09-12,A-5CRVMF,0.0112918991180849,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0070989753663894,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-10-01,A-5CRVMF,0.0366786914489881,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0100992546753692,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-10-02,A-5CRVMF,0.014650817222478,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0128222583263302,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-10-03,A-5CRVMF,0.0029473316425846,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0147715335897255,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-10-06,A-5CRVMF,0.0195357509920194,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0202534547427589,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-10-07,A-5CRVMF,0.0250481995748228,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0002841086384081,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-10-08,A-5CRVMF,-0.0133212259232261,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0240693646725217,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-10-09,A-5CRVMF,-0.0149551130854772,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.004096752034854,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-11-04,A-5CRVMF,0.0315308130720843,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0002530604133823,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-11-05,A-5CRVMF,-0.0130895363807045,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.008650284141478,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-11-06,A-5CRVMF,-0.0049259227296101,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0088547044735975,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-11-07,A-5CRVMF,0.0056125065041816,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0099532256341279,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-11-10,A-5CRVMF,-0.004271208678453,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0111179190924326,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-11-11,A-5CRVMF,0.0024751128272767,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.00946653772823,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-11-12,A-5CRVMF,-0.0146713929319729,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0167516922712146,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-01,A-5CRVMF,0.0014421953631945,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0033863437893976,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-02,A-5CRVMF,-0.0062648967825053,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0026471166291688,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-03,A-5CRVMF,-0.0161428693652963,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0112637381058377,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-04,A-5CRVMF,-0.0252604174030642,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-05,A-5CRVMF,-0.0194343763678684,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0003015667345061,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-08,A-5CRVMF,0.0153908136824789,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0131517878771854,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-09,A-5CRVMF,-0.0031264638872153,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0073362825364422,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-10,A-5CRVMF,-0.002022870229467,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0160656307289417,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-11,A-5CRVMF,0.0144784813910386,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,-0.0140858050562602,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-12-12,A-5CRVMF,0.0587088565373097,Company_A_33,A,Europe,0.371051433725741,0.0187736107702894,Large,,legacy,24,0.0199773459418865,14540527.40955621,2025-05-03,,original base_pd_hint available
2025-07-07,A-7Y1UPH,-0.0352079489087943,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0251194077625596,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-07-08,A-7Y1UPH,-0.011924534606654,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-07-09,A-7Y1UPH,-0.005893513412896,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0094232451859564,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-07-10,A-7Y1UPH,0.0312072409903059,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0158541643653866,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-07-11,A-7Y1UPH,0.0048645246103195,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.012309197644808,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-08-04,A-7Y1UPH,-0.0143221363463212,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0078399411625386,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-08-06,A-7Y1UPH,0.009543030640863,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0035578472668993,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-08-08,A-7Y1UPH,-0.0367434329289615,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0036068720141056,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-08-11,A-7Y1UPH,0.0223405928018011,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0009696416285378,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-08-12,A-7Y1UPH,0.0224245488629095,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.002935172692495,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-01,A-7Y1UPH,0.0122434634748565,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-02,A-7Y1UPH,0.000795835040066,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0021873458027918,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-03,A-7Y1UPH,-0.018906281747577,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0269105665309313,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-04,A-7Y1UPH,0.0126933368936936,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0109398895694683,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-05,A-7Y1UPH,0.0034666052987168,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0151822149727439,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-08,A-7Y1UPH,0.0241960446015897,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.003197959946638,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-09,A-7Y1UPH,-0.0107518021550069,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0016963673318161,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-10,A-7Y1UPH,-0.0268094215083453,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0182352677685309,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-11,A-7Y1UPH,-0.0114315444629666,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0068066432691066,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-09-12,A-7Y1UPH,-0.0226537680856267,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0070989753663894,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-01,A-7Y1UPH,0.0271285409721089,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0100992546753692,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-02,A-7Y1UPH,0.014971471853895,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0128222583263302,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-03,A-7Y1UPH,0.0065709646557964,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0147715335897255,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-06,A-7Y1UPH,0.013999003330804,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0202534547427589,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-07,A-7Y1UPH,-0.0002094868299757,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0002841086384081,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-08,A-7Y1UPH,-0.010272125223789,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0240693646725217,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-09,A-7Y1UPH,-0.0064671963340947,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.004096752034854,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-10-10,A-7Y1UPH,-0.0104559459288206,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0009863909699606,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-03,A-7Y1UPH,0.0097777264979228,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-04,A-7Y1UPH,0.0425203588668477,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0002530604133823,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-05,A-7Y1UPH,0.009034530703325,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.008650284141478,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-06,A-7Y1UPH,0.0050044327291402,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0088547044735975,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-07,A-7Y1UPH,-0.0096352794657448,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0099532256341279,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-10,A-7Y1UPH,0.0031479252371375,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0111179190924326,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-11,A-7Y1UPH,0.017384760943159,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.00946653772823,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-11-12,A-7Y1UPH,-0.0314653344185802,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0167516922712146,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-01,A-7Y1UPH,-0.0260841967905577,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0033863437893976,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-03,A-7Y1UPH,-0.0375121825273038,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0112637381058377,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-04,A-7Y1UPH,0.0267639825833198,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-05,A-7Y1UPH,0.0012176032118877,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0003015667345061,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-08,A-7Y1UPH,0.0233715250917148,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0131517878771854,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-09,A-7Y1UPH,0.0012465105482172,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0073362825364422,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-10,A-7Y1UPH,0.0222730719897547,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0160656307289417,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-11,A-7Y1UPH,-0.0055704343950291,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,-0.0140858050562602,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-12-12,A-7Y1UPH,0.0152883341650966,Company_A_27,A,South America,0.523272203388481,0.0133680364113021,Small,,satellite,21,0.0199773459418865,10404808.080774983,2025-07-05,,original base_pd_hint available
2025-01-10,A-C36F0G,-0.0170788015088324,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.00035884007362,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-02-03,A-C36F0G,-0.0221407528831049,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.0054941552034284,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-02-04,A-C36F0G,-0.0013757689662893,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.00358947383386,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-02-05,A-C36F0G,-0.003372030030362,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0025908564949908,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-02-06,A-C36F0G,,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-02-07,A-C36F0G,-0.0051852604539668,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0002495945918583,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-02-10,A-C36F0G,0.0362478052398996,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0054230474860527,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-03,A-C36F0G,-0.0360324577188541,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.0076778332818246,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-04,A-C36F0G,-0.0017257984947445,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0072958487462298,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-05,A-C36F0G,-0.0292904730236191,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.00606686175451,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-06,A-C36F0G,-0.0221035882072634,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0128317330113867,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-07,A-C36F0G,-0.0030927429700263,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0007358993715615,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-10,A-C36F0G,0.0164209525363272,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0017815811241298,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-11,A-C36F0G,0.014062901953414,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-03-12,A-C36F0G,0.0022549206613215,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-01,A-C36F0G,0.0270680250658856,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0238663514233257,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-02,A-C36F0G,0.0313506862736841,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0365811489813276,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-03,A-C36F0G,0.028335209254385,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0032623202210721,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-04,A-C36F0G,-0.0195873028154826,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0046679067207236,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-07,A-C36F0G,-0.0052581123850066,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.001166996716637,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-08,A-C36F0G,-0.0279240646682189,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0030697914156015,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-09,A-C36F0G,0.0026161007163384,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.0107079723341646,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-10,A-C36F0G,0.0088564887341552,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.0014083266497123,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-04-11,A-C36F0G,0.0529807062646683,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-05-01,A-C36F0G,0.0069214711940834,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,0.0069790073752749,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
2025-05-02,A-C36F0G,-0.0153230570790862,Company_A_25,A,Asia,0.361436345436521,0.0155263649052208,Large,manual review,satellite,97,-0.0162153073285823,31619110.795545343,2025-01-10,check formatting,original base_pd_hint available
