year,entity_code,date,date_parsed,default_event,source_flag
2006,A-ZVBDSW,12/31/2006,2006-12-31,0.0,system
2006,B-0T5M74,12/31/2006,2006-12-31,0.0,archive
2006,B-3C5B0M,12/31/2006,2006-12-31,0.0,manual
2006,B-3LE6FV,12/31/2006,2006-12-31,0.0,system
2006,B-3PXT8X,12/31/2006,2006-12-31,0.0,system
2006,B-4H8VVL,12/31/2006,2006-12-31,0.0,archive
2006,B-4Z0VCO,12/31/2006,2006-12-31,0.0,system
2006,B-5BIIQF,12/31/2006,2006-12-31,0.0,archive
2006,B-6KZVQO,12/31/2006,2006-12-31,1.0,system
2006,B-6R5YMI,12/31/2006,2006-12-31,0.0,system
2006,B-7PFB78,12/31/2006,2006-12-31,0.0,manual
2006,B-87E14Z,12/31/2006,2006-12-31,0.0,manual
2006,B-91X6SZ,12/31/2006,2006-12-31,0.0,manual
2006,B-9E8KDK,12/31/2006,2006-12-31,0.0,manual
2006,B-9KROIO,12/31/2006,2006-12-31,0.0,system
2006,B-AAFB3V,12/31/2006,2006-12-31,0.0,system
2006,B-BN8BND,12/31/2006,2006-12-31,0.0,system
2006,B-CKUMRG,12/31/2006,2006-12-31,0.0,archive
2006,B-CN03FL,12/31/2006,2006-12-31,0.0,system
2006,B-CUJ2V2,12/31/2006,2006-12-31,0.0,system
2006,B-CWABH5,12/31/2006,2006-12-31,0.0,system
2006,B-FVUAOK,12/31/2006,2006-12-31,0.0,system
2006,B-GFVBLE,12/31/2006,2006-12-31,0.0,manual
2006,B-HVWXAK,12/31/2006,2006-12-31,1.0,system
2006,B-I67BWI,12/31/2006,2006-12-31,0.0,system
2006,B-IOC2XD,12/31/2006,2006-12-31,0.0,system
2006,B-J2ILS4,12/31/2006,2006-12-31,0.0,system
2006,B-JI444W,12/31/2006,2006-12-31,0.0,system
2006,B-JRBLOP,12/31/2006,2006-12-31,0.0,system
2006,B-JS2LBB,12/31/2006,2006-12-31,0.0,system
2006,B-KVE4NM,12/31/2006,2006-12-31,0.0,system
2006,B-MHTAKQ,12/31/2006,2006-12-31,0.0,archive
2006,B-MUVZTX,12/31/2006,2006-12-31,0.0,system
2006,B-O2NB6I,12/31/2006,2006-12-31,0.0,system
2006,B-O9B5YK,12/31/2006,2006-12-31,0.0,system
2006,B-ONZFIV,12/31/2006,2006-12-31,0.0,system
2006,B-PL1YFZ,12/31/2006,2006-12-31,0.0,system
2006,B-QF30BG,12/31/2006,2006-12-31,0.0,archive
2006,B-QF6194,12/31/2006,2006-12-31,0.0,manual
2006,B-QFZFP4,12/31/2006,2006-12-31,0.0,system
2006,B-QZP3T9,12/31/2006,2006-12-31,0.0,system
2006,B-SQ4OLC,12/31/2006,2006-12-31,0.0,archive
2006,B-ST9KM6,12/31/2006,2006-12-31,0.0,system
2006,B-TB1OZ6,12/31/2006,2006-12-31,0.0,system
2006,B-TWSM8S,12/31/2006,2006-12-31,0.0,manual
2006,B-TZJXP7,12/31/2006,2006-12-31,0.0,system
2006,B-VQT2JW,12/31/2006,2006-12-31,0.0,system
2006,B-WWOGAM,12/31/2006,2006-12-31,1.0,system
2006,B-Y6J2QG,12/31/2006,2006-12-31,0.0,system
2006,B-ZWRIDU,12/31/2006,2006-12-31,0.0,system
2007,A-0172SR,12/31/2007,2007-12-31,0.0,manual
2007,A-03PK8Q,12/31/2007,2007-12-31,0.0,system
2007,A-0E88G2,12/31/2007,2007-12-31,0.0,system
2007,A-2NTLLF,12/31/2007,2007-12-31,0.0,system
2007,A-5CRVMF,12/31/2007,2007-12-31,0.0,system
2007,A-6IIIXU,12/31/2007,2007-12-31,0.0,system
2007,A-7PF3WZ,12/31/2007,2007-12-31,0.0,manual
2007,A-7Y1UPH,12/31/2007,2007-12-31,0.0,system
2007,A-84RXH2,12/31/2007,2007-12-31,0.0,system
2007,A-89F6D0,12/31/2007,2007-12-31,0.0,manual
2007,A-94BI3C,12/31/2007,2007-12-31,1.0,system
2007,A-9XOOP3,12/31/2007,2007-12-31,0.0,system
2007,A-C36F0G,12/31/2007,2007-12-31,0.0,archive
2007,A-D1XPP4,12/31/2007,2007-12-31,0.0,system
2007,A-DT5C43,12/31/2007,2007-12-31,0.0,manual
2007,A-F8PRQ2,12/31/2007,2007-12-31,0.0,system
2007,A-FKUFQE,12/31/2007,2007-12-31,0.0,system
2007,A-FVDXWD,12/31/2007,2007-12-31,0.0,system
2007,A-G702PQ,12/31/2007,2007-12-31,0.0,system
2007,A-H8WKWS,12/31/2007,2007-12-31,0.0,system
2007,A-IJCFPR,12/31/2007,2007-12-31,0.0,manual
2007,A-IYWF3H,12/31/2007,2007-12-31,0.0,system
2007,A-J2JZ2Q,12/31/2007,2007-12-31,0.0,system
2007,A-MXON5D,12/31/2007,2007-12-31,0.0,system
2007,A-O7YD44,12/31/2007,2007-12-31,0.0,system
2007,A-OL6NCQ,12/31/2007,2007-12-31,0.0,system
2007,A-PEJ45W,12/31/2007,2007-12-31,0.0,manual
2007,A-PNGYIK,12/31/2007,2007-12-31,0.0,system
2007,A-QIMT1V,12/31/2007,2007-12-31,0.0,system
2007,A-RAVTFW,12/31/2007,2007-12-31,0.0,manual
2007,A-RSPF7A,12/31/2007,2007-12-31,0.0,system
2007,A-RX0P71,12/31/2007,2007-12-31,0.0,system
2007,A-SE4QSN,12/31/2007,2007-12-31,0.0,system
2007,A-SY2O3L,12/31/2007,2007-12-31,0.0,system
2007,A-TFKTLD,12/31/2007,2007-12-31,0.0,system
2007,A-TR3J8L,12/31/2007,2007-12-31,0.0,system
2007,A-U7CO9K,12/31/2007,2007-12-31,0.0,system
2007,A-UWUTDU,12/31/2007,2007-12-31,0.0,system
2007,A-VN8DME,12/31/2007,2007-12-31,0.0,system
2007,A-VZS47E,12/31/2007,2007-12-31,0.0,system
2007,A-W20E3T,12/31/2007,2007-12-31,0.0,system
2007,A-W69IIB,12/31/2007,2007-12-31,0.0,manual
2007,A-Y21HNQ,12/31/2007,2007-12-31,0.0,system
2007,A-YDGV2G,12/31/2007,2007-12-31,0.0,system
2007,A-ZF6S7F,12/31/2007,2007-12-31,0.0,system
2007,A-ZL3UTG,12/31/2007,2007-12-31,0.0,system
2007,A-ZVBDSW,12/31/2007,2007-12-31,0.0,archive
2007,B-0T5M74,12/31/2007,2007-12-31,0.0,system
2007,B-3C5B0M,12/31/2007,2007-12-31,0.0,system
2007,B-3LE6FV,12/31/2007,2007-12-31,0.0,system
2007,B-3PXT8X,12/31/2007,2007-12-31,0.0,system
2007,B-4H8VVL,12/31/2007,2007-12-31,0.0,system
2007,B-4Z0VCO,12/31/2007,2007-12-31,0.0,system
2007,B-5BIIQF,12/31/2007,2007-12-31,1.0,archive
2007,B-6KZVQO,12/31/2007,2007-12-31,0.0,manual
2007,B-6R5YMI,12/31/2007,2007-12-31,0.0,system
2007,B-7PFB78,12/31/2007,2007-12-31,0.0,archive
2007,B-87E14Z,12/31/2007,2007-12-31,0.0,system
2007,B-91X6SZ,12/31/2007,2007-12-31,0.0,system
2007,B-9E8KDK,12/31/2007,2007-12-31,0.0,system
2007,B-9KROIO,12/31/2007,2007-12-31,0.0,manual
2007,B-AAFB3V,12/31/2007,2007-12-31,0.0,system
2007,B-BN8BND,12/31/2007,2007-12-31,0.0,archive
2007,B-CKUMRG,12/31/2007,2007-12-31,0.0,system
2007,B-CN03FL,12/31/2007,2007-12-31,0.0,system
2007,B-CUJ2V2,12/31/2007,2007-12-31,0.0,manual
2007,B-CWABH5,12/31/2007,2007-12-31,1.0,system
2007,B-FVUAOK,12/31/2007,2007-12-31,0.0,archive
2007,B-GFVBLE,12/31/2007,2007-12-31,1.0,system
2007,B-I67BWI,12/31/2007,2007-12-31,0.0,archive
2007,B-IOC2XD,12/31/2007,2007-12-31,0.0,system
2007,B-J2ILS4,12/31/2007,2007-12-31,0.0,system
2007,B-JI444W,12/31/2007,2007-12-31,0.0,manual
2007,B-JRBLOP,12/31/2007,2007-12-31,0.0,manual
2007,B-JS2LBB,12/31/2007,2007-12-31,0.0,manual
2007,B-KVE4NM,12/31/2007,2007-12-31,0.0,manual
2007,B-MHTAKQ,12/31/2007,2007-12-31,0.0,system
2007,B-MUVZTX,12/31/2007,2007-12-31,0.0,system
2007,B-O2NB6I,12/31/2007,2007-12-31,0.0,system
2007,B-O9B5YK,12/31/2007,2007-12-31,0.0,system
2007,B-ONZFIV,12/31/2007,2007-12-31,0.0,system
2007,B-PL1YFZ,12/31/2007,2007-12-31,0.0,system
2007,B-QF30BG,12/31/2007,2007-12-31,1.0,manual
2007,B-QFZFP4,12/31/2007,2007-12-31,0.0,manual
2007,B-QZP3T9,12/31/2007,2007-12-31,0.0,manual
2007,B-SQ4OLC,12/31/2007,2007-12-31,0.0,manual
2007,B-ST9KM6,12/31/2007,2007-12-31,0.0,system
2007,B-TB1OZ6,12/31/2007,2007-12-31,0.0,system
2007,B-TWSM8S,12/31/2007,2007-12-31,0.0,system
2007,B-TZJXP7,12/31/2007,2007-12-31,0.0,system
2007,B-VQT2JW,12/31/2007,2007-12-31,0.0,system
2007,B-WMAEKB,12/31/2007,2007-12-31,0.0,system
2007,B-WWOGAM,12/31/2007,2007-12-31,0.0,system
2007,B-Y6J2QG,12/31/2007,2007-12-31,0.0,system
2007,B-ZWRIDU,12/31/2007,2007-12-31,0.0,system
2008,A-0172SR,12/31/2008,2008-12-31,0.0,system
2008,A-03PK8Q,12/31/2008,2008-12-31,0.0,archive
2008,A-0E88G2,12/31/2008,2008-12-31,0.0,system
2008,A-2NTLLF,12/31/2008,2008-12-31,0.0,system
2008,A-5CRVMF,12/31/2008,2008-12-31,0.0,system
2008,A-6IIIXU,12/31/2008,2008-12-31,0.0,manual
2008,A-7PF3WZ,12/31/2008,2008-12-31,0.0,system
2008,A-7Y1UPH,12/31/2008,2008-12-31,0.0,manual
2008,A-84RXH2,12/31/2008,2008-12-31,0.0,system
2008,A-89F6D0,12/31/2008,2008-12-31,0.0,system
2008,A-94BI3C,12/31/2008,2008-12-31,0.0,archive
2008,A-9XOOP3,12/31/2008,2008-12-31,0.0,system
2008,A-C36F0G,12/31/2008,2008-12-31,0.0,system
2008,A-D1XPP4,12/31/2008,2008-12-31,0.0,system
2008,A-DT5C43,12/31/2008,2008-12-31,0.0,system
2008,A-EX85JQ,12/31/2008,2008-12-31,0.0,system
2008,A-F8PRQ2,12/31/2008,2008-12-31,0.0,system
2008,A-FKUFQE,12/31/2008,2008-12-31,0.0,manual
2008,A-FVDXWD,12/31/2008,2008-12-31,0.0,system
2008,A-G702PQ,12/31/2008,2008-12-31,0.0,system
2008,A-H8WKWS,12/31/2008,2008-12-31,0.0,manual
2008,A-IJCFPR,12/31/2008,2008-12-31,0.0,system
2008,A-IYWF3H,12/31/2008,2008-12-31,0.0,system
2008,A-J2JZ2Q,12/31/2008,2008-12-31,0.0,system
2008,A-MXON5D,12/31/2008,2008-12-31,0.0,archive
2008,A-O7YD44,12/31/2008,2008-12-31,0.0,system
2008,A-OL6NCQ,12/31/2008,2008-12-31,0.0,system
2008,A-PEJ45W,12/31/2008,2008-12-31,0.0,system
2008,A-PNGYIK,12/31/2008,2008-12-31,0.0,manual
2008,A-QIMT1V,12/31/2008,2008-12-31,0.0,system
2008,A-RAVTFW,12/31/2008,2008-12-31,0.0,system
2008,A-RSPF7A,12/31/2008,2008-12-31,0.0,archive
2008,A-RX0P71,12/31/2008,2008-12-31,0.0,manual
2008,A-SE4QSN,12/31/2008,2008-12-31,0.0,manual
2008,A-SY2O3L,12/31/2008,2008-12-31,0.0,system
2008,A-TFKTLD,12/31/2008,2008-12-31,0.0,archive
2008,A-TR3J8L,12/31/2008,2008-12-31,0.0,system
2008,A-U7CO9K,12/31/2008,2008-12-31,0.0,system
2008,A-UQSUBF,12/31/2008,2008-12-31,0.0,system
2008,A-UWUTDU,12/31/2008,2008-12-31,0.0,manual
2008,A-VN8DME,12/31/2008,2008-12-31,0.0,system
2008,A-VZS47E,12/31/2008,2008-12-31,0.0,archive
2008,A-W20E3T,12/31/2008,2008-12-31,0.0,system
2008,A-W69IIB,12/31/2008,2008-12-31,0.0,manual
2008,A-Y21HNQ,12/31/2008,2008-12-31,0.0,system
2008,A-YDGV2G,12/31/2008,2008-12-31,0.0,system
2008,A-ZF6S7F,12/31/2008,2008-12-31,0.0,system
2008,A-ZVBDSW,12/31/2008,2008-12-31,0.0,manual
2008,B-0T5M74,12/31/2008,2008-12-31,0.0,manual
2008,B-3C5B0M,12/31/2008,2008-12-31,0.0,system
2008,B-3LE6FV,12/31/2008,2008-12-31,0.0,system
2008,B-3PXT8X,12/31/2008,2008-12-31,0.0,system
2008,B-4H8VVL,12/31/2008,2008-12-31,1.0,system
2008,B-4Z0VCO,12/31/2008,2008-12-31,0.0,system
2008,B-5BIIQF,12/31/2008,2008-12-31,0.0,system
2008,B-6KZVQO,12/31/2008,2008-12-31,0.0,archive
2008,B-6R5YMI,12/31/2008,2008-12-31,0.0,manual
2008,B-7PFB78,12/31/2008,2008-12-31,0.0,system
2008,B-87E14Z,12/31/2008,2008-12-31,0.0,system
2008,B-91X6SZ,12/31/2008,2008-12-31,0.0,manual
2008,B-9E8KDK,12/31/2008,2008-12-31,0.0,system
2008,B-9KROIO,12/31/2008,2008-12-31,0.0,manual
2008,B-AAFB3V,12/31/2008,2008-12-31,0.0,manual
2008,B-BN8BND,12/31/2008,2008-12-31,0.0,system
2008,B-CKUMRG,12/31/2008,2008-12-31,0.0,system
2008,B-CN03FL,12/31/2008,2008-12-31,0.0,system
2008,B-CUJ2V2,12/31/2008,2008-12-31,0.0,manual
2008,B-CWABH5,12/31/2008,2008-12-31,0.0,manual
2008,B-FVUAOK,12/31/2008,2008-12-31,0.0,archive
2008,B-GFVBLE,12/31/2008,2008-12-31,0.0,system
2008,B-HVWXAK,12/31/2008,2008-12-31,0.0,archive
2008,B-I67BWI,12/31/2008,2008-12-31,0.0,system
2008,B-IOC2XD,12/31/2008,2008-12-31,0.0,manual
2008,B-J2ILS4,12/31/2008,2008-12-31,0.0,system
2008,B-JI444W,12/31/2008,2008-12-31,0.0,archive
2008,B-JRBLOP,12/31/2008,2008-12-31,0.0,archive
2008,B-JS2LBB,12/31/2008,2008-12-31,1.0,manual
2008,B-KVE4NM,12/31/2008,2008-12-31,0.0,system
2008,B-MHTAKQ,12/31/2008,2008-12-31,0.0,system
2008,B-MUVZTX,12/31/2008,2008-12-31,0.0,system
2008,B-O2NB6I,12/31/2008,2008-12-31,0.0,system
2008,B-O9B5YK,12/31/2008,2008-12-31,0.0,system
2008,B-ONZFIV,12/31/2008,2008-12-31,0.0,system
2008,B-PL1YFZ,12/31/2008,2008-12-31,0.0,system
2008,B-QF30BG,12/31/2008,2008-12-31,0.0,system
2008,B-QF6194,12/31/2008,2008-12-31,0.0,system
2008,B-QFZFP4,12/31/2008,2008-12-31,0.0,system
2008,B-QZP3T9,12/31/2008,2008-12-31,0.0,system
2008,B-SQ4OLC,12/31/2008,2008-12-31,0.0,archive
2008,B-ST9KM6,12/31/2008,2008-12-31,0.0,system
2008,B-TB1OZ6,12/31/2008,2008-12-31,0.0,system
2008,B-TWSM8S,12/31/2008,2008-12-31,0.0,system
2008,B-TZJXP7,12/31/2008,2008-12-31,0.0,system
2008,B-VQT2JW,12/31/2008,2008-12-31,0.0,system
2008,B-WMAEKB,12/31/2008,2008-12-31,0.0,system
2008,B-WWOGAM,12/31/2008,2008-12-31,0.0,system
2008,B-Y6J2QG,12/31/2008,2008-12-31,0.0,system
2008,B-ZWRIDU,12/31/2008,2008-12-31,0.0,manual
2009,A-0172SR,12/31/2009,2009-12-31,0.0,system
2009,A-03PK8Q,12/31/2009,2009-12-31,0.0,system
2009,A-0E88G2,12/31/2009,2009-12-31,0.0,system
2009,A-2NTLLF,12/31/2009,2009-12-31,0.0,system
2009,A-5CRVMF,12/31/2009,2009-12-31,0.0,system
2009,A-6IIIXU,12/31/2009,2009-12-31,0.0,manual
2009,A-7PF3WZ,12/31/2009,2009-12-31,0.0,system
2009,A-7Y1UPH,12/31/2009,2009-12-31,0.0,archive
2009,A-84RXH2,12/31/2009,2009-12-31,0.0,system
2009,A-89F6D0,12/31/2009,2009-12-31,0.0,system
2009,A-94BI3C,12/31/2009,2009-12-31,0.0,archive
2009,A-9XOOP3,12/31/2009,2009-12-31,1.0,system
2009,A-C36F0G,12/31/2009,2009-12-31,0.0,manual
2009,A-D1XPP4,12/31/2009,2009-12-31,0.0,system
2009,A-DT5C43,12/31/2009,2009-12-31,0.0,archive
2009,A-EX85JQ,12/31/2009,2009-12-31,0.0,system
2009,A-F8PRQ2,12/31/2009,2009-12-31,0.0,system
2009,A-FKUFQE,12/31/2009,2009-12-31,0.0,system
2009,A-FVDXWD,12/31/2009,2009-12-31,0.0,manual
2009,A-G702PQ,12/31/2009,2009-12-31,0.0,system
2009,A-GT87M2,12/31/2009,2009-12-31,0.0,system
2009,A-H8WKWS,12/31/2009,2009-12-31,0.0,system
2009,A-IJCFPR,12/31/2009,2009-12-31,0.0,system
2009,A-IYWF3H,12/31/2009,2009-12-31,0.0,system
2009,A-J2JZ2Q,12/31/2009,2009-12-31,0.0,archive
2009,A-MXON5D,12/31/2009,2009-12-31,0.0,system
2009,A-OL6NCQ,12/31/2009,2009-12-31,0.0,system
2009,A-PEJ45W,12/31/2009,2009-12-31,0.0,system
2009,A-PNGYIK,12/31/2009,2009-12-31,0.0,system
2009,A-QIMT1V,12/31/2009,2009-12-31,0.0,archive
2009,A-RAVTFW,12/31/2009,2009-12-31,0.0,archive
2009,A-RSPF7A,12/31/2009,2009-12-31,0.0,system
2009,A-RX0P71,12/31/2009,2009-12-31,0.0,system
2009,A-SE4QSN,12/31/2009,2009-12-31,0.0,archive
2009,A-SY2O3L,12/31/2009,2009-12-31,0.0,archive
2009,A-TFKTLD,12/31/2009,2009-12-31,0.0,system
2009,A-TR3J8L,12/31/2009,2009-12-31,0.0,archive
2009,A-U7CO9K,12/31/2009,2009-12-31,0.0,system
2009,A-UQSUBF,12/31/2009,2009-12-31,0.0,manual
2009,A-UWUTDU,12/31/2009,2009-12-31,0.0,system
2009,A-VN8DME,12/31/2009,2009-12-31,0.0,manual
2009,A-VZS47E,12/31/2009,2009-12-31,0.0,system
2009,A-W20E3T,12/31/2009,2009-12-31,0.0,archive
2009,A-W69IIB,12/31/2009,2009-12-31,0.0,archive
2009,A-Y21HNQ,12/31/2009,2009-12-31,0.0,system
2009,A-YDGV2G,12/31/2009,2009-12-31,0.0,system
2009,A-ZF6S7F,12/31/2009,2009-12-31,0.0,system
2009,A-ZL3UTG,12/31/2009,2009-12-31,0.0,system
2009,A-ZVBDSW,12/31/2009,2009-12-31,0.0,system
2009,B-0T5M74,12/31/2009,2009-12-31,0.0,archive
2009,B-3C5B0M,12/31/2009,2009-12-31,0.0,system
2009,B-3LE6FV,12/31/2009,2009-12-31,0.0,system
2009,B-3PXT8X,12/31/2009,2009-12-31,0.0,manual
2009,B-4H8VVL,12/31/2009,2009-12-31,0.0,system
2009,B-4Z0VCO,12/31/2009,2009-12-31,0.0,system
2009,B-5BIIQF,12/31/2009,2009-12-31,0.0,system
2009,B-6KZVQO,12/31/2009,2009-12-31,0.0,system
2009,B-6R5YMI,12/31/2009,2009-12-31,0.0,system
2009,B-7PFB78,12/31/2009,2009-12-31,0.0,system
2009,B-87E14Z,12/31/2009,2009-12-31,0.0,manual
2009,B-91X6SZ,12/31/2009,2009-12-31,0.0,system
2009,B-9E8KDK,12/31/2009,2009-12-31,0.0,archive
2009,B-9KROIO,12/31/2009,2009-12-31,0.0,system
2009,B-AAFB3V,12/31/2009,2009-12-31,0.0,system
2009,B-BN8BND,12/31/2009,2009-12-31,0.0,system
2009,B-CKUMRG,12/31/2009,2009-12-31,0.0,system
2009,B-CN03FL,12/31/2009,2009-12-31,0.0,system
2009,B-CUJ2V2,12/31/2009,2009-12-31,0.0,system
2009,B-CWABH5,12/31/2009,2009-12-31,0.0,system
2009,B-FVUAOK,12/31/2009,2009-12-31,0.0,system
2009,B-GFVBLE,12/31/2009,2009-12-31,0.0,archive
2009,B-HVWXAK,12/31/2009,2009-12-31,0.0,manual
2009,B-I67BWI,12/31/2009,2009-12-31,0.0,system
2009,B-IOC2XD,12/31/2009,2009-12-31,0.0,manual
2009,B-J2ILS4,12/31/2009,2009-12-31,0.0,system
2009,B-JI444W,12/31/2009,2009-12-31,0.0,archive
2009,B-JRBLOP,12/31/2009,2009-12-31,0.0,system
2009,B-JS2LBB,12/31/2009,2009-12-31,0.0,system
2009,B-KVE4NM,12/31/2009,2009-12-31,0.0,system
2009,B-MHTAKQ,12/31/2009,2009-12-31,0.0,system
2009,B-MUVZTX,12/31/2009,2009-12-31,0.0,system
2009,B-O2NB6I,12/31/2009,2009-12-31,0.0,system
2009,B-O9B5YK,12/31/2009,2009-12-31,0.0,system
2009,B-ONZFIV,12/31/2009,2009-12-31,0.0,manual
2009,B-PL1YFZ,12/31/2009,2009-12-31,0.0,system
2009,B-QF30BG,12/31/2009,2009-12-31,0.0,manual
2009,B-QF6194,12/31/2009,2009-12-31,0.0,system
2009,B-QFZFP4,12/31/2009,2009-12-31,0.0,manual
2009,B-QZP3T9,12/31/2009,2009-12-31,0.0,system
2009,B-SQ4OLC,12/31/2009,2009-12-31,0.0,archive
2009,B-ST9KM6,12/31/2009,2009-12-31,0.0,manual
2009,B-TB1OZ6,12/31/2009,2009-12-31,0.0,system
2009,B-TWSM8S,12/31/2009,2009-12-31,0.0,system
2009,B-TZJXP7,12/31/2009,2009-12-31,0.0,system
2009,B-VQT2JW,12/31/2009,2009-12-31,0.0,archive
2009,B-WMAEKB,12/31/2009,2009-12-31,0.0,system
2009,B-WWOGAM,12/31/2009,2009-12-31,0.0,archive
2009,B-Y6J2QG,12/31/2009,2009-12-31,0.0,system
2009,B-ZWRIDU,12/31/2009,2009-12-31,0.0,system
2010,A-0172SR,12/31/2010,2010-12-31,0.0,archive
2010,A-03PK8Q,12/31/2010,2010-12-31,0.0,archive
2010,A-0E88G2,12/31/2010,2010-12-31,0.0,system
2010,A-2NTLLF,12/31/2010,2010-12-31,0.0,system
2010,A-5CRVMF,12/31/2010,2010-12-31,0.0,system
2010,A-6IIIXU,12/31/2010,2010-12-31,0.0,system
2010,A-7PF3WZ,12/31/2010,2010-12-31,0.0,manual
2010,A-7Y1UPH,12/31/2010,2010-12-31,0.0,manual
2010,A-84RXH2,12/31/2010,2010-12-31,0.0,system
2010,A-89F6D0,12/31/2010,2010-12-31,0.0,system
2010,A-94BI3C,12/31/2010,2010-12-31,0.0,system
2010,A-9XOOP3,12/31/2010,2010-12-31,0.0,archive
2010,A-C36F0G,12/31/2010,2010-12-31,0.0,system
2010,A-D1XPP4,12/31/2010,2010-12-31,0.0,system
2010,A-DT5C43,12/31/2010,2010-12-31,0.0,manual
2010,A-EX85JQ,12/31/2010,2010-12-31,0.0,manual
2010,A-F8PRQ2,12/31/2010,2010-12-31,0.0,system
2010,A-FKUFQE,12/31/2010,2010-12-31,0.0,manual
2010,A-FVDXWD,12/31/2010,2010-12-31,0.0,system
2010,A-G702PQ,12/31/2010,2010-12-31,0.0,manual
2010,A-GT87M2,12/31/2010,2010-12-31,0.0,system
2010,A-H8WKWS,12/31/2010,2010-12-31,0.0,manual
2010,A-IJCFPR,12/31/2010,2010-12-31,0.0,manual
2010,A-IYWF3H,12/31/2010,2010-12-31,0.0,archive
2010,A-J2JZ2Q,12/31/2010,2010-12-31,0.0,system
2010,A-MXON5D,12/31/2010,2010-12-31,0.0,system
2010,A-O7YD44,12/31/2010,2010-12-31,0.0,system
2010,A-OL6NCQ,12/31/2010,2010-12-31,0.0,manual
2010,A-PEJ45W,12/31/2010,2010-12-31,0.0,system
2010,A-PNGYIK,12/31/2010,2010-12-31,0.0,system
2010,A-QIMT1V,12/31/2010,2010-12-31,0.0,manual
2010,A-RAVTFW,12/31/2010,2010-12-31,0.0,system
2010,A-RSPF7A,12/31/2010,2010-12-31,0.0,system
2010,A-RX0P71,12/31/2010,2010-12-31,0.0,system
2010,A-SE4QSN,12/31/2010,2010-12-31,0.0,system
2010,A-SY2O3L,12/31/2010,2010-12-31,0.0,archive
2010,A-TFKTLD,12/31/2010,2010-12-31,0.0,system
2010,A-TR3J8L,12/31/2010,2010-12-31,0.0,system
2010,A-U7CO9K,12/31/2010,2010-12-31,0.0,system
2010,A-UQSUBF,12/31/2010,2010-12-31,0.0,archive
2010,A-UWUTDU,12/31/2010,2010-12-31,0.0,manual
2010,A-VN8DME,12/31/2010,2010-12-31,0.0,archive
2010,A-VZS47E,12/31/2010,2010-12-31,0.0,system
