portfolio_loss,portfolio_loss_rate,number_of_defaults
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
2999238.710377632,0.004407569162384103,1
0.0,0.0,0
0.0,0.0,0
15330368.52571554,0.0225289368692564,1
31710178.488427147,0.04660009366899961,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27357627.594651505,0.040203747479303546,2
0.0,0.0,0
13158355.870652433,0.01933702821402342,1
0.0,0.0,0
8034062.9486773275,0.011806558770636948,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
15177559.552134246,0.022304374510361106,2
0.0,0.0,0
14439093.40519818,0.021219152248645835,1
0.0,0.0,0
8868899.02430052,0.01303340267933645,1
18419337.382283803,0.027068370102318707,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
45852503.38236378,0.06738312600025535,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
20512628.10310412,0.03014459194390421,2
0.0,0.0,0
77319512.57360916,0.1136258671545023,9
0.0,0.0,0
7613503.072815756,0.011188519688462607,1
14439093.40519818,0.021219152248645835,1
0.0,0.0,0
16784890.311201133,0.02466644774678004,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
15035003.375447877,0.02209487927875578,1
15035003.375447877,0.02209487927875578,1
0.0,0.0,0
0.0,0.0,0
19621352.982586756,0.028834807323293642,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8034062.9486773275,0.011806558770636948,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
17510906.764428075,0.025733374403719478,1
7384177.026644446,0.010851510698234925,1
13158355.870652433,0.01933702821402342,1
0.0,0.0,0
0.0,0.0,0
17455059.878443703,0.02565130390642021,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10226225.494510083,0.01502807895257983,2
0.0,0.0,0
0.0,0.0,0
17360580.419145193,0.025512460422624818,2
0.0,0.0,0
5960573.837092887,0.008759436634230507,1
11340343.460939737,0.01666534509451861,1
0.0,0.0,0
0.0,0.0,0
5395283.542444266,0.007928707135485616,1
8868899.02430052,0.01303340267933645,1
0.0,0.0,0
17048213.115657818,0.025053417102923636,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8868899.02430052,0.01303340267933645,1
0.0,0.0,0
5960573.837092887,0.008759436634230507,1
14439093.40519818,0.021219152248645835,1
0.0,0.0,0
25044943.58595808,0.03680511345801467,2
36372404.54572211,0.0534515269100735,3
0.0,0.0,0
15330368.52571554,0.0225289368692564,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8034062.9486773275,0.011806558770636948,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8868899.02430052,0.01303340267933645,1
5444546.850261398,0.008001102652261434,1
0.0,0.0,0
15330368.52571554,0.0225289368692564,1
7613503.072815756,0.011188519688462607,1
10845671.861959005,0.01593839419273454,1
18419337.382283803,0.027068370102318707,1
0.0,0.0,0
14199271.723999074,0.02086671926528013,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7384177.026644446,0.010851510698234925,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
0.0,0.0,0
0.0,0.0,0
22714545.552359983,0.03338044756749132,2
2999238.710377632,0.004407569162384103,1
5395283.542444266,0.007928707135485616,1
0.0,0.0,0
3909670.548554421,0.005745505779605024,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
11340343.460939737,0.01666534509451861,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10502839.911227165,0.015434581165549589,1
0.0,0.0,0
0.0,0.0,0
52164053.86454795,0.07665834480022972,6
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8868899.02430052,0.01303340267933645,1
0.0,0.0,0
0.0,0.0,0
8868899.02430052,0.01303340267933645,1
0.0,0.0,0
0.0,0.0,0
58264569.20430328,0.0856234342387997,5
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
38801849.1272365,0.057021747907206384,3
0.0,0.0,0
5395283.542444266,0.007928707135485616,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8868899.02430052,0.01303340267933645,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
26377592.565755688,0.03876352461325713,2
0.0,0.0,0
17510906.764428075,0.025733374403719478,1
17048213.115657818,0.025053417102923636,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
28285817.800615497,0.04156778113040254,2
0.0,0.0,0
0.0,0.0,0
28959815.91940622,0.04255826358636979,2
11428295.851894356,0.01679459664251584,1
40818899.193926774,0.05998592933170176,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25284765.267157182,0.03715754644138037,2
0.0,0.0,0
14439093.40519818,0.021219152248645835,1
31286345.800586082,0.04597724498460681,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
11340343.460939737,0.01666534509451861,1
2999238.710377632,0.004407569162384103,1
5843298.617235378,0.008587093352327917,1
5182259.577388579,0.007615655074647812,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5843298.617235378,0.008587093352327917,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8034062.9486773275,0.011806558770636948,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
11428295.851894356,0.01679459664251584,1
5444546.850261398,0.008001102652261434,1
11355857.379537154,0.016688143769716123,2
3909670.548554421,0.005745505779605024,1
0.0,0.0,0
0.0,0.0,0
16482922.821009198,0.02422268760417875,2
5843298.617235378,0.008587093352327917,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5843298.617235378,0.008587093352327917,1
0.0,0.0,0
20970760.547198445,0.030817846268707046,2
5182259.577388579,0.007615655074647812,1
0.0,0.0,0
23996360.954263583,0.03526415559571557,2
10845671.861959005,0.01593839419273454,1
0.0,0.0,0
21663510.34236801,0.03183588548775035,2
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
5444546.850261398,0.008001102652261434,1
0.0,0.0,0
8034062.9486773275,0.011806558770636948,1
25833208.436942704,0.037963518034805986,2
11087639.278564932,0.016293980468693132,1
0.0,0.0,0
10577543.119832845,0.015544362210133429,2
0.0,0.0,0
0.0,0.0,0
32136614.22476743,0.047226767696221444,3
0.0,0.0,0
5960573.837092887,0.008759436634230507,1
11087639.278564932,0.016293980468693132,1
15127461.929963065,0.022230752916379125,1
15127461.929963065,0.022230752916379125,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6316554.945955662,0.009282573172974805,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
26463299.227342233,0.03888947592127162,2
0.0,0.0,0
8034062.9486773275,0.011806558770636948,1
2999238.710377632,0.004407569162384103,1
0.0,0.0,0
11428295.851894356,0.01679459664251584,1
0.0,0.0,0
0.0,0.0,0
21420577.312982496,0.0314788801833245,2
8034062.9486773275,0.011806558770636948,1
0.0,0.0,0
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
7613503.072815756,0.011188519688462607,1
23814620.92472807,0.034997077237804326,2
0.0,0.0,0
28300731.740402706,0.04158969809915475,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5182259.577388579,0.007615655074647812,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
42711519.67579092,0.06276725368681141,4
10502839.911227165,0.015434581165549589,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
22677897.500480898,0.033326590959557846,2
2999238.710377632,0.004407569162384103,1
0.0,0.0,0
23518664.30269635,0.034562150442495616,2
6316554.945955662,0.009282573172974805,1
0.0,0.0,0
0.0,0.0,0
5182259.577388579,0.007615655074647812,1
0.0,0.0,0
8959812.54747052,0.01316700579661461,2
71973803.60207619,0.10577001295640744,7
0.0,0.0,0
10502839.911227165,0.015434581165549589,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
17510906.764428075,0.025733374403719478,1
0.0,0.0,0
16573315.620286275,0.024355525485077217,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
26176040.387674544,0.03846733106199094,2
0.0,0.0,0
0.0,0.0,0
12178320.841756614,0.017896805347977003,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
15035003.375447877,0.02209487927875578,1
0.0,0.0,0
24969790.854630418,0.036694671811632,2
2999238.710377632,0.004407569162384103,1
15127461.929963065,0.022230752916379125,1
0.0,0.0,0
22511638.956607513,0.033082263614614055,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
42847583.47683712,0.0629672079657199,3
30597658.22404042,0.044965175450295713,2
0.0,0.0,0
5182259.577388579,0.007615655074647812,1
18419337.382283803,0.027068370102318707,1
0.0,0.0,0
26670711.986655276,0.03919428196377501,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
12778569.57285494,0.018778908458941472,2
14439093.40519818,0.021219152248645835,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
23284076.958171487,0.03421740964476058,3
0.0,0.0,0
25833208.436942704,0.037963518034805986,2
0.0,0.0,0
36298124.87178506,0.05334236827621615,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
12178320.841756614,0.017896805347977003,1
30356866.30502914,0.04461131664168765,3
0.0,0.0,0
5843298.617235378,0.008587093352327917,1
18879734.810636334,0.02774495296337149,2
18034242.08582551,0.026502448441139886,2
26787803.264343116,0.03936635493113682,2
0.0,0.0,0
0.0,0.0,0
19621352.982586756,0.028834807323293642,2
15127461.929963065,0.022230752916379125,1
0.0,0.0,0
61342195.40035253,0.0901461987217055,5
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
22637319.45583228,0.03326695898106802,2
11340343.460939737,0.01666534509451861,1
0.0,0.0,0
12178320.841756614,0.017896805347977003,1
0.0,0.0,0
2999238.710377632,0.004407569162384103,1
2999238.710377632,0.004407569162384103,1
0.0,0.0,0
3909670.548554421,0.005745505779605024,1
17455059.878443703,0.02565130390642021,1
0.0,0.0,0
2999238.710377632,0.004407569162384103,1
0.0,0.0,0
3909670.548554421,0.005745505779605024,1
0.0,0.0,0
0.0,0.0,0
47061071.97236046,0.0691591932500758,4
0.0,0.0,0
15127461.929963065,0.022230752916379125,1
15185453.970256181,0.022315975852311255,2
8868899.02430052,0.01303340267933645,1
14264182.566744786,0.020962109814822067,2
8034062.9486773275,0.011806558770636948,1
14439093.40519818,0.021219152248645835,1
7384177.026644446,0.010851510698234925,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
19001654.48788781,0.027924121566351337,2
15127461.929963065,0.022230752916379125,1
0.0,0.0,0
0.0,0.0,0
10502839.911227165,0.015434581165549589,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
13158355.870652433,0.01933702821402342,1
0.0,0.0,0
23307992.4294987,0.03425255492798228,2
17455059.878443703,0.02565130390642021,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27309085.610279057,0.04013241199251464,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25973133.79192207,0.03816914710911366,2
0.0,0.0,0
52267589.93554607,0.07681049754223945,5
0.0,0.0,0
19562497.868401058,0.028748316046211926,2
0.0,0.0,0
41713313.23683639,0.06130032679539525,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
13158355.870652433,0.01933702821402342,1
0.0,0.0,0
5182259.577388579,0.007615655074647812,1
5182259.577388579,0.007615655074647812,1
0.0,0.0,0
10577543.119832845,0.015544362210133429,2
0.0,0.0,0
14439093.40519818,0.021219152248645835,1
18340615.448041014,0.026952683288671234,2
23601596.959672384,0.034684025176966525,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
17162226.807914667,0.025220967365709345,2
16027931.439347584,0.023554049267382353,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5182259.577388579,0.007615655074647812,1
43591811.796532534,0.06406089810125747,4
26617414.24695479,0.039115957596622834,2
0.0,0.0,0
15127461.929963065,0.022230752916379125,1
0.0,0.0,0
11428295.851894356,0.01679459664251584,1
13629447.393690683,0.020029326717113397,1
0.0,0.0,0
0.0,0.0,0
31577693.252936237,0.04640539831634213,2
0.0,0.0,0
11761101.79621706,0.01728367582523624,2
7384177.026644446,0.010851510698234925,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
13629447.393690683,0.020029326717113397,1
11087639.278564932,0.016293980468693132,1
0.0,0.0,0
5395283.542444266,0.007928707135485616,1
21646923.4716712,0.031811510042231206,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6316554.945955662,0.009282573172974805,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
21348511.77318617,0.03137297535828413,2
0.0,0.0,0
18419337.382283803,0.027068370102318707,1
22498346.417991202,0.033062729396449844,2
0.0,0.0,0
30613415.749096137,0.04498833212044363,2
17455059.878443703,0.02565130390642021,1
12178320.841756614,0.017896805347977003,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
32582521.80840677,0.04788205682279934,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
18879734.810636334,0.02774495296337149,2
0.0,0.0,0
0.0,0.0,0
8868899.02430052,0.01303340267933645,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7384177.026644446,0.010851510698234925,1
18419337.382283803,0.027068370102318707,1
14439093.40519818,0.021219152248645835,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
12178320.841756614,0.017896805347977003,1
43136424.05453942,0.06339167728812524,3
13629447.393690683,0.020029326717113397,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
13629447.393690683,0.020029326717113397,1
5395283.542444266,0.007928707135485616,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
0.0,0.0,0
0.0,0.0,0
25973133.79192207,0.03816914710911366,2
5182259.577388579,0.007615655074647812,1
0.0,0.0,0
16253076.050944965,0.023884913377571374,2
0.0,0.0,0
24665318.899708264,0.036247231201225666,3
0.0,0.0,0
12178320.841756614,0.017896805347977003,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
11340343.460939737,0.01666534509451861,1
0.0,0.0,0
11405120.687354285,0.016760539286491943,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7613503.072815756,0.011188519688462607,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
16806245.69905189,0.024697830826965046,2
10502839.911227165,0.015434581165549589,1
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
0.0,0.0,0
0.0,0.0,0
25558030.141943652,0.03755912629266202,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
24735892.328239463,0.03635094327529351,2
5395283.542444266,0.007928707135485616,1
3909670.548554421,0.005745505779605024,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
13158355.870652433,0.01933702821402342,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
18329607.23609317,0.0269365060316405,2
27428334.85125077,0.04030765622210064,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7613503.072815756,0.011188519688462607,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
17510906.764428075,0.025733374403719478,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
33810832.34072587,0.049687136093531876,3
0.0,0.0,0
34617286.68635837,0.05087227127212956,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
22955453.614689473,0.03373447705598091,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10502839.911227165,0.015434581165549589,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
15127461.929963065,0.022230752916379125,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
17510906.764428075,0.025733374403719478,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
11087639.278564932,0.016293980468693132,1
0.0,0.0,0
29732813.87903463,0.043694232509968754,2
35545273.099779,0.05223600543732017,5
8034062.9486773275,0.011806558770636948,1
0.0,0.0,0
11340343.460939737,0.01666534509451861,1
0.0,0.0,0
7384177.026644446,0.010851510698234925,1
10502839.911227165,0.015434581165549589,1
5843298.617235378,0.008587093352327917,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
22419180.402092323,0.03294638997699071,2
57506594.18985187,0.08450954247420153,5
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25537843.286675043,0.03752946044430537,2
0.0,0.0,0
26355926.720339496,0.03873168529623213,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
0.0,0.0,0
0.0,0.0,0
18879734.810636334,0.02774495296337149,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5960573.837092887,0.008759436634230507,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
24941933.316425346,0.03665373341419542,2
0.0,0.0,0
0.0,0.0,0
45602918.324335,0.06701634512304369,5
26787803.264343116,0.03936635493113682,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
21931135.763121523,0.03222917780806543,2
0.0,0.0,0
0.0,0.0,0
15127461.929963065,0.022230752916379125,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
63812554.82416812,0.09377654664257627,5
0.0,0.0,0
14439093.40519818,0.021219152248645835,1
15330368.52571554,0.0225289368692564,1
28542699.157008633,0.04194528437511334,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5182259.577388579,0.007615655074647812,1
0.0,0.0,0
0.0,0.0,0
10845671.861959005,0.01593839419273454,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
19902200.68335548,0.029247530612357502,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
14199271.723999074,0.02086671926528013,1
7613503.072815756,0.011188519688462607,1
0.0,0.0,0
15330368.52571554,0.0225289368692564,1
14439093.40519818,0.021219152248645835,1
0.0,0.0,0
0.0,0.0,0
3909670.548554421,0.005745505779605024,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
19371738.935527682,0.028467983844886035,2
0.0,0.0,0
22273967.71385336,0.03273299083525038,2
0.0,0.0,0
0.0,0.0,0
11087639.278564932,0.016293980468693132,1
0.0,0.0,0
11087639.278564932,0.016293980468693132,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
15330368.52571554,0.0225289368692564,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7613503.072815756,0.011188519688462607,1
0.0,0.0,0
0.0,0.0,0
42636151.29743522,0.06265649513361253,3
0.0,0.0,0
0.0,0.0,0
24586651.72254679,0.036131624856539264,2
11428295.851894356,0.01679459664251584,1
14439093.40519818,0.021219152248645835,1
13158355.870652433,0.01933702821402342,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
41052240.848269254,0.0603288395096816,4
0.0,0.0,0
5843298.617235378,0.008587093352327917,1
0.0,0.0,0
5843298.617235378,0.008587093352327917,1
