date,industry,index_return
2023-03-15,Industry A,-0.016682969987222344
2023-03-16,Industry A,-0.002938742812796822
2023-03-17,Industry A,-0.01523356044050549
2023-03-20,Industry A,0.0008450307558860243
2023-03-21,Industry A,-0.010781495913754014
2023-03-22,Industry A,0.004844704752748927
2023-03-23,Industry A,0.0021013766059968194
2023-03-24,Industry A,0.00952487550789078
2023-03-27,Industry A,-0.00541571575989151
2023-03-28,IndustryA,0.005813837394915885
2023-03-29,industry a,0.007752848073226405
2023-03-30,Industry A,0.010025167404169304
2023-03-31,Ind. A,0.009616264593580238
2023-04-03,Industry A,-0.009454319562697763
2023-04-04,Industry A,0.01872191427217464
2023-04-05,Ind. A,-0.02037383074595346
2023-04-06,industry a,0.009462491508437941
2023-04-07,Industry A,-0.005944737031829525
2023-04-10,Industry A,-0.012367445756605725
2023-04-11,Industry A,0.0027366377005792106
2023-04-12,Industry A,0.006156116412088778
2023-04-13,industry a,0.0025829434481782023
14/04/2023,Industry A,-0.0029105111117809983
2023-04-17,industry a,0.0014904101606436132
2023-04-18,Industry A,0.00947047769099313
19/04/2023,Industry A,0.0007306040348021972
2023-04-20,Industry A,0.0010120550967525146
2023-04-21,Industry A,0.0025181789577583807
2023-04-24,industry a,-0.0060852733424948255
2023-04-25,industry a,0.013021544806931578
2023-04-26,Industry A,0.028254141430065983
2023-04-27,Industry A,0.004089070667840564
2023-04-28,IndustryA,-0.004018296821719518
2023-05-01,Industry A,0.010355648747692757
2023-05-02,Industry A,0.015309378192016831
03/05/2023,industry a,-0.0037860223580680643
2023-05-04,Ind. A,0.004930851793304369
2023-05-05,Industry A,-0.008131165146976826
2023-05-08,Industry A,0.011438832270281456
2023-05-09,Industry A,0.0017283497078778277
2023-05-10,Industry A,0.008977908895291216
2023-05-11,Industry A,-0.012706867433716185
2023-05-12,Industry A,0.0074115114163987635
2023-05-15,Industry A,-0.00951344474916793
16/05/2023,Industry A,-0.00872633112514761
2023-05-17,Industry A,-0.011127442296664026
2023-05-18,Industry A,0.00780105849232819
2023-05-19,Industry A,0.015166537053709404
2023-05-22,Industry A,-0.020310713246921866
2023-05-23,Industry A,-0.007194101010094286
2023-05-24,Industry A,-0.01273099897124455
2023-05-25,Industry A,-0.014399244583472859
2023-05-26,Industry A,0.0008203798571433756
2023-05-29,Industry A,0.00629274141965903
2023-05-30,Industry A,-0.0042809072418865885
2023-05-31,Industry A,0.003013173397785173
2023-06-01,Industry A,-0.01182850894919461
2023-06-02,Industry A,0.00040801554981568795
2023-06-05,IndustryA,-0.005421108374793494
2023-06-06,Industry A,0.00678779448892293
2023-06-07,Industry A,-0.010972881855305238
08/06/2023,Industry A,0.000641665989163457
2023-06-09,Industry A,-0.022075738805373484
2023-06-12,Industry A,0.0003688649944820577
2023-06-13,Industry A,-0.009560684948160116
2023-06-14,Ind. A,-0.0019223103228735525
15/06/2023,Industry A,0.007457498990606815
2023-06-16,IndustryA,-0.003332172682326998
2023-06-19,Industry A,0.005451868082411674
2023-06-20,Industry A,
2023-06-21,Industry A,0.011955024093871678
2023-06-22,IndustryA,0.021539850880637867
2023-06-23,Ind. A,0.0003667785119901343
2023-06-26,Industry A,-0.000976882822390091
2023-06-27,Industry A,-0.01762674403877286
28/06/2023,industry a,-0.00902026791457495
2023-06-29,Industry A,-0.00932852250038624
2023-06-30,IndustryA,0.0030115803245227726
2023-07-03,Industry A,0.007151383655851195
04/07/2023,Industry A,0.003527474374530162
2023-07-05,IndustryA,-0.012730735946407903
2023-07-06,industry a,0.019193953361280002
2023-07-07,Industry A,-0.012327328857623705
2023-07-10,Industry A,-0.0008823089605286602
2023-07-11,Industry A,-0.0034596786245572
2023-07-12,Industry A,-0.00947192330598157
2023-07-13,Industry A,0.011511123450797509
2023-07-14,IndustryA,-0.00724622344778394
2023-07-17,IndustryA,-0.008735480277262758
2023-07-18,Industry A,0.01418806507860583
2023-07-19,Ind. A,-0.0008142385781376814
20/07/2023,Industry A,-0.02837520808146305
2023-07-21,Industry A,-0.013989406866477249
2023-07-24,industry a,0.003160197795328929
2023-07-25,IndustryA,0.0068110925707224835
2023-07-26,industry a,-0.009217350965871896
27/07/2023,Industry A,-0.0021397586334374434
2023-07-28,Industry A,0.009672398668036465
2023-07-31,Industry A,-0.0023712993106535826
2023-08-01,Industry A,-0.005265774986257808
2023-08-02,Industry A,-0.012885367030605731
2023-08-03,Industry A,0.011100719567207654
2023-08-04,Industry A,-0.03656535839574875
2023-08-07,Industry A,0.02283426990267298
2023-08-08,Industry A,-0.023609718677547954
2023-08-09,Industry A,0.00036026709852407426
2023-08-10,Industry A,0.0035235041026323837
2023-08-11,Industry A,0.004556110972574199
2023-08-14,industry a,0.02752916538267318
2023-08-15,Industry A,-0.01876407181414642
2023-08-16,Industry A,0.013897769217238613
2023-08-17,industry a,-0.004919259796709195
2023-08-18,Industry A,0.011332908794614464
2023-08-21,Industry A,-0.008800020834982138
2023-08-22,IndustryA,-0.003473428581519447
2023-08-23,Industry A,-0.010480248997163237
2023-08-24,Industry A,-0.00501639368467761
2023-08-25,Industry A,-0.005718662146070929
2023-08-28,Ind. A,0.00036050975259035095
2023-08-29,Industry A,0.0033370449527596203
2023-08-30,Industry A,0.0035508986472027474
2023-08-31,IndustryA,0.0008712722015888087
2023-09-01,Industry A,0.0045959952038005245
2023-09-04,industry a,0.005059787827096121
2023-09-05,Ind. A,-0.0030447633051453042
2023-09-06,Industry A,0.015293347410433315
2023-09-07,Industry A,0.00034059701263238303
2023-09-08,Industry A,0.006400433823781595
2023-09-11,Industry A,0.01783924677129477
2023-09-12,Industry A,0.01219608823846387
2023-09-13,IndustryA,-0.018430089679600654
2023-09-14,industry a,-0.0002032412794737037
2023-09-15,IndustryA,0.0012159353687931653
2023-09-18,Industry A,0.010214306568428692
2023-09-19,Ind. A,0.010327242698640268
2023-09-20,industry a,-0.0020808600748089385
2023-09-21,Ind. A,-0.0020630335960721176
22/09/2023,Industry A,-0.011437604741380884
2023-09-25,Industry A,-0.008101236916027757
2023-09-26,Industry A,0.009193484184878765
2023-09-27,Industry A,0.007659215757451656
2023-09-28,Industry A,0.0025706753903300423
2023-09-29,Ind. A,-0.02603730374500681
2023-10-02,Industry A,0.0040878830752657325
2023-10-03,industry a,0.01905602979298841
2023-10-04,Industry A,-0.011776283119526533
2023-10-05,Industry A,0.005964011550576554
2023-10-06,Industry A,0.017961190444566993
2023-10-09,IndustryA,-0.004453455466591487
2023-10-10,Industry A,0.009666894600598875
2023-10-11,Industry A,-0.002661236211763632
2023-10-12,Industry A,0.019314945069473694
2023-10-13,Industry A,-0.02907099566287139
2023-10-16,Industry A,-0.008188262237247116
2023-10-17,industry a,-0.0008404564101054838
2023-10-18,Industry A,0.009684086981416448
2023-10-19,Industry A,-0.006004170699452323
2023-10-20,IndustryA,-0.0071690173041324195
2023-10-23,Industry A,0.008222664119080831
2023-10-24,Industry A,-0.00033994249171607604
2023-10-25,Industry A,0.008671636960385795
2023-10-26,Industry A,0.0039055913221779886
2023-10-27,Industry A,-0.013718071429203582
30/10/2023,Industry A,-0.001999570677127118
2023-10-31,Industry A,0.007264439338581808
2023-11-01,Industry A,0.011962290460061864
2023-11-02,Industry A,-0.008170686479155696
2023-11-03,Industry A,-0.019569955588569266
2023-11-06,industry a,-0.004055050567016298
2023-11-07,Industry A,-0.006228578473232802
2023-11-08,Industry A,0.01910813110604792
2023-11-09,Industry A,-0.017096209596808645
2023-11-10,Industry A,0.016481157889567558
2023-11-13,Industry A,-0.007385029873706931
14/11/2023,Industry A,-0.027725197563343726
2023-11-15,Industry A,-0.0031688008102085424
2023-11-16,Industry A,-0.0050287610580008755
2023-11-17,Industry A,0.013805471270768144
2023-11-20,Industry A,-0.006722181677779751
2023-11-21,IndustryA,0.02206466265611411
2023-11-22,Industry A,0.012530972846645862
2023-11-23,Industry A,0.0014296684052378808
2023-11-24,IndustryA,-0.011296139208414751
2023-11-27,Industry A,0.0035169723710450538
2023-11-28,Industry A,-0.0013568344382620383
2023-11-29,Industry A,0.007054088795492566
30/11/2023,IndustryA,0.009076310100955077
01/12/2023,Industry A,0.03144351558500492
04/12/2023,Industry A,
2023-12-05,Industry A,0.010029250026945661
2023-12-06,industry a,-0.004637952123160587
2023-12-07,Industry A,-0.009731010888815936
2023-12-08,industry a,0.0012751132084212159
2023-12-11,Industry A,-0.00705518339415449
2023-12-12,Industry A,-0.022799169610218533
2023-12-13,Industry A,-0.015558012618399246
2023-12-14,Industry A,-0.01406656184317126
2023-12-15,Industry A,-0.009089030619784597
2023-12-18,IndustryA,0.016070051978277468
2023-12-19,Industry A,0.0003935529833120465
2023-12-20,Industry A,-0.004998791879476255
2023-12-21,Industry A,0.007210028880227482
2023-12-22,IndustryA,0.0006377690673707778
2023-12-25,Ind. A,0.0027405654100471646
2023-12-26,Ind. A,-0.0031608235225705048
2023-12-27,Industry A,-0.010374861369232604
28/12/2023,Industry A,-0.00022989695999146568
29/12/2023,industry a,-0.0011718660160569716
2024-01-01,Industry A,0.010375504921564398
02/01/2024,industry a,0.00017299706595011132
2024-01-03,Industry A,-0.008221203355201389
04/01/2024,Industry A,-0.008943898285923884
2024-01-05,Industry A,0.026727690528718873
2024-01-08,Industry A,-0.026110521889688904
2024-01-09,Industry A,0.01498250161147164
2024-01-10,Industry A,
11/01/2024,industry a,0.0060134412709810636
12/01/2024,Industry A,0.011233084119763828
2024-01-15,Industry A,0.0045055530068750516
2024-01-16,Industry A,-0.003485524877029425
2024-01-17,IndustryA,0.02068121168502768
2024-01-18,Ind. A,0.009858566790348548
2024-01-19,Industry A,-0.006838187811039571
2024-01-22,Industry A,0.01743192821321257
2024-01-23,Industry A,-0.02033767791676551
2024-01-24,Industry A,0.021587525512456542
2024-01-25,Industry A,-0.02140574430081017
2024-01-26,Industry A,0.008388710117753512
2024-01-29,Industry A,-0.004257012832984824
30/01/2024,Ind. A,-0.006303800802714311
2024-01-31,Ind. A,0.006706343428691072
2024-02-01,Ind. A,0.0019461776640271444
2024-02-02,Industry A,0.01274768144251119
2024-02-05,Industry A,-0.019263101521962513
2024-02-06,Industry A,0.007774859936805773
2024-02-07,Industry A,0.005092740435416466
2024-02-08,Industry A,0.009649792452626304
2024-02-09,Industry A,-0.005645362729782138
2024-02-12,Industry A,0.024447676385309983
2024-02-13,Industry A,0.006197457251549586
2024-02-14,Industry A,-0.0010988000598756787
15/02/2024,Industry A,-0.024820339560158538
2024-02-16,Industry A,-0.004360456746306351
2024-02-19,Industry A,0.010274817089291026
2024-02-20,Industry A,0.018081492107558862
2024-02-21,Industry A,0.0007526976629253859
2024-02-22,Industry A,
2024-02-23,Industry A,-0.011098451226757613
2024-02-26,Industry A,0.005474193731497143
2024-02-27,Industry A,0.005832327915449289
2024-02-28,Industry A,0.007879233989609496
2024-02-29,IndustryA,0.002394976761544461
2024-03-01,Industry A,0.0047752566809717055
2024-03-04,Industry A,-0.011365302246812663
2024-03-05,Industry A,0.016668108114398218
2024-03-06,IndustryA,0.011815985654646375
2024-03-07,Industry A,0.004277702893885167
2024-03-08,Industry A,0.012132205617491822
2024-03-11,Industry A,0.017121943943623232
2024-03-12,Ind. A,0.007690211269634391
13/03/2024,Industry A,0.026103908128458007
2024-03-14,Industry A,0.008755969104141191
15/03/2024,Industry A,-0.009672424276949212
2024-03-18,Industry A,0.0036426934195112567
2024-03-19,industry a,0.01265947914780583
2024-03-20,Industry A,0.017135803830520543
2024-03-21,IndustryA,0.0026564802322463594
2024-03-22,Industry A,-0.010569915650255947
2024-03-25,Industry A,-0.002157981044777288
2024-03-26,Industry A,-0.015770527031361888
2024-03-27,industry a,0.010084651124525508
2024-03-28,industry a,-0.004506712155043398
2024-03-29,Ind. A,-0.007947751772223784
2024-04-01,Ind. A,0.011364534291474706
2024-04-02,Industry A,0.02008851344278996
2024-04-03,Ind. A,-0.007997101619022095
2024-04-04,Industry A,0.002737521828367006
2024-04-05,IndustryA,-0.001661597574167121
2024-04-08,industry a,0.017794433835508182
2024-04-09,Industry A,-0.00030920572094929864
2024-04-10,Industry A,-0.01163488132619917
2024-04-11,Industry A,0.0002638743254204059
2024-04-12,Industry A,0.014689100339734413
2024-04-15,Industry A,-0.0023674377263297403
2024-04-16,Industry A,-0.006822261387124139
2024-04-17,industry a,-0.0008548778484305768
2024-04-18,Industry A,-0.011282040554555759
2024-04-19,Industry A,-0.001677057749719583
2024-04-22,Industry A,-0.005963635128578922
2024-04-23,Ind. A,0.028912120676218896
2024-04-24,Industry A,-0.02257377399879732
2024-04-25,Industry A,-0.009721709264716882
2024-04-26,Ind. A,-0.006831018525419019
2024-04-29,Industry A,-0.011206434486228906
2024-04-30,IndustryA,0.0055977839186784105
2024-05-01,Industry A,-0.008201008355750666
2024-05-02,industry a,-0.01694578521071534
2024-05-03,Industry A,0.0016255584788348223
06/05/2024,Ind. A,-0.0030565179151806946
2024-05-07,Industry A,-0.007668921549187768
2024-05-08,Ind. A,0.017431737497621308
2024-05-09,Industry A,0.006022378777732484
10/05/2024,Ind. A,0.004585848140462056
2024-05-13,Industry A,0.006303914516217185
14/05/2024,Ind. A,
2024-05-15,industry a,-0.0024591540399772323
2024-05-16,IndustryA,-0.008081386493823351
2024-05-17,industry a,0.001894028225991682
2024-05-20,Ind. A,-0.0026772521547231013
2024-05-21,Industry A,-0.022717154868955373
2024-05-22,Industry A,-0.01218438694193893
2024-05-23,industry a,-0.004188601427754512
2024-05-24,Industry A,0.01165217994910037
2024-05-27,Industry A,0.0019475637721266179
2024-05-28,IndustryA,-0.010143788263760499
2024-05-29,Industry A,-0.013144531052310412
2024-05-30,industry a,0.014433710025425973
2024-05-31,IndustryA,-0.0019145567075437102
2024-06-03,Industry A,-0.03413822044120808
2024-06-04,Industry A,-0.0011602479740776843
05/06/2024,Industry A,0.008678390154773931
2024-06-06,Industry A,-0.013482482279813897
2024-06-07,Industry A,0.0010106658089698937
2024-06-10,industry a,0.0021430324074208167
2024-06-11,Industry A,-0.01283241463640977
2024-06-12,IndustryA,0.01567915638341889
2024-06-13,industry a,0.002355760169360643
2024-06-14,industry a,-0.00424852461367726
2024-06-17,Industry A,-0.001834608588405329
2024-06-18,Industry A,-0.014973164334126564
2024-06-19,Ind. A,-0.015423214841962055
2024-06-20,Industry A,-0.005348076466255444
2024-06-21,Industry A,-0.004633395293274877
2024-06-24,Industry A,-0.0026218077593732248
2024-06-25,IndustryA,0.01690485105169106
2024-06-26,Industry A,0.007970889236740228
2024-06-27,Ind. A,
2024-06-28,Industry A,0.014121114159722609
2024-07-01,Ind. A,-0.005438382990634873
2024-07-02,Ind. A,0.00919718664389748
2024-07-03,Industry A,-0.004523649655564532
2024-07-04,IndustryA,0.0015665023297041472
05/07/2024,Ind. A,-0.014171059468409885
2024-07-08,Industry A,0.004178500341604312
2024-07-09,industry a,0.010663705996628088
2024-07-10,Industry A,-0.019203512801979353
2024-07-11,Industry A,0.01086952781032409
2024-07-12,IndustryA,-0.008128519886291702
2024-07-15,Industry A,0.02123177065461127
2024-07-16,industry a,0.009438751775297174
2024-07-17,Industry A,0.00712050033852082
2024-07-18,IndustryA,-0.0017651692494664198
2024-07-19,Ind. A,0.03181688905298
2024-07-22,Industry A,-0.0053656052962172155
2024-07-23,Industry A,-0.01193042701427581
2024-07-24,Industry A,-0.0077328291496856815
2024-07-25,Industry A,0.012991731556917614
2024-07-26,Industry A,0.0013336399018356586
2024-07-29,Industry A,
2024-07-30,Industry A,-0.005193801157236451
2024-07-31,Industry A,-0.00110243959222188
2024-08-01,Industry A,-0.005995571162338103
2024-08-02,Industry A,0.008307279597973742
2024-08-05,Industry A,-0.0028902543869174977
2024-08-06,Industry A,-0.007522733499407777
2024-08-07,Ind. A,0.011837653848700946
2024-08-08,Industry A,-0.011582918151409638
2024-08-09,Industry A,0.0015044258337609162
12/08/2024,Industry A,-0.02278678197362793
2024-08-13,Industry A,-0.01631251997887778
2024-08-14,Industry A,-0.004173141016770897
2024-08-15,Industry A,-0.006205551275910502
2024-08-16,Industry A,-0.0062230667995669415
2024-08-19,Ind. A,0.009558435350273318
20/08/2024,Industry A,0.010318091720272028
2024-08-21,Industry A,0.00378701783100981
2024-08-22,IndustryA,-0.01217442482127502
2024-08-23,IndustryA,-0.001195199743724389
2024-08-26,IndustryA,0.023293952444150876
2024-08-27,Industry A,0.030127124068735873
2024-08-28,Industry A,0.01196807953192911
2024-08-29,Industry A,-0.011748282722101681
2024-08-30,Industry A,-0.0010904049311927675
02/09/2024,Industry A,0.0029680676285675084
2024-09-03,Industry A,0.0011047945177527472
2024-09-04,Industry A,0.013352770796686165
2024-09-05,Industry A,0.008981760731850655
2024-09-06,Industry A,-0.012343153376781688
2024-09-09,Industry A,-0.007249856628167064
2024-09-10,Industry A,
2024-09-11,Industry A,0.01737102822589223
2024-09-12,Industry A,0.003120786996806471
2024-09-13,Industry A,0.01910451979322648
2024-09-16,Ind. A,0.0017139823571716952
2024-09-17,Industry A,-0.01047748391556637
2024-09-18,Ind. A,0.0077944198826874565
2024-09-19,Industry A,0.03691437474796188
2024-09-20,Industry A,-0.01488858969977644
2024-09-23,Industry A,0.018551761747607542
2024-09-24,Industry A,0.007066909042247292
2024-09-25,Ind. A,-0.007930138548301201
26/09/2024,Industry A,-0.022540550199374575
2024-09-27,Industry A,-0.026713931459325203
2024-09-30,Industry A,-0.006246325528161017
2024-10-01,Ind. A,0.004956902026484812
2024-10-02,industry a,0.010925584951225482
03/10/2024,Industry A,0.01388975347233657
2024-10-04,Industry A,0.003841602809800037
2024-10-07,Industry A,0.0018998803686923087
2024-10-08,Ind. A,-0.0037893104120772423
2024-10-09,Industry A,0.005259401958917955
2024-10-10,Industry A,-0.007758085007641178
2024-10-11,IndustryA,-0.014324784733393462
2024-10-14,Industry A,0.0011434120343814507
15/10/2024,Industry A,0.009902572995224219
2024-10-16,Industry A,-0.016678007524146794
2024-10-17,Industry A,-0.006245163874793357
2024-10-18,Industry A,0.0006941602441901298
2024-10-21,Industry A,0.00044044749039574035
2024-10-22,industry a,0.006726524049346162
2024-10-23,Ind. A,0.022855087658353593
2024-10-24,Ind. A,-0.026620425974783996
2024-10-25,Industry A,0.02353517350712274
2024-10-28,Industry A,0.022171451465078783
2024-10-29,Ind. A,0.011145828751721347
30/10/2024,IndustryA,0.002891472793003094
2024-10-31,Industry A,
2024-11-01,Industry A,0.010982663361711395
2024-11-04,Industry A,0.0035218367519698496
2024-11-05,Industry A,-0.00353967320739664
2024-11-06,Industry A,0.010636109080333894
2024-11-07,Industry A,0.012876627032370597
2024-11-08,Industry A,-0.032674397467473755
2024-11-11,Industry A,0.0172595237369865
2024-11-12,Industry A,-0.00880869541918135
2024-11-13,Industry A,0.015381919345859923
2024-11-14,industry a,-0.0033208370927676864
2024-11-15,Industry A,0.002925953580649593
2024-11-18,Industry A,0.0052696090908467205
2024-11-19,Industry A,0.014231241308842056
2024-11-20,Industry A,0.009258342709688516
2024-11-21,Industry A,-0.029993142349273194
2024-11-22,Industry A,-0.012017411338224227
2024-11-25,Industry A,0.0015655947840835574
2024-11-26,Industry A,0.023611321792240302
2024-11-27,Industry A,-0.00012920025020468317
2024-11-28,IndustryA,-0.008635277398460026
2024-11-29,Industry A,-0.018999392009012142
2024-12-02,Industry A,-0.007979374630365205
2024-12-03,Industry A,-0.00018969188700946056
2024-12-04,Industry A,
2024-12-05,Industry A,-0.006808351998664094
2024-12-06,Industry A,0.004015984332968569
2024-12-09,Industry A,-0.0013005329903186104
10/12/2024,Industry A,0.027795968835378063
2024-12-11,Industry A,0.01874278582035871
2024-12-12,Ind. A,0.0033114516984188956
2024-12-13,Industry A,-0.005164871102414376
16/12/2024,Industry A,0.0192320459715184
2024-12-17,Industry A,0.01680464433431599
2024-12-18,Industry A,0.019728816073576228
2024-12-19,Industry A,0.02888267252782165
20/12/2024,Industry A,-0.008997542010372027
2024-12-23,Industry A,0.028172296058696842
24/12/2024,Industry A,-0.0038094488005637017
2024-12-25,Industry A,0.008452306221413384
2024-12-26,industry a,-0.018373993992878937
2024-12-27,Industry A,-0.005350256607313906
2024-12-30,Industry A,0.01292392645735633
2024-12-31,Industry A,0.009075574459838746
2025-01-01,Industry A,-0.0040389243019313
02/01/2025,Industry A,0.0016239700366879523
2025-01-03,Industry A,-0.006600556303721799
2025-01-06,industry a,0.012886271242896392
2025-01-07,Industry A,-0.02433673915605785
2025-01-08,Industry A,0.018214830365926523
2025-01-09,IndustryA,-0.008946351172446987
2025-01-10,industry a,0.0003588400736200425
2025-01-13,Industry A,-0.016099160738305474
2025-01-14,Industry A,0.0034754690583606663
15/01/2025,Industry A,0.007062310191640518
2025-01-16,IndustryA,0.004485544115255853
2025-01-17,Industry A,0.0060418225657914
2025-01-20,Industry A,-0.0009506032307916506
2025-01-21,Industry A,-0.0006639831092774617
2025-01-22,Industry A,-0.0012283420792015027
2025-01-23,industry a,-0.005706965065184636
2025-01-24,Industry A,-0.004282167966170164
2025-01-27,industry a,0.006474125128988364
2025-01-28,Industry A,0.017282713667180392
2025-01-29,IndustryA,-0.011010868769775518
2025-01-30,Industry A,-0.0007092577175178931
2025-01-31,Industry A,-0.013459920723531313
2025-02-03,Industry A,-0.005494155203428468
2025-02-04,Industry A,-0.0035894738338600675
2025-02-05,Industry A,0.002590856494990871
06/02/2025,IndustryA,0.0022460982322357924
2025-02-07,industry a,0.00024959459185839314
2025-02-10,Industry A,0.005423047486052763
2025-02-11,Industry A,-0.009943845579730824
2025-02-12,Industry A,0.002693007171369486
2025-02-13,Industry A,0.00944838538513716
2025-02-14,Industry A,-0.010086116845329157
2025-02-17,Industry A,-0.020504251144092444
2025-02-18,Industry A,0.012776354931407032
19/02/2025,Industry A,-0.013105635699256471
2025-02-20,Industry A,-0.006068949177172279
2025-02-21,Industry A,0.00907191230809884
2025-02-24,Industry A,-0.010664382552181986
2025-02-25,Industry A,0.011832917488978465
2025-02-26,Industry A,-0.007780740644339476
2025-02-27,Industry A,-0.009209707521644905
2025-02-28,Ind. A,-0.01340525230503674
2025-03-03,Industry A,-0.007677833281824686
2025-03-04,Industry A,0.007295848746229812
2025-03-05,Industry A,-0.006066861754510082
2025-03-06,Industry A,0.012831733011386737
2025-03-07,Ind. A,0.0007358993715615968
2025-03-10,Ind. A,0.0017815811241298396
11/03/2025,industry a,-0.009555688295682168
12/03/2025,Industry A,0.014785788997972324
2025-03-13,industry a,0.009554353049257404
2025-03-14,Industry A,0.009185766631789724
2025-03-17,Industry A,-0.00163877152309857
2025-03-18,Industry A,-0.014784911328492538
2025-03-19,IndustryA,0.002426159679016923
2025-03-20,Industry A,0.006753341970709366
2025-03-21,Ind. A,0.0068793999881306515
2025-03-24,Industry A,0.005154696742668807
2025-03-25,Ind. A,0.00463647110766956
2025-03-26,Ind. A,-0.007836177136866436
2025-03-27,IndustryA,-0.007283230115552316
2025-03-28,Industry A,-0.013299152261225855
2025-03-31,Ind. A,0.012988222096640575
2025-04-01,Industry A,0.023866351423325768
2025-04-02,Industry A,0.03658114898132761
2025-04-03,Industry A,0.0032623202210721974
2025-04-04,Ind. A,0.00466790672072366
2025-04-07,industry a,-0.0011669967166370071
2025-04-08,Industry A,0.0030697914156015286
2025-04-09,IndustryA,-0.010707972334164609
2025-04-10,Industry A,-0.0014083266497123873
11/04/2025,Industry A,-0.009117692897780366
2025-04-14,Industry A,-0.0029617270021484246
2025-04-15,Ind. A,-0.00817865751679087
2025-04-16,Industry A,0.0067600043913978195
2025-04-17,Ind. A,0.008319374621318305
2025-04-18,Industry A,0.004285285322018545
2025-04-21,industry a,-0.00723571579616814
22/04/2025,Industry A,-0.014060666255179233
2025-04-23,Industry A,0.008463340411746652
2025-04-24,Ind. A,0.0006717567922915557
2025-04-25,industry a,-0.02093547285571054
2025-04-28,Industry A,0.0023254379600603624
2025-04-29,Ind. A,0.0047602795885833575
2025-04-30,IndustryA,-0.01777647730469256
2025-05-01,Industry A,0.006979007375274946
2025-05-02,Industry A,-0.016215307328582354
2025-05-05,Ind. A,-0.008478828231290071
2025-05-06,Industry A,-0.01614460997023183
2025-05-07,IndustryA,-0.009662023556890647
2025-05-08,Industry A,-0.013967132077041887
2025-05-09,industry a,0.012902633793701785
2025-05-12,Industry A,-0.0022773491009264735
13/05/2025,Industry A,-0.0048192206843657125
2025-05-14,industry a,0.014161949771677685
2025-05-15,Ind. A,0.013453940302466815
2025-05-16,Industry A,-0.003914135834918041
2025-05-19,Industry A,0.004045394166152454
2025-05-20,Industry A,-0.006380146454380222
2025-05-21,Industry A,-0.0005381881552556489
2025-05-22,Industry A,-0.012102150333330109
2025-05-23,Industry A,0.005795945266044999
2025-05-26,Industry A,0.014699153905766005
2025-05-27,Industry A,0.012222007634592896
28/05/2025,Industry A,0.0012244565792310573
2025-05-29,IndustryA,-0.0219294454140103
2025-05-30,Industry A,-0.00690374569275976
2025-06-02,industry a,-0.0005529602076241042
2025-06-03,Ind. A,-0.017233090561145768
2025-06-04,Industry A,0.01831844819744378
2025-06-05,Industry A,0.010637134245979476
06/06/2025,Ind. A,0.006749525118199432
2025-06-09,Ind. A,0.009095381203820259
2025-06-10,Industry A,-0.013619122400895474
2025-06-11,Industry A,-0.010032317375617838
2025-06-12,industry a,0.003298954243966723
13/06/2025,industry a,0.004243480112722286
2025-06-16,Industry A,-0.015998408947548594
2025-06-17,Industry A,0.002430014930226987
18/06/2025,IndustryA,-0.00033679521025441574
2025-06-19,Industry A,0.011793556172049274
2025-06-20,Industry A,0.004304041489052254
