portfolio,simulation_id,loss
Portfolio 1,200,15035003.375447877
Portfolio 1,201,0.0
Portfolio 1,202,0.0
Portfolio 1,203,0.0
Portfolio 1,204,0.0
Portfolio 1,205,5960573.837092887
Portfolio 1,206,10502839.911227165
Portfolio 1,207,0.0
Portfolio 1,208,0.0
Portfolio 1,209,19615507.474972524
Portfolio 1,210,0.0
Portfolio 1,211,0.0
Portfolio 1,212,17510906.764428075
Portfolio 1,213,0.0
Portfolio 1,214,0.0
Portfolio 1,215,13158355.870652435
Portfolio 1,216,0.0
Portfolio 1,217,0.0
Portfolio 1,218,12178320.841756614
Portfolio 1,219,0.0
Portfolio 1,220,10502839.911227165
Portfolio 1,221,0.0
Portfolio 1,222,23023992.70371562
Portfolio 1,223,0.0
Portfolio 1,224,11428295.851894356
Portfolio 1,225,0.0
Portfolio 1,226,0.0
Portfolio 1,227,0.0
Portfolio 1,228,18953846.533755492
Portfolio 1,229,0.0
Portfolio 1,230,0.0
Portfolio 1,231,0.0
Portfolio 1,232,0.0
Portfolio 1,233,2999238.710377632
Portfolio 1,234,0.0
Portfolio 1,235,0.0
Portfolio 1,236,0.0
Portfolio 1,237,51420618.45495419
Portfolio 1,238,5864517.916904203
Portfolio 1,239,0.0
Portfolio 1,240,0.0
Portfolio 1,241,0.0
Portfolio 1,242,0.0
Portfolio 1,243,0.0
Portfolio 1,244,0.0
Portfolio 1,245,14220223.93252826
Portfolio 1,246,5864517.916904203
Portfolio 1,247,26377592.565755688
Portfolio 1,248,0.0
Portfolio 1,249,0.0
Portfolio 1,250,0.0
Portfolio 1,251,13629447.393690683
Portfolio 1,252,0.0
Portfolio 1,253,0.0
Portfolio 1,254,0.0
Portfolio 1,255,9774188.465458624
Portfolio 1,256,0.0
Portfolio 1,257,0.0
Portfolio 1,258,23415633.71553659
Portfolio 1,259,6316554.945955662
Portfolio 1,260,0.0
Portfolio 1,261,17455059.878443703
Portfolio 1,262,0.0
Portfolio 1,263,61994593.05857256
Portfolio 1,264,17068026.419206858
Portfolio 1,265,0.0
Portfolio 1,266,6316554.945955662
Portfolio 1,267,0.0
Portfolio 1,268,6316554.945955662
Portfolio 1,269,14199271.723999074
Portfolio 1,270,0.0
Portfolio 1,271,5864517.916904203
Portfolio 1,272,15127461.929963065
Portfolio 1,273,0.0
Portfolio 1,274,26787803.26434312
Portfolio 1,275,0.0
Portfolio 1,276,7384177.026644446
Portfolio 1,277,0.0
Portfolio 1,278,0.0
Portfolio 1,279,0.0
Portfolio 1,280,17510906.764428075
Portfolio 1,281,17510906.764428075
Portfolio 1,282,0.0
Portfolio 1,283,0.0
Portfolio 1,284,0.0
Portfolio 1,285,0.0
Portfolio 1,286,20209242.48524026
Portfolio 1,287,0.0
Portfolio 1,288,11340343.460939737
Portfolio 1,289,0.0
Portfolio 1,290,0.0
Portfolio 1,291,0.0
Portfolio 1,292,6316554.945955662
Portfolio 1,293,0.0
Portfolio 1,294,0.0
Portfolio 1,295,0.0
Portfolio 1,296,0.0
Portfolio 1,297,0.0
Portfolio 1,298,0.0
Portfolio 1,299,0.0
Portfolio 1,300,0.0
Portfolio 1,301,0.0
Portfolio 1,302,5395283.542444266
Portfolio 1,303,0.0
Portfolio 1,304,0.0
Portfolio 1,305,0.0
Portfolio 1,306,0.0
Portfolio 1,307,0.0
Portfolio 1,308,6316554.945955662
Portfolio 1,309,0.0
Portfolio 1,310,30669262.63508051
Portfolio 1,311,0.0
Portfolio 1,312,0.0
Portfolio 1,313,15127461.929963065
Portfolio 1,314,0.0
Portfolio 1,315,0.0
Portfolio 1,316,0.0
Portfolio 1,317,0.0
Portfolio 1,318,0.0
Portfolio 1,319,7384177.026644446
Portfolio 1,320,0.0
Portfolio 1,321,0.0
Portfolio 1,322,0.0
Portfolio 1,323,9097016.890408562
Portfolio 1,324,0.0
Portfolio 1,325,7384177.026644446
Portfolio 1,326,0.0
Portfolio 1,327,0.0
Portfolio 1,328,0.0
Portfolio 1,329,11340343.460939737
Portfolio 1,330,0.0
Portfolio 1,331,0.0
Portfolio 1,332,8868899.02430052
Portfolio 1,333,14439093.40519818
Portfolio 1,334,5182259.577388579
Portfolio 1,335,2999238.710377632
Portfolio 1,336,10723682.894710481
Portfolio 1,337,27597449.275850616
Portfolio 1,338,0.0
Portfolio 1,339,0.0
Portfolio 1,340,23023992.70371562
Portfolio 1,341,7613503.072815756
Portfolio 1,342,5395283.542444266
Portfolio 1,343,0.0
Portfolio 1,344,0.0
Portfolio 1,345,13158355.870652435
Portfolio 1,346,0.0
Portfolio 1,347,28638365.129197255
Portfolio 1,348,10845671.861959005
Portfolio 1,349,0.0
Portfolio 1,350,2999238.710377632
Portfolio 1,351,0.0
Portfolio 1,352,0.0
Portfolio 1,353,0.0
Portfolio 1,354,0.0
Portfolio 1,355,0.0
Portfolio 1,356,0.0
Portfolio 1,357,5182259.577388579
Portfolio 1,358,5444546.850261398
Portfolio 1,359,9097016.890408562
Portfolio 1,360,21646923.4716712
Portfolio 1,361,11340343.460939737
Portfolio 1,362,0.0
Portfolio 1,363,13629447.393690683
Portfolio 1,364,17510906.764428075
Portfolio 1,365,11340343.460939737
Portfolio 1,366,13158355.870652435
Portfolio 1,367,0.0
Portfolio 1,368,11428295.851894356
Portfolio 1,369,9097016.890408562
Portfolio 1,370,5864517.916904203
Portfolio 1,371,0.0
Portfolio 1,372,0.0
Portfolio 1,373,0.0
Portfolio 1,374,0.0
Portfolio 1,375,0.0
Portfolio 1,376,0.0
Portfolio 1,377,0.0
Portfolio 1,378,7384177.026644446
Portfolio 1,379,0.0
Portfolio 1,380,27198506.26039369
Portfolio 1,381,23319577.795347907
Portfolio 1,382,0.0
Portfolio 1,383,25780145.900349602
Portfolio 1,384,0.0
Portfolio 1,385,0.0
Portfolio 1,386,0.0
Portfolio 1,387,0.0
Portfolio 1,388,0.0
Portfolio 1,389,0.0
Portfolio 1,390,31837651.708826274
Portfolio 1,391,0.0
Portfolio 1,392,0.0
Portfolio 1,393,0.0
Portfolio 1,394,0.0
Portfolio 1,395,0.0
Portfolio 1,396,7384177.026644446
Portfolio 1,397,9097016.890408562
Portfolio 1,398,0.0
Portfolio 1,399,0.0
Portfolio 1,400,0.0
Portfolio 1,401,24603639.669550337
Portfolio 1,402,0.0
Portfolio 1,403,15127461.929963065
Portfolio 1,404,0.0
Portfolio 1,405,0.0
Portfolio 1,406,0.0
Portfolio 1,407,0.0
Portfolio 1,408,14220223.93252826
Portfolio 1,409,0.0
Portfolio 1,410,0.0
Portfolio 1,411,0.0
Portfolio 1,412,22902003.736467093
Portfolio 1,413,26176040.387674544
Portfolio 1,414,0.0
Portfolio 1,415,0.0
Portfolio 1,416,13158355.870652435
Portfolio 1,417,9097016.890408562
Portfolio 1,418,0.0
Portfolio 1,419,0.0
Portfolio 1,420,0.0
Portfolio 1,421,0.0
Portfolio 1,422,0.0
Portfolio 1,423,25539615.18493881
Portfolio 1,424,0.0
Portfolio 1,425,0.0
Portfolio 1,426,0.0
Portfolio 1,427,5395283.542444266
Portfolio 1,428,13158355.870652435
Portfolio 1,429,0.0
Portfolio 1,430,0.0
Portfolio 1,431,11355857.379537154
Portfolio 1,432,34796830.40054931
Portfolio 1,433,0.0
Portfolio 1,434,10502839.911227165
Portfolio 1,435,0.0
Portfolio 1,436,13629447.393690683
Portfolio 1,437,0.0
Portfolio 1,438,28331551.482998203
Portfolio 1,439,31950000.169626255
Portfolio 1,440,0.0
Portfolio 1,441,5395283.542444266
Portfolio 1,442,0.0
Portfolio 1,443,40011898.017738156
Portfolio 1,444,0.0
Portfolio 1,445,0.0
Portfolio 1,446,0.0
Portfolio 1,447,0.0
Portfolio 1,448,0.0
Portfolio 1,449,0.0
Portfolio 1,450,17455059.878443703
Portfolio 1,451,0.0
Portfolio 1,452,0.0
Portfolio 1,453,0.0
Portfolio 1,454,0.0
Portfolio 1,455,3909670.548554421
Portfolio 1,456,0.0
Portfolio 1,457,0.0
Portfolio 1,458,19240039.07426996
Portfolio 1,459,0.0
Portfolio 1,460,10502839.911227165
Portfolio 1,461,0.0
Portfolio 1,462,0.0
Portfolio 1,463,0.0
Portfolio 1,464,0.0
Portfolio 1,465,0.0
Portfolio 1,466,5395283.542444266
Portfolio 1,467,0.0
Portfolio 1,468,0.0
Portfolio 1,469,8868899.02430052
Portfolio 1,470,24498699.331592172
Portfolio 1,471,0.0
Portfolio 1,472,0.0
Portfolio 1,473,7384177.026644446
Portfolio 1,474,0.0
Portfolio 1,475,0.0
Portfolio 1,476,0.0
Portfolio 1,477,0.0
Portfolio 1,478,5182259.577388579
Portfolio 1,479,0.0
Portfolio 1,480,0.0
Portfolio 1,481,19590021.23078357
Portfolio 1,482,0.0
Portfolio 1,483,0.0
Portfolio 1,484,0.0
Portfolio 1,485,7384177.026644446
Portfolio 1,486,7384177.026644446
Portfolio 1,487,0.0
Portfolio 1,488,14199271.723999074
Portfolio 1,489,0.0
Portfolio 1,490,7384177.026644446
Portfolio 1,491,0.0
Portfolio 1,492,0.0
Portfolio 1,493,0.0
Portfolio 1,494,0.0
Portfolio 1,495,0.0
Portfolio 1,496,0.0
Portfolio 1,497,23298358.49567908
Portfolio 1,498,6316554.945955662
Portfolio 1,499,5182259.577388579
Portfolio 1,500,0.0
Portfolio 1,501,0.0
Portfolio 1,502,0.0
Portfolio 1,503,0.0
Portfolio 1,504,9097016.890408562
Portfolio 1,505,0.0
Portfolio 1,506,41590761.1573053
Portfolio 1,507,0.0
Portfolio 1,508,0.0
Portfolio 1,509,5182259.577388579
Portfolio 1,510,0.0
Portfolio 1,511,0.0
Portfolio 1,512,0.0
Portfolio 1,513,0.0
Portfolio 1,514,17510906.764428075
Portfolio 1,515,7384177.026644446
Portfolio 1,516,0.0
Portfolio 1,517,0.0
Portfolio 1,518,0.0
Portfolio 1,519,0.0
Portfolio 1,520,0.0
Portfolio 1,521,13629447.393690683
Portfolio 1,522,0.0
Portfolio 1,523,3909670.548554421
Portfolio 1,524,0.0
Portfolio 1,525,0.0
Portfolio 1,526,31824352.638989992
Portfolio 1,527,0.0
Portfolio 1,528,15330368.52571554
Portfolio 1,529,0.0
Portfolio 1,530,2999238.710377632
Portfolio 1,531,0.0
Portfolio 1,532,2999238.710377632
Portfolio 1,533,0.0
Portfolio 1,534,0.0
Portfolio 1,535,0.0
Portfolio 1,536,0.0
Portfolio 1,537,14199271.723999074
Portfolio 1,538,14997680.099460203
Portfolio 1,539,0.0
Portfolio 1,540,5843298.617235378
Portfolio 1,541,0.0
Portfolio 1,542,7384177.026644446
Portfolio 1,543,0.0
Portfolio 1,544,0.0
Portfolio 1,545,30808424.744142942
Portfolio 1,546,0.0
Portfolio 1,547,5960573.837092887
Portfolio 1,548,0.0
Portfolio 1,549,0.0
Portfolio 1,550,5182259.577388579
Portfolio 1,551,0.0
Portfolio 1,552,0.0
Portfolio 1,553,0.0
Portfolio 1,554,0.0
Portfolio 1,555,0.0
Portfolio 1,556,0.0
Portfolio 1,557,21875586.463263504
Portfolio 1,558,0.0
Portfolio 1,559,0.0
Portfolio 1,560,0.0
Portfolio 1,561,0.0
Portfolio 1,562,0.0
Portfolio 1,563,0.0
Portfolio 1,564,0.0
Portfolio 1,565,0.0
Portfolio 1,566,15127461.929963065
Portfolio 1,567,17510906.764428075
Portfolio 1,568,0.0
Portfolio 1,569,74689659.6041373
Portfolio 1,570,12178320.841756614
Portfolio 1,571,15127461.929963065
Portfolio 1,572,0.0
Portfolio 1,573,0.0
Portfolio 1,574,0.0
Portfolio 1,575,0.0
Portfolio 1,576,38086501.88010984
Portfolio 1,577,0.0
Portfolio 1,578,0.0
Portfolio 1,579,33262022.85723837
Portfolio 1,580,0.0
Portfolio 1,581,0.0
Portfolio 1,582,0.0
Portfolio 1,583,0.0
Portfolio 1,584,0.0
Portfolio 1,585,0.0
Portfolio 1,586,7384177.026644446
Portfolio 1,587,0.0
Portfolio 1,588,14264182.566744786
Portfolio 1,589,0.0
Portfolio 1,590,5182259.577388579
Portfolio 1,591,0.0
Portfolio 1,592,0.0
Portfolio 1,593,0.0
Portfolio 1,594,0.0
Portfolio 1,595,0.0
Portfolio 1,596,0.0
Portfolio 1,597,0.0
Portfolio 1,598,0.0
Portfolio 1,599,22943871.598531295
Portfolio 1,600,0.0
Portfolio 1,601,0.0
Portfolio 1,602,11803872.454328265
Portfolio 1,603,0.0
Portfolio 1,604,0.0
Portfolio 1,605,0.0
Portfolio 1,606,0.0
Portfolio 1,607,2999238.710377632
Portfolio 1,608,0.0
Portfolio 1,609,54816987.63292342
Portfolio 1,610,0.0
Portfolio 1,611,0.0
Portfolio 1,612,16610555.429282935
Portfolio 1,613,0.0
Portfolio 1,614,12178320.841756614
Portfolio 1,615,0.0
Portfolio 1,616,0.0
Portfolio 1,617,0.0
Portfolio 1,618,0.0
Portfolio 1,619,14427534.562271988
Portfolio 1,620,0.0
Portfolio 1,621,5182259.577388579
Portfolio 1,622,2999238.710377632
Portfolio 1,623,0.0
Portfolio 1,624,0.0
Portfolio 1,625,0.0
Portfolio 1,626,0.0
Portfolio 1,627,15035003.375447877
Portfolio 1,628,0.0
Portfolio 1,629,0.0
Portfolio 1,630,0.0
Portfolio 1,631,0.0
Portfolio 1,632,0.0
Portfolio 1,633,0.0
Portfolio 1,634,0.0
Portfolio 1,635,20282392.022433557
Portfolio 1,636,14279276.467797142
Portfolio 1,637,0.0
Portfolio 1,638,0.0
Portfolio 1,639,18188947.016351562
Portfolio 1,640,0.0
Portfolio 1,641,11340343.460939737
Portfolio 1,642,0.0
Portfolio 1,643,0.0
Portfolio 1,644,11428295.851894356
Portfolio 1,645,0.0
Portfolio 1,646,0.0
Portfolio 1,647,27998035.24635998
Portfolio 1,648,0.0
Portfolio 1,649,0.0
Portfolio 1,650,0.0
Portfolio 1,651,0.0
Portfolio 1,652,5182259.577388579
Portfolio 1,653,0.0
Portfolio 1,654,9091930.125943
Portfolio 1,655,0.0
Portfolio 1,656,0.0
Portfolio 1,657,7613503.072815756
Portfolio 1,658,0.0
Portfolio 1,659,0.0
Portfolio 1,660,5864517.916904203
Portfolio 1,661,28939202.61632243
Portfolio 1,662,11340343.460939737
Portfolio 1,663,0.0
Portfolio 1,664,14439093.40519818
Portfolio 1,665,0.0
Portfolio 1,666,15127461.929963065
Portfolio 1,667,0.0
Portfolio 1,668,3909670.548554421
Portfolio 1,669,30393471.76709147
Portfolio 1,670,0.0
Portfolio 1,671,0.0
Portfolio 1,672,28499758.721065
Portfolio 1,673,0.0
Portfolio 1,674,15035003.375447877
Portfolio 1,675,9870244.385647308
Portfolio 1,676,7613503.072815756
Portfolio 1,677,17510906.764428075
Portfolio 1,678,0.0
Portfolio 1,679,0.0
Portfolio 1,680,0.0
Portfolio 1,681,0.0
Portfolio 1,682,11428295.851894356
Portfolio 1,683,0.0
Portfolio 1,684,5444546.850261398
Portfolio 1,685,22693166.341816656
Portfolio 1,686,0.0
Portfolio 1,687,15330368.52571554
Portfolio 1,688,0.0
Portfolio 1,689,0.0
Portfolio 1,690,0.0
Portfolio 1,691,11340343.460939737
Portfolio 1,692,14220223.93252826
Portfolio 1,693,14220223.93252826
Portfolio 1,694,0.0
Portfolio 1,695,0.0
Portfolio 1,696,0.0
Portfolio 1,697,0.0
Portfolio 1,698,10383415.737022078
Portfolio 1,699,0.0
Portfolio 1,700,5182259.577388579
Portfolio 1,701,11428295.851894356
Portfolio 1,702,0.0
Portfolio 1,703,7613503.072815756
Portfolio 1,704,35511166.295336686
Portfolio 1,705,7384177.026644446
Portfolio 1,706,0.0
Portfolio 1,707,25065895.794487264
Portfolio 1,708,0.0
Portfolio 1,709,11340343.460939737
Portfolio 1,710,0.0
Portfolio 1,711,3909670.548554421
Portfolio 1,712,0.0
Portfolio 1,713,0.0
Portfolio 1,714,0.0
Portfolio 1,715,0.0
Portfolio 1,716,0.0
Portfolio 1,717,0.0
Portfolio 1,718,0.0
Portfolio 1,719,17510906.764428075
Portfolio 1,720,5864517.916904203
Portfolio 1,721,0.0
Portfolio 1,722,0.0
Portfolio 1,723,25124409.837243833
Portfolio 1,724,0.0
Portfolio 1,725,0.0
Portfolio 1,726,0.0
Portfolio 1,727,20297194.876194876
Portfolio 1,728,0.0
Portfolio 1,729,0.0
Portfolio 1,730,0.0
Portfolio 1,731,0.0
Portfolio 1,732,35255757.56227809
Portfolio 1,733,0.0
Portfolio 1,734,42324339.69202055
Portfolio 1,735,0.0
Portfolio 1,736,0.0
Portfolio 1,737,11340343.460939737
Portfolio 1,738,0.0
Portfolio 1,739,0.0
Portfolio 1,740,3909670.548554421
Portfolio 1,741,15293720.473836454
Portfolio 1,742,32115258.83691667
Portfolio 1,743,0.0
Portfolio 1,744,6316554.945955662
Portfolio 1,745,17510906.764428075
Portfolio 1,746,11340343.460939737
Portfolio 1,747,9097016.890408562
Portfolio 1,748,0.0
Portfolio 1,749,13629447.393690683
Portfolio 1,750,0.0
Portfolio 1,751,31731130.696956336
Portfolio 1,752,11428295.851894356
Portfolio 1,753,0.0
Portfolio 1,754,0.0
Portfolio 1,755,0.0
Portfolio 1,756,0.0
Portfolio 1,757,0.0
Portfolio 1,758,0.0
Portfolio 1,759,0.0
Portfolio 1,760,0.0
Portfolio 1,761,0.0
Portfolio 1,762,0.0
Portfolio 1,763,0.0
Portfolio 1,764,10845671.861959005
Portfolio 1,765,0.0
Portfolio 1,766,13158355.870652435
Portfolio 1,767,10723682.894710481
Portfolio 1,768,0.0
Portfolio 1,769,0.0
Portfolio 1,770,0.0
Portfolio 1,771,0.0
Portfolio 1,772,10723682.894710481
Portfolio 1,773,0.0
Portfolio 1,774,0.0
Portfolio 1,775,0.0
Portfolio 1,776,0.0
Portfolio 1,777,0.0
Portfolio 1,778,0.0
Portfolio 1,779,0.0
Portfolio 1,780,0.0
Portfolio 1,781,0.0
Portfolio 1,782,28590522.659809023
Portfolio 1,783,0.0
Portfolio 1,784,0.0
Portfolio 1,785,0.0
Portfolio 1,786,0.0
Portfolio 1,787,0.0
Portfolio 1,788,17510906.764428075
Portfolio 1,789,8868899.02430052
Portfolio 1,790,31449334.962870285
Portfolio 1,791,0.0
Portfolio 1,792,0.0
Portfolio 1,793,5864517.916904203
Portfolio 1,794,6316554.945955662
Portfolio 1,795,17510906.764428075
Portfolio 1,796,0.0
Portfolio 1,797,0.0
Portfolio 1,798,0.0
Portfolio 1,799,0.0
Portfolio 1,800,0.0
Portfolio 1,801,0.0
Portfolio 1,802,14220223.93252826
Portfolio 1,803,0.0
Portfolio 1,804,57316394.5457933
Portfolio 1,805,11340343.460939737
Portfolio 1,806,0.0
Portfolio 1,807,0.0
Portfolio 1,808,5395283.542444266
Portfolio 1,809,0.0
Portfolio 1,810,11340343.460939737
Portfolio 1,811,15035003.375447877
Portfolio 1,812,0.0
Portfolio 1,813,0.0
Portfolio 1,814,0.0
Portfolio 1,815,0.0
Portfolio 1,816,50770254.27480715
Portfolio 1,817,0.0
Portfolio 1,818,10502839.911227165
Portfolio 1,819,10845671.861959005
Portfolio 1,820,0.0
Portfolio 1,821,0.0
Portfolio 1,822,0.0
Portfolio 1,823,0.0
Portfolio 1,824,5864517.916904203
Portfolio 1,825,0.0
Portfolio 1,826,0.0
Portfolio 1,827,0.0
Portfolio 1,828,41074994.096048385
Portfolio 1,829,0.0
Portfolio 1,830,0.0
Portfolio 1,831,15127461.929963065
Portfolio 1,832,40972911.3039903
Portfolio 1,833,0.0
Portfolio 1,834,0.0
Portfolio 1,835,0.0
Portfolio 1,836,2999238.710377632
Portfolio 1,837,0.0
Portfolio 1,838,15035003.375447877
Portfolio 1,839,0.0
Portfolio 1,840,34949238.880003884
Portfolio 1,841,0.0
Portfolio 1,842,17510906.764428075
Portfolio 1,843,13502078.621604796
Portfolio 1,844,0.0
Portfolio 1,845,0.0
Portfolio 1,846,0.0
Portfolio 1,847,0.0
Portfolio 1,848,0.0
Portfolio 1,849,32841275.290143616
Portfolio 1,850,0.0
Portfolio 1,851,6316554.945955662
Portfolio 1,852,0.0
Portfolio 1,853,0.0
Portfolio 1,854,0.0
Portfolio 1,855,0.0
Portfolio 1,856,0.0
Portfolio 1,857,23122800.645007554
Portfolio 1,858,0.0
Portfolio 1,859,0.0
Portfolio 1,860,0.0
Portfolio 1,861,0.0
Portfolio 1,862,20217262.952836454
Portfolio 1,863,0.0
Portfolio 1,864,0.0
Portfolio 1,865,3909670.548554421
Portfolio 1,866,21088035.76705595
Portfolio 1,867,0.0
Portfolio 1,868,0.0
Portfolio 1,869,5182259.577388579
Portfolio 1,870,0.0
Portfolio 1,871,0.0
Portfolio 1,872,8868899.02430052
Portfolio 1,873,13158355.870652435
Portfolio 1,874,23307992.4294987
Portfolio 1,875,0.0
Portfolio 1,876,0.0
Portfolio 1,877,0.0
Portfolio 1,878,0.0
Portfolio 1,879,0.0
Portfolio 1,880,0.0
Portfolio 1,881,0.0
Portfolio 1,882,10502839.911227165
Portfolio 1,883,10502839.911227165
Portfolio 1,884,0.0
Portfolio 1,885,0.0
Portfolio 1,886,0.0
Portfolio 1,887,0.0
Portfolio 1,888,10845671.861959005
Portfolio 1,889,0.0
Portfolio 1,890,0.0
Portfolio 1,891,0.0
Portfolio 1,892,0.0
Portfolio 1,893,0.0
Portfolio 1,894,0.0
Portfolio 1,895,0.0
Portfolio 1,896,0.0
Portfolio 1,897,0.0
Portfolio 1,898,0.0
Portfolio 1,899,0.0
Portfolio 1,900,0.0
Portfolio 1,901,0.0
Portfolio 1,902,0.0
Portfolio 1,903,17510906.764428075
Portfolio 1,904,0.0
